1;2;;;3;4;4a;4b;5;5a;5b;6;6a;6b;7;7a;7b;8;8a;8b;9;9a;9b;10;10a;10b;11;11a;11b;12;12a;12b;13;13a;13b;14;14a;14b;15;15a;15b;16;16a;16b;17;17a;17b;18;18a;18b;19;19a;19b;20;20a;20b;21;21a;21b;22;22a;22b;23;23a;23b;24;24a;24b
Schluesselzahl der Tat;Straftat;Gemeindeschlüssel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt männlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre männlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre männlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre männlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre männlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre männlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt männlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre männlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre männlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - männlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre männlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - männlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre männlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre männlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - männlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - männlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - männlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - männlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - männlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - männlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - männlich;Erwachsene ab 21 Jahre - weiblich
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5512000;Bottrop;voll.;203;147;56;0;0;0;2;1;1;0;0;0;1;1;0;6;5;1;9;7;2;13;6;7;9;5;4;22;11;11;23;18;5;54;36;18;23;20;3;17;13;4;40;33;7;25;18;7;35;25;10;28;19;9;12;11;1;9;5;4;149;111;38
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5512000;Bottrop;vers.;14;11;3;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;0;0;0;1;1;0;1;1;0;2;0;2;3;3;0;3;2;1;0;0;0;2;2;0;11;8;3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5512000;Bottrop;insg.;217;158;59;0;0;0;2;1;1;2;2;0;1;1;0;6;5;1;11;9;2;13;6;7;9;5;4;22;11;11;24;19;5;57;39;18;23;20;3;18;14;4;41;34;7;27;18;9;38;28;10;31;21;10;12;11;1;11;7;4;160;119;41
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;3101000;Braunschweig;voll.;713;541;172;1;1;0;1;1;0;4;3;1;8;7;1;15;8;7;29;20;9;23;10;13;41;29;12;64;39;25;87;69;18;180;128;52;74;57;17;55;46;9;129;103;26;114;90;24;148;110;38;87;66;21;39;29;10;16;15;1;533;413;120
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;3101000;Braunschweig;vers.;104;77;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;5;3;2;6;4;2;9;4;5;16;9;7;10;7;3;8;6;2;18;13;5;11;7;4;19;16;3;25;18;7;7;7;0;8;7;1;88;68;20
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;3101000;Braunschweig;insg.;817;618;199;2;2;0;1;1;0;4;3;1;8;7;1;15;8;7;30;21;9;24;11;13;46;32;14;70;43;27;96;73;23;196;137;59;84;64;20;63;52;11;147;116;31;125;97;28;167;126;41;112;84;28;46;36;10;24;22;2;621;481;140
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;4011000;Bremen;voll.;1815;1354;461;2;1;1;2;1;1;8;4;4;7;4;3;24;17;7;43;27;16;48;38;10;108;86;22;156;124;32;233;179;54;432;330;102;175;135;40;144;107;37;319;242;77;304;225;79;359;272;87;245;185;60;105;69;36;51;31;20;1383;1024;359
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;4011000;Bremen;vers.;243;175;68;1;0;1;3;1;2;1;1;0;3;1;2;3;3;0;11;6;5;4;3;1;8;6;2;12;9;3;13;9;4;36;24;12;13;7;6;15;10;5;28;17;11;34;26;8;67;50;17;44;33;11;14;11;3;20;14;6;207;151;56
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;4011000;Bremen;insg.;2058;1529;529;3;1;2;5;2;3;9;5;4;10;5;5;27;20;7;54;33;21;52;41;11;116;92;24;168;133;35;246;188;58;468;354;114;188;142;46;159;117;42;347;259;88;338;251;87;426;322;104;289;218;71;119;80;39;71;45;26;1590;1175;415
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;4012000;Bremerhaven;voll.;284;203;81;0;0;0;2;1;1;3;2;1;1;1;0;5;2;3;11;6;5;11;5;6;10;8;2;21;13;8;31;12;19;63;31;32;21;16;5;21;13;8;42;29;13;33;24;9;82;66;16;39;34;5;16;13;3;9;6;3;221;172;49
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;4012000;Bremerhaven;vers.;35;23;12;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;2;2;0;1;0;1;4;3;1;0;0;0;1;0;1;1;0;1;5;2;3;12;10;2;8;7;1;2;0;2;3;1;2;31;20;11
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;4012000;Bremerhaven;insg.;319;226;93;0;0;0;2;1;1;3;2;1;1;1;0;6;3;3;12;7;5;12;6;6;11;9;2;23;15;8;32;12;20;67;34;33;21;16;5;22;13;9;43;29;14;38;26;12;94;76;18;47;41;6;18;13;5;12;7;5;252;192;60
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;14511000;Chemnitz;voll.;447;349;98;1;0;1;0;0;0;1;1;0;5;4;1;7;4;3;14;9;5;8;6;2;19;17;2;27;23;4;51;42;9;92;74;18;32;24;8;44;40;4;76;64;12;94;76;18;112;87;25;30;23;7;26;17;9;17;8;9;355;275;80
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;14511000;Chemnitz;vers.;76;63;13;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;0;0;0;1;1;0;1;1;0;4;4;0;7;6;1;2;2;0;3;1;2;5;3;2;16;15;1;19;17;2;12;11;1;11;7;4;6;4;2;69;57;12
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;14511000;Chemnitz;insg.;523;412;111;1;0;1;0;0;0;1;1;0;5;4;1;9;5;4;16;10;6;8;6;2;20;18;2;28;24;4;55;46;9;99;80;19;34;26;8;47;41;6;81;67;14;110;91;19;131;104;27;42;34;8;37;24;13;23;12;11;424;332;92
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6411000;Darmstadt;voll.;311;229;82;0;0;0;0;0;0;1;1;0;1;1;0;3;3;0;5;5;0;8;4;4;26;17;9;34;21;13;45;29;16;84;55;29;24;19;5;22;19;3;46;38;8;60;48;12;62;45;17;35;26;9;17;12;5;7;5;2;227;174;53
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6411000;Darmstadt;vers.;32;27;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;2;1;1;4;3;1;14;12;2;4;4;0;4;3;1;3;3;0;31;26;5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6411000;Darmstadt;insg.;343;256;87;1;1;0;0;0;0;1;1;0;1;1;0;3;3;0;6;6;0;8;4;4;26;17;9;34;21;13;45;29;16;85;56;29;25;19;6;23;20;3;48;39;9;64;51;13;76;57;19;39;30;9;21;15;6;10;8;2;258;200;58
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5913000;Dortmund;voll.;2150;1571;579;5;3;2;4;4;0;9;4;5;18;14;4;33;21;12;69;46;23;60;30;30;115;84;31;175;114;61;266;190;76;510;350;160;181;136;45;166;130;36;347;266;81;360;264;96;451;343;108;270;191;79;133;99;34;79;58;21;1640;1221;419
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5913000;Dortmund;vers.;409;329;80;2;0;2;2;2;0;3;3;0;2;2;0;2;2;0;11;9;2;2;1;1;6;5;1;8;6;2;42;30;12;61;45;16;27;20;7;60;56;4;87;76;11;67;60;7;104;79;25;44;32;12;27;21;6;19;16;3;348;284;64
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5913000;Dortmund;insg.;2559;1900;659;7;3;4;6;6;0;12;7;5;20;16;4;35;23;12;80;55;25;62;31;31;121;89;32;183;120;63;308;220;88;571;395;176;208;156;52;226;186;40;434;342;92;427;324;103;555;422;133;314;223;91;160;120;40;98;74;24;1988;1505;483
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;14612000;Dresden;voll.;773;576;197;1;0;1;2;2;0;2;2;0;4;3;1;15;7;8;24;14;10;24;17;7;37;25;12;61;42;19;82;62;20;167;118;49;51;42;9;98;81;17;149;123;26;146;109;37;161;125;36;79;56;23;46;27;19;25;18;7;606;458;148
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;14612000;Dresden;vers.;137;95;42;3;3;0;3;2;1;3;3;0;4;4;0;1;0;1;14;12;2;1;1;0;0;0;0;1;1;0;6;4;2;21;17;4;2;2;0;7;5;2;9;7;2;31;24;7;33;20;13;23;16;7;9;6;3;11;5;6;116;78;38
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;14612000;Dresden;insg.;910;671;239;4;3;1;5;4;1;5;5;0;8;7;1;16;7;9;38;26;12;25;18;7;37;25;12;62;43;19;88;66;22;188;135;53;53;44;9;105;86;19;158;130;28;177;133;44;194;145;49;102;72;30;55;33;22;36;23;13;722;536;186
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5112000;Duisburg;voll.;1229;834;395;5;3;2;9;6;3;14;10;4;27;21;6;51;36;15;106;76;30;51;30;21;57;39;18;108;69;39;131;90;41;345;235;110;85;53;32;88;63;25;173;116;57;179;121;58;242;161;81;173;121;52;85;63;22;32;17;15;884;599;285
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5112000;Duisburg;vers.;216;155;61;0;0;0;0;0;0;1;0;1;3;2;1;3;1;2;7;3;4;3;3;0;6;5;1;9;8;1;9;5;4;25;16;9;9;5;4;15;9;6;24;14;10;51;41;10;58;45;13;29;20;9;17;13;4;12;6;6;191;139;52
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5112000;Duisburg;insg.;1445;989;456;5;3;2;9;6;3;15;10;5;30;23;7;54;37;17;113;79;34;54;33;21;63;44;19;117;77;40;140;95;45;370;251;119;94;58;36;103;72;31;197;130;67;230;162;68;300;206;94;202;141;61;102;76;26;44;23;21;1075;738;337
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5111000;Düsseldorf;voll.;1623;1210;413;6;3;3;0;0;0;3;2;1;20;15;5;23;17;6;52;37;15;41;28;13;79;58;21;120;86;34;207;165;42;379;288;91;137;112;25;135;102;33;272;214;58;276;205;71;320;236;84;182;126;56;138;106;32;56;35;21;1244;922;322
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5111000;Düsseldorf;vers.;257;204;53;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;3;3;0;1;0;1;5;2;3;6;2;4;23;17;6;32;22;10;16;13;3;20;15;5;36;28;8;40;31;9;64;53;11;48;39;9;29;26;3;8;5;3;225;182;43
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5111000;Düsseldorf;insg.;1880;1414;466;6;3;3;0;0;0;4;3;1;21;16;5;24;18;6;55;40;15;42;28;14;84;60;24;126;88;38;230;182;48;411;310;101;153;125;28;155;117;38;308;242;66;316;236;80;384;289;95;230;165;65;167;132;35;64;40;24;1469;1104;365
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16051000;Erfurt;voll.;432;341;91;1;0;1;3;1;2;4;2;2;10;7;3;17;9;8;35;19;16;10;4;6;19;15;4;29;19;10;30;20;10;94;58;36;30;28;2;43;39;4;73;67;6;88;73;15;96;77;19;41;34;7;30;24;6;10;8;2;338;283;55
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16051000;Erfurt;vers.;57;44;13;0;0;0;0;0;0;0;0;0;3;3;0;6;6;0;9;9;0;0;0;0;1;1;0;1;1;0;2;1;1;12;11;1;2;2;0;5;5;0;7;7;0;5;4;1;16;10;6;8;4;4;4;4;0;5;4;1;45;33;12
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16051000;Erfurt;insg.;489;385;104;1;0;1;3;1;2;4;2;2;13;10;3;23;15;8;44;28;16;10;4;6;20;16;4;30;20;10;32;21;11;106;69;37;32;30;2;48;44;4;80;74;6;93;77;16;112;87;25;49;38;11;34;28;6;15;12;3;383;316;67
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;9562000;Erlangen;voll.;162;121;41;4;1;3;1;0;1;0;0;0;2;2;0;4;2;2;11;5;6;5;2;3;9;7;2;14;9;5;18;15;3;43;29;14;9;8;1;19;16;3;28;24;4;30;26;4;28;18;10;22;18;4;7;5;2;4;1;3;119;92;27
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;9562000;Erlangen;vers.;20;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;3;2;1;4;3;1;7;6;1;3;3;0;2;1;1;3;3;0;0;0;0;19;16;3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;9562000;Erlangen;insg.;182;138;44;4;1;3;1;0;1;0;0;0;2;2;0;4;2;2;11;5;6;5;2;3;9;7;2;14;9;5;19;16;3;44;30;14;10;9;1;22;18;4;32;27;5;37;32;5;31;21;10;24;19;5;10;8;2;4;1;3;138;108;30
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5113000;Essen;voll.;1142;792;350;2;2;0;1;1;0;3;2;1;13;9;4;39;25;14;58;39;19;50;30;20;60;34;26;110;64;46;123;83;40;291;186;105;98;65;33;74;49;25;172;114;58;166;116;50;226;161;65;167;121;46;82;63;19;38;31;7;851;606;245
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5113000;Essen;vers.;152;111;41;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;2;2;0;5;4;1;7;6;1;16;11;5;25;19;6;4;1;3;13;10;3;17;11;6;27;22;5;29;21;8;26;18;8;17;13;4;11;7;4;127;92;35
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5113000;Essen;insg.;1294;903;391;3;3;0;1;1;0;3;2;1;13;9;4;40;26;14;60;41;19;52;32;20;65;38;27;117;70;47;139;94;45;316;205;111;102;66;36;87;59;28;189;125;64;193;138;55;255;182;73;193;139;54;99;76;23;49;38;11;978;698;280
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6412000;Frankfurt am Main;voll.;2294;1725;569;4;3;1;3;3;0;3;3;0;18;12;6;26;16;10;54;37;17;57;35;22;76;54;22;133;89;44;234;172;62;421;298;123;181;131;50;185;144;41;366;275;91;392;301;91;555;420;135;328;260;68;149;115;34;83;56;27;1873;1427;446
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6412000;Frankfurt am Main;vers.;383;285;98;2;1;1;3;3;0;1;1;0;0;0;0;4;2;2;10;7;3;8;5;3;9;7;2;17;12;5;25;13;12;52;32;20;15;11;4;27;20;7;42;31;11;63;55;8;82;65;17;76;56;20;45;30;15;23;16;7;331;253;78
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6412000;Frankfurt am Main;insg.;2677;2010;667;6;4;2;6;6;0;4;4;0;18;12;6;30;18;12;64;44;20;65;40;25;85;61;24;150;101;49;259;185;74;473;330;143;196;142;54;212;164;48;408;306;102;455;356;99;637;485;152;404;316;88;194;145;49;106;72;34;2204;1680;524
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8311000;Freiburg im Breisgau;voll.;790;642;148;4;3;1;2;2;0;0;0;0;7;7;0;77;74;3;90;86;4;26;20;6;57;45;12;83;65;18;123;102;21;296;253;43;55;44;11;81;60;21;136;104;32;117;95;22;112;94;18;77;57;20;36;29;7;16;10;6;494;389;105
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8311000;Freiburg im Breisgau;vers.;143;106;37;1;1;0;0;0;0;0;0;0;0;0;0;7;3;4;8;4;4;2;2;0;1;1;0;3;3;0;21;14;7;32;21;11;8;6;2;9;6;3;17;12;5;18;13;5;38;32;6;18;12;6;15;11;4;5;5;0;111;85;26
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8311000;Freiburg im Breisgau;insg.;933;748;185;5;4;1;2;2;0;0;0;0;7;7;0;84;77;7;98;90;8;28;22;6;58;46;12;86;68;18;144;116;28;328;274;54;63;50;13;90;66;24;153;116;37;135;108;27;150;126;24;95;69;26;51;40;11;21;15;6;605;474;131
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;9563000;Fürth;voll.;170;111;59;0;0;0;0;0;0;3;3;0;3;2;1;4;4;0;10;9;1;1;0;1;13;8;5;14;8;6;27;17;10;51;34;17;11;9;2;22;12;10;33;21;12;19;13;6;38;25;13;17;8;9;8;7;1;4;3;1;119;77;42
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;9563000;Fürth;vers.;37;25;12;0;0;0;1;1;0;0;0;0;0;0;0;2;2;0;3;3;0;0;0;0;2;2;0;2;2;0;0;0;0;5;5;0;2;1;1;7;5;2;9;6;3;7;6;1;9;5;4;3;2;1;2;1;1;2;0;2;32;20;12
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;9563000;Fürth;insg.;207;136;71;0;0;0;1;1;0;3;3;0;3;2;1;6;6;0;13;12;1;1;0;1;15;10;5;16;10;6;27;17;10;56;39;17;13;10;3;29;17;12;42;27;15;26;19;7;47;30;17;20;10;10;10;8;2;6;3;3;151;97;54
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5513000;Gelsenkirchen;voll.;725;521;204;3;3;0;1;1;0;3;2;1;11;10;1;14;9;5;32;25;7;43;30;13;40;32;8;83;62;21;86;55;31;201;142;59;50;37;13;59;44;15;109;81;28;93;68;25;126;86;40;106;77;29;64;49;15;26;18;8;524;379;145
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5513000;Gelsenkirchen;vers.;119;83;36;1;1;0;0;0;0;1;1;0;4;4;0;1;1;0;7;7;0;3;2;1;4;2;2;7;4;3;9;8;1;23;19;4;10;7;3;5;5;0;15;12;3;15;10;5;30;22;8;18;11;7;13;6;7;5;3;2;96;64;32
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5513000;Gelsenkirchen;insg.;844;604;240;4;4;0;1;1;0;4;3;1;15;14;1;15;10;5;39;32;7;46;32;14;44;34;10;90;66;24;95;63;32;224;161;63;60;44;16;64;49;15;124;93;31;108;78;30;156;108;48;124;88;36;77;55;22;31;21;10;620;443;177
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;3152012;Göttingen;voll.;315;260;55;0;0;0;0;0;0;1;0;1;0;0;0;3;3;0;4;3;1;10;10;0;13;12;1;23;22;1;45;37;8;72;62;10;42;37;5;31;29;2;73;66;7;56;44;12;52;38;14;35;29;6;19;15;4;8;6;2;243;198;45
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;3152012;Göttingen;vers.;52;40;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;5;3;2;6;4;2;4;3;1;9;7;2;13;10;3;9;5;4;9;8;1;6;4;2;8;8;0;1;1;0;46;36;10
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;3152012;Göttingen;insg.;367;300;67;0;0;0;0;0;0;1;0;1;0;0;0;3;3;0;4;3;1;11;11;0;13;12;1;24;23;1;50;40;10;78;66;12;46;40;6;40;36;4;86;76;10;65;49;16;61;46;15;41;33;8;27;23;4;9;7;2;289;234;55
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5914000;Hagen;voll.;320;235;85;2;2;0;2;2;0;3;3;0;3;3;0;14;10;4;24;20;4;18;9;9;24;14;10;42;23;19;51;41;10;117;84;33;25;21;4;20;11;9;45;32;13;42;32;10;60;42;18;35;27;8;19;16;3;2;2;0;203;151;52
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5914000;Hagen;vers.;28;19;9;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2;2;0;0;0;0;1;1;0;1;1;0;0;0;0;3;3;0;1;0;1;4;4;0;5;4;1;6;3;3;9;5;4;2;2;0;2;1;1;1;1;0;25;16;9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5914000;Hagen;insg.;348;254;94;2;2;0;2;2;0;4;4;0;3;3;0;15;11;4;26;22;4;18;9;9;25;15;10;43;24;19;51;41;10;120;87;33;26;21;5;24;15;9;50;36;14;48;35;13;69;47;22;37;29;8;21;17;4;3;3;0;228;167;61
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;15002000;Halle (Saale);voll.;535;392;143;3;2;1;2;1;1;4;3;1;10;8;2;18;9;9;37;23;14;18;9;9;25;19;6;43;28;15;34;20;14;114;71;43;35;25;10;43;35;8;78;60;18;102;77;25;108;75;33;71;60;11;48;40;8;14;9;5;421;321;100
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;15002000;Halle (Saale);vers.;127;103;24;1;0;1;2;2;0;3;3;0;0;0;0;2;2;0;8;7;1;1;1;0;2;1;1;3;2;1;11;8;3;22;17;5;6;2;4;6;5;1;12;7;5;17;16;1;35;30;5;27;20;7;9;8;1;5;5;0;105;86;19
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;15002000;Halle (Saale);insg.;662;495;167;4;2;2;4;3;1;7;6;1;10;8;2;20;11;9;45;30;15;19;10;9;27;20;7;46;30;16;45;28;17;136;88;48;41;27;14;49;40;9;90;67;23;119;93;26;143;105;38;98;80;18;57;48;9;19;14;5;526;407;119
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;2000000;Hamburg;voll.;6119;4657;1462;19;12;7;40;27;13;61;42;19;81;61;20;135;92;43;336;234;102;212;134;78;297;236;61;509;370;139;687;547;140;1532;1151;381;465;366;99;463;345;118;928;711;217;946;732;214;1327;1037;290;824;618;206;388;295;93;174;113;61;4587;3506;1081
