1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68
Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt maennlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre maennlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre maennlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre maennlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre maennlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre maennlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt maennlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre maennlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre maennlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - maennlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre maennlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - maennlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre maennlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre maennlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - maennlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - maennlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - maennlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - maennlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - maennlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - maennlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - maennlich;Erwachsene ab 21 Jahre - weiblich
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5112000;Duisburg;voll.;3,102;1,576;1,526;33;21;12;12;10;2;19;14;5;67;52;15;81;51;30;212;148;64;119;66;53;122;66;56;241;132;109;271;123;148;724;403;321;158;85;73;150;67;83;308;152;156;421;202;219;694;317;377;472;226;246;280;159;121;203;117;86;2,378;1,173;1,205
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5111000;Düsseldorf;voll.;4,067;2,571;1,496;19;10;9;7;5;2;20;13;7;37;26;11;74;43;31;157;97;60;126;68;58;173;101;72;299;169;130;453;314;139;909;580;329;263;172;91;256;171;85;519;343;176;628;409;219;887;546;341;567;324;243;380;256;124;177;113;64;3,158;1,991;1,167
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;16051000;Erfurt;voll.;1,829;1,137;692;12;7;5;13;5;8;35;17;18;38;28;10;52;28;24;150;85;65;61;39;22;78;49;29;139;88;51;193;122;71;482;295;187;82;46;36;97;56;41;179;102;77;248;155;93;487;322;165;205;130;75;135;79;56;93;54;39;1,347;842;505
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9562000;Erlangen;voll.;464;280;184;3;2;1;4;2;2;2;2;0;2;1;1;7;3;4;18;10;8;10;4;6;29;17;12;39;21;18;78;54;24;135;85;50;32;21;11;31;16;15;63;37;26;72;47;25;74;46;28;64;35;29;36;20;16;20;10;10;329;195;134
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5113000;Essen;voll.;2,681;1,506;1,175;4;2;2;13;9;4;20;15;5;53;38;15;63;52;11;153;116;37;104;63;41;107;58;49;211;121;90;223;140;83;587;377;210;168;90;78;189;96;93;357;186;171;358;190;168;550;286;264;408;210;198;263;164;99;158;93;65;2,094;1,129;965
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6412000;Frankfurt am Main;voll.;4,211;2,430;1,781;22;18;4;9;7;2;27;19;8;28;23;5;62;37;25;148;104;44;83;46;37;111;68;43;194;114;80;285;155;130;627;373;254;267;146;121;231;119;112;498;265;233;569;306;263;1,051;594;457;729;429;300;464;296;168;273;167;106;3,584;2,057;1,527
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8311000;Freiburg im Breisgau;voll.;2,041;1,404;637;20;12;8;5;4;1;10;6;4;20;16;4;42;28;14;97;66;31;60;36;24;108;84;24;168;120;48;198;142;56;463;328;135;170;130;40;132;96;36;302;226;76;308;216;92;407;264;143;282;178;104;188;129;59;91;63;28;1,578;1,076;502
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9563000;Fürth;voll.;401;215;186;3;1;2;4;4;0;2;1;1;11;7;4;15;9;6;35;22;13;12;9;3;21;13;8;33;22;11;34;21;13;102;65;37;19;10;9;16;7;9;35;17;18;54;28;26;83;35;48;56;25;31;47;29;18;24;16;8;299;150;149
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5513000;Gelsenkirchen;voll.;2,025;980;1,045;6;5;1;9;6;3;20;15;5;37;27;10;63;43;20;135;96;39;64;35;29;88;40;48;152;75;77;177;82;95;464;253;211;123;45;78;103;48;55;226;93;133;277;134;143;396;159;237;324;157;167;213;119;94;125;65;60;1,561;727;834
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3159016;Göttingen;voll.;849;513;336;5;2;3;11;6;5;8;4;4;8;5;3;22;6;16;54;23;31;17;9;8;62;39;23;79;48;31;99;61;38;232;132;100;47;31;16;66;40;26;113;71;42;139;95;44;134;75;59;116;62;54;68;46;22;47;32;15;617;381;236
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5914000;Hagen;voll.;1,336;721;615;10;6;4;9;6;3;18;13;5;34;23;11;32;18;14;103;66;37;45;19;26;74;54;20;119;73;46;154;87;67;376;226;150;77;37;40;71;34;37;148;71;77;188;95;93;270;124;146;165;86;79;129;84;45;60;35;25;960;495;465
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;15002000;Halle (Saale);voll.;2,053;1,197;856;22;14;8;11;5;6;25;18;7;36;24;12;65;42;23;159;103;56;83;39;44;93;57;36;176;96;80;211;121;90;546;320;226;94;48;46;113;74;39;207;122;85;288;175;113;509;287;222;259;154;105;152;85;67;92;54;38;1,507;877;630
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;2000000;Hamburg;voll.;15,066;8,946;6,120;79;49;30;62;42;20;104;74;30;240;183;57;342;218;124;827;566;261;461;264;197;616;332;284;1,077;596;481;1,153;691;462;3,057;1,853;1,204;846;539;307;837;500;337;1,683;1,039;644;2,118;1,277;841;3,555;2,027;1,528;2,299;1,322;977;1,550;971;579;804;457;347;12,009;7,093;4,916
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5915000;Hamm;voll.;985;501;484;3;2;1;7;6;1;7;4;3;15;14;1;28;20;8;60;46;14;43;20;23;60;33;27;103;53;50;75;34;41;238;133;105;62;34;28;47;20;27;109;54;55;121;59;62;212;90;122;154;72;82;101;61;40;50;32;18;747;368;379
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3241001;Hannover;voll.;4,973;3,030;1,943;36;20;16;32;19;13;38;27;11;62;43;19;91;57;34;259;166;93;142;85;57;188;96;92;330;181;149;461;295;166;1,050;642;408;372;238;134;335;219;116;707;457;250;783;486;297;1,100;667;433;687;394;293;412;246;166;234;138;96;3,923;2,388;1,535
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8221000;Heidelberg;voll.;979;640;339;6;3;3;6;3;3;5;3;2;6;4;2;17;12;5;40;25;15;17;13;4;29;18;11;46;31;15;111;70;41;197;126;71;78;46;32;75;50;25;153;96;57;152;112;40;194;131;63;120;73;47;95;58;37;68;44;24;782;514;268
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8121000;Heilbronn;voll.;694;417;277;7;5;2;2;2;0;4;4;0;6;3;3;11;6;5;30;20;10;23;15;8;21;10;11;44;25;19;92;67;25;166;112;54;50;30;20;44;35;9;94;65;29;89;51;38;147;61;86;91;57;34;66;40;26;41;31;10;528;305;223
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5916000;Herne;voll.;1,201;648;553;9;5;4;2;1;1;9;4;5;26;17;9;41;25;16;87;52;35;65;34;31;55;26;29;120;60;60;103;57;46;310;169;141;61;34;27;63;27;36;124;61;63;146;77;69;251;125;126;179;95;84;122;80;42;69;41;28;891;479;412
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3254021;Hildesheim;voll.;790;438;352;6;5;1;4;3;1;12;8;4;8;3;5;17;13;4;47;32;15;35;13;22;36;15;21;71;28;43;87;59;28;205;119;86;56;34;22;38;24;14;94;58;36;94;55;39;155;70;85;120;57;63;76;54;22;46;25;21;585;319;266
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9161000;Ingolstadt;voll.;1,017;686;331;11;6;5;9;7;2;9;3;6;7;3;4;25;21;4;61;40;21;24;18;6;48;38;10;72;56;16;122;95;27;255;191;64;94;57;37;58;41;17;152;98;54;166;111;55;198;130;68;122;74;48;73;50;23;51;32;19;762;495;267
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;16053000;Jena;voll.;556;361;195;3;2;1;3;1;2;2;1;1;16;11;5;13;9;4;37;24;13;36;20;16;24;14;10;60;34;26;65;48;17;162;106;56;32;20;12;36;26;10;68;46;22;86;59;27;118;74;44;65;43;22;42;25;17;15;8;7;394;255;139
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8212000;Karlsruhe;voll.;1,391;845;546;9;7;2;8;5;3;8;4;4;16;8;8;32;22;10;73;46;27;44;16;28;54;40;14;98;56;42;145;92;53;316;194;122;99;56;43;78;45;33;177;101;76;208;139;69;272;152;120;196;117;79;141;94;47;81;48;33;1,075;651;424
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6611000;Kassel;voll.;1,094;592;502;5;3;2;6;3;3;12;8;4;11;8;3;22;12;10;56;34;22;24;14;10;35;17;18;59;31;28;95;63;32;210;128;82;88;43;45;64;34;30;152;77;75;171;81;90;249;115;134;166;102;64;95;58;37;51;31;20;884;464;420
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1002000;Kiel;voll.;1,831;1,164;667;7;2;5;4;4;0;10;6;4;22;16;6;29;21;8;72;49;23;66;39;27;77;56;21;143;95;48;220;147;73;435;291;144;139;91;48;108;70;38;247;161;86;284;189;95;373;213;160;231;136;95;188;129;59;73;45;28;1,396;873;523
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7111000;Koblenz;voll.;1,028;664;364;4;2;2;5;2;3;8;4;4;9;5;4;20;16;4;46;29;17;30;17;13;70;42;28;100;59;41;131;89;42;277;177;100;107;75;32;92;70;22;199;145;54;151;103;48;177;101;76;114;67;47;61;41;20;49;30;19;751;487;264
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5315000;Köln;voll.;9,113;5,300;3,813;44;21;23;40;22;18;60;42;18;95;61;34;173;91;82;412;237;175;270;132;138;394;214;180;664;346;318;767;462;305;1,843;1,045;798;526;328;198;603;379;224;1,129;707;422;1,308;768;540;1,966;1,086;880;1,444;809;635;954;612;342;469;273;196;7,270;4,255;3,015
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5114000;Krefeld;voll.;1,619;859;760;8;3;5;12;8;4;15;11;4;25;21;4;61;42;19;121;85;36;83;44;39;84;49;35;167;93;74;139;78;61;427;256;171;69;40;29;92;46;46;161;86;75;201;105;96;325;157;168;246;113;133;169;96;73;90;46;44;1,192;603;589
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;14713000;Leipzig;voll.;3,089;1,890;1,199;25;11;14;14;12;2;30;19;11;41;27;14;65;29;36;175;98;77;111;70;41;132;80;52;243;150;93;223;134;89;641;382;259;165;98;67;150;95;55;315;193;122;472;290;182;792;492;300;402;254;148;290;186;104;177;93;84;2,448;1,508;940
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5316000;Leverkusen;voll.;1,109;593;516;11;8;3;8;7;1;10;9;1;13;8;5;32;18;14;74;50;24;48;16;32;63;36;27;111;52;59;90;55;35;275;157;118;50;28;22;62;31;31;112;59;53;138;61;77;253;127;126;147;76;71;121;77;44;63;36;27;834;436;398
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1003000;Lübeck;voll.;1,893;1,138;755;15;8;7;10;8;2;9;5;4;29;17;12;39;23;16;102;61;41;81;48;33;103;55;48;184;103;81;163;100;63;449;264;185;115;72;43;99;59;40;214;131;83;251;156;95;423;244;179;282;175;107;193;115;78;81;53;28;1,444;874;570
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7314000;Ludwigshafen am Rhein;voll.;1,699;919;780;17;11;6;8;7;1;29;22;7;44;38;6;48;26;22;146;104;42;69;34;35;85;50;35;154;84;70;157;84;73;457;272;185;86;49;37;98;48;50;184;97;87;248;129;119;331;157;174;227;119;108;158;93;65;94;52;42;1,242;647;595
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;15003000;Magdeburg;voll.;1,515;895;620;12;8;4;9;5;4;19;8;11;16;12;4;51;31;20;107;64;43;59;38;21;83;52;31;142;90;52;141;81;60;390;235;155;110;58;52;74;40;34;184;98;86;203;122;81;348;197;151;175;107;68;115;74;41;100;62;38;1,125;660;465
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7315000;Mainz;voll.;1,458;925;533;10;4;6;5;4;1;11;7;4;11;9;2;26;18;8;63;42;21;43;25;18;85;51;34;128;76;52;164;115;49;355;233;122;123;72;51;116;78;38;239;150;89;216;147;69;269;169;100;190;103;87;117;76;41;72;47;25;1,103;692;411
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8222000;Mannheim;voll.;1,875;1,064;811;13;9;4;5;4;1;15;8;7;18;15;3;34;23;11;85;59;26;49;25;24;82;42;40;131;67;64;178;107;71;394;233;161;129;76;53;118;71;47;247;147;100;252;131;121;425;218;207;270;148;122;183;117;66;104;70;34;1,481;831;650
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5170024;Moers;voll.;461;249;212;4;2;2;1;0;1;4;2;2;8;6;2;13;8;5;30;18;12;38;22;16;25;14;11;63;36;27;42;29;13;135;83;52;25;16;9;20;13;7;45;29;16;53;29;24;75;30;45;59;27;32;55;29;26;39;22;17;326;166;160
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5116000;Mönchengladbach;voll.;1,521;782;739;7;5;2;4;3;1;11;6;5;22;18;4;34;20;14;78;52;26;71;50;21;79;41;38;150;91;59;156;77;79;384;220;164;97;52;45;79;37;42;176;89;87;217;106;111;297;133;164;231;115;116;133;76;57;83;43;40;1,137;562;575
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5117000;Mülheim an der Ruhr;voll.;606;320;286;4;4;0;2;2;0;2;2;0;16;14;2;24;14;10;48;36;12;19;12;7;29;16;13;48;28;20;59;34;25;155;98;57;37;21;16;29;12;17;66;33;33;66;32;34;136;56;80;79;40;39;57;39;18;47;22;25;451;222;229
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9162000;München;voll.;6,984;4,447;2,537;56;29;27;30;16;14;51;42;9;72;54;18;106;70;36;315;211;104;126;86;40;231;156;75;357;242;115;616;419;197;1,288;872;416;463;310;153;433;292;141;896;602;294;1,022;643;379;1,702;1,049;653;990;601;389;665;442;223;421;238;183;5,696;3,575;2,121
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5515000;Münster;voll.;1,871;1,166;705;15;10;5;2;1;1;5;4;1;28;23;5;40;33;7;90;71;19;64;32;32;97;68;29;161;100;61;190;134;56;441;305;136;118;81;37;121;88;33;239;169;70;259;165;94;375;207;168;251;139;112;210;120;90;96;61;35;1,430;861;569
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5162024;Neuss;voll.;953;506;447;7;4;3;6;3;3;8;7;1;13;9;4;23;18;5;57;41;16;33;19;14;51;26;25;84;45;39;90;52;38;231;138;93;62;41;21;52;28;24;114;69;45;127;59;68;198;98;100;133;68;65;91;47;44;59;27;32;722;368;354
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9564000;Nürnberg;voll.;3,786;2,393;1,393;19;12;7;13;9;4;18;13;5;56;40;16;78;43;35;184;117;67;131;71;60;201;121;80;332;192;140;398;270;128;914;579;335;255;178;77;257;183;74;512;361;151;600;388;212;795;488;307;474;271;203;312;202;110;179;104;75;2,872;1,814;1,058
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5119000;Oberhausen;voll.;1,411;773;638;7;4;3;7;5;2;11;7;4;16;13;3;29;15;14;70;44;26;49;24;25;75;50;25;124;74;50;157;91;66;351;209;142;84;51;33;99;52;47;183;103;80;184;109;75;298;134;164;183;90;93;139;87;52;73;41;32;1,060;564;496
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6413000;Offenbach am Main;voll.;551;248;303;3;1;2;1;0;1;2;2;0;3;1;2;10;5;5;19;9;10;9;4;5;15;8;7;24;12;12;40;11;29;83;32;51;30;12;18;26;9;17;56;21;35;76;28;48;143;58;85;92;41;51;65;41;24;36;27;9;468;216;252
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3403000;Oldenburg (Oldenburg);voll.;914;526;388;5;3;2;4;2;2;6;4;2;11;8;3;22;11;11;48;28;20;31;18;13;47;34;13;78;52;26;116;69;47;242;149;93;70;39;31;59;39;20;129;78;51;163;91;72;136;79;57;110;54;56;83;47;36;51;28;23;672;377;295
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3404000;Osnabrück;voll.;995;585;410;9;4;5;9;5;4;1;1;0;13;7;6;15;4;11;47;21;26;30;18;12;66;35;31;96;53;43;125;74;51;268;148;120;70;44;26;68;51;17;138;95;43;135;83;52;199;112;87;130;70;60;78;52;26;47;25;22;727;437;290
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5774032;Paderborn;voll.;866;536;330;5;3;2;3;3;0;3;2;1;10;9;1;25;17;8;46;34;12;23;13;10;39;20;19;62;33;29;87;66;21;195;133;62;72;53;19;62;41;21;134;94;40;143;84;59;181;100;81;99;49;50;87;58;29;27;18;9;671;403;268
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8231000;Pforzheim;voll.;803;467;336;3;1;2;2;2;0;10;7;3;11;7;4;22;15;7;48;32;16;15;10;5;39;25;14;54;35;19;87;53;34;189;120;69;52;33;19;47;32;15;99;65;34;112;73;39;170;81;89;133;71;62;68;39;29;32;18;14;614;347;267
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;12054000;Potsdam;voll.;899;553;346;1;0;1;7;4;3;15;11;4;20;17;3;39;31;8;82;63;19;37;22;15;46;34;12;83;56;27;97;54;43;262;173;89;51;36;15;49;29;20;100;65;35;135;75;60;221;140;81;88;43;45;59;37;22;34;20;14;637;380;257
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5562032;Recklinghausen;voll.;853;469;384;6;3;3;5;3;2;8;7;1;9;5;4;25;18;7;53;36;17;30;15;15;47;26;21;77;41;36;71;41;30;201;118;83;48;28;20;53;31;22;101;59;42;120;68;52;184;90;94;107;49;58;89;53;36;51;32;19;652;351;301
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9362000;Regensburg;voll.;975;661;314;6;3;3;1;0;1;3;3;0;6;5;1;9;6;3;25;17;8;26;11;15;52;32;20;78;43;35;117;83;34;220;143;77;94;72;22;63;47;16;157;119;38;172;136;36;182;114;68;119;66;53;88;58;30;37;25;12;755;518;237
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5120000;Remscheid;voll.;754;416;338;3;1;2;5;5;0;6;2;4;14;13;1;16;13;3;44;34;10;34;24;10;45;29;16;79;53;26;85;51;34;208;138;70;34;20;14;35;14;21;69;34;35;87;42;45;151;72;79;106;56;50;90;46;44;43;28;15;546;278;268
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8415061;Reutlingen;voll.;699;406;293;4;3;1;5;4;1;7;5;2;11;7;4;13;6;7;40;25;15;32;18;14;49;28;21;81;46;35;94;61;33;215;132;83;48;36;12;34;19;15;82;55;27;96;52;44;129;70;59;89;43;46;49;31;18;39;23;16;484;274;210
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;13003000;Rostock;voll.;1,142;685;457;9;3;6;5;4;1;14;9;5;36;24;12;37;21;16;101;61;40;44;20;24;51;33;18;95;53;42;101;63;38;297;177;120;53;37;16;49;28;21;102;65;37;167;104;63;268;153;115;143;78;65;104;69;35;61;39;22;845;508;337
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;10041100;Saarbrücken;voll.;1,852;1,113;739;7;1;6;7;4;3;12;7;5;32;24;8;52;38;14;110;74;36;61;30;31;93;57;36;154;87;67;181;120;61;445;281;164;152;94;58;122;69;53;274;163;111;288;180;108;363;203;160;218;125;93;158;91;67;106;70;36;1,407;832;575
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3102000;Salzgitter;voll.;573;304;269;8;5;3;8;3;5;11;9;2;17;14;3;10;8;2;54;39;15;28;13;15;35;21;14;63;34;29;61;38;23;178;111;67;32;19;13;24;10;14;56;29;27;77;38;39;117;51;66;75;36;39;42;24;18;28;15;13;395;193;202
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;13004000;Schwerin;voll.;731;454;277;10;6;4;7;6;1;11;6;5;14;11;3;22;17;5;64;46;18;36;26;10;40;26;14;76;52;24;60;44;16;200;142;58;36;19;17;38;19;19;74;38;36;73;45;28;165;100;65;87;53;34;86;53;33;46;23;23;531;312;219
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5970040;Siegen;voll.;878;518;360;2;1;1;3;3;0;4;3;1;5;5;0;15;10;5;29;22;7;35;25;10;55;26;29;90;51;39;109;68;41;228;141;87;54;28;26;52;32;20;106;60;46;118;78;40;190;102;88;124;64;60;69;46;23;43;27;16;650;377;273
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5122000;Solingen;voll.;770;396;374;4;4;0;2;2;0;7;6;1;11;9;2;21;17;4;45;38;7;39;25;14;50;30;20;89;55;34;69;35;34;203;128;75;36;23;13;43;18;25;79;41;38;114;57;57;138;50;88;102;42;60;81;48;33;53;30;23;567;268;299
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8111000;Stuttgart;voll.;4,759;3,102;1,657;25;13;12;18;14;4;38;24;14;70;47;23;93;61;32;244;159;85;123;65;58;176;105;71;299;170;129;485;350;135;1,028;679;349;326;222;104;290;199;91;616;421;195;819;576;243;1,045;650;395;659;410;249;387;246;141;205;120;85;3,731;2,423;1,308
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7211000;Trier;voll.;882;551;331;5;5;0;4;2;2;3;3;0;15;9;6;19;15;4;46;34;12;46;22;24;37;26;11;83;48;35;121;78;43;250;160;90;70;44;26;75;49;26;145;93;52;141;90;51;131;75;56;84;51;33;87;60;27;44;22;22;632;391;241
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8421000;Ulm;voll.;756;490;266;4;3;1;5;4;1;2;2;0;7;4;3;13;7;6;31;20;11;14;11;3;36;23;13;50;34;16;71;46;25;152;100;52;76;53;23;43;32;11;119;85;34;140;96;44;158;102;56;92;54;38;59;36;23;36;17;19;604;390;214
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6414000;Wiesbaden;voll.;1,721;927;794;6;4;2;7;4;3;4;2;2;21;13;8;33;22;11;71;45;26;56;26;30;78;52;26;134;78;56;183;105;78;388;228;160;118;69;49;73;37;36;191;106;85;220;114;106;392;194;198;251;123;128;176;106;70;103;56;47;1,333;699;634
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3103000;Wolfsburg;voll.;619;345;274;6;2;4;4;4;0;4;3;1;11;9;2;5;2;3;30;20;10;22;14;8;16;10;6;38;24;14;62;39;23;130;83;47;53;30;23;29;16;13;82;46;36;85;50;35;142;63;79;79;39;40;54;37;17;47;27;20;489;262;227
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5124000;Wuppertal;voll.;2,977;1,669;1,308;25;17;8;11;4;7;40;24;16;53;36;17;80;42;38;209;123;86;106;58;48;136;84;52;242;142;100;325;183;142;776;448;328;177;99;78;167;93;74;344;192;152;394;203;191;620;339;281;407;217;190;300;193;107;136;77;59;2,201;1,221;980
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9663000;Würzburg;voll.;836;569;267;2;1;1;1;1;0;4;2;2;5;4;1;11;9;2;23;17;6;25;16;9;61;49;12;86;65;21;120;89;31;229;171;58;92;65;27;60;35;25;152;100;52;163;114;49;142;86;56;67;49;18;58;40;18;25;9;16;607;398;209
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5334002;Aachen;vers.;57;32;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;3;2;1;4;2;2;4;1;3;2;1;1;6;2;4;8;4;4;16;8;8;9;7;2;10;8;2;4;1;3;53;30;23
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9761000;Augsburg;vers.;208;156;52;0;0;0;1;0;1;0;0;0;3;2;1;1;0;1;5;2;3;4;1;3;3;1;2;7;2;5;13;10;3;25;14;11;12;9;3;13;12;1;25;21;4;34;28;6;53;42;11;34;24;10;22;16;6;15;11;4;183;142;41
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5378004;Bergisch Gladbach;vers.;11;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;2;1;1;4;3;1;3;1;2;0;0;0;1;1;0;11;6;5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;11000000;Berlin;vers.;2,580;1,877;703;15;6;9;6;5;1;6;3;3;17;11;6;20;14;6;64;39;25;54;31;23;44;32;12;98;63;35;89;58;31;251;160;91;83;57;26;119;93;26;202;150;52;414;319;95;755;566;189;465;345;120;341;241;100;152;96;56;2,329;1,717;612
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5711000;Bielefeld;vers.;74;39;35;0;0;0;0;0;0;1;0;1;1;1;0;3;1;2;5;2;3;6;4;2;3;3;0;9;7;2;7;3;4;21;12;9;2;1;1;4;1;3;6;2;4;8;5;3;16;10;6;13;6;7;7;1;6;3;3;0;53;27;26
