1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3404000;Osnabrück;insg.;49;2;47;0;0;0;2;0;2;2;0;2;6;0;6;12;1;11;28;1;27;1;0;1;29;1;28
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5774032;Paderborn;vers.;4;1;3;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5774032;Paderborn;voll.;29;2;27;0;0;0;3;1;2;3;1;2;8;0;8;8;1;7;9;0;9;1;0;1;10;0;10
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5774032;Paderborn;insg.;33;3;30;0;0;0;3;1;2;3;1;2;9;1;8;10;1;9;10;0;10;1;0;1;11;0;11
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8231000;Pforzheim;vers.;3;0;3;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8231000;Pforzheim;voll.;31;1;30;0;0;0;2;0;2;2;0;2;11;0;11;6;0;6;12;1;11;0;0;0;12;1;11
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8231000;Pforzheim;insg.;34;1;33;0;0;0;3;0;3;3;0;3;11;0;11;6;0;6;14;1;13;0;0;0;14;1;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12054000;Potsdam;vers.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;4;0;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12054000;Potsdam;voll.;23;0;23;0;0;0;0;0;0;0;0;0;13;0;13;3;0;3;7;0;7;0;0;0;7;0;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12054000;Potsdam;insg.;27;0;27;0;0;0;0;0;0;0;0;0;13;0;13;3;0;3;11;0;11;0;0;0;11;0;11
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5562032;Recklinghausen;vers.;3;0;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;2;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5562032;Recklinghausen;voll.;24;1;23;0;0;0;0;0;0;0;0;0;1;0;1;3;1;2;19;0;19;1;0;1;20;0;20
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5562032;Recklinghausen;insg.;27;1;26;0;0;0;0;0;0;0;0;0;2;0;2;3;1;2;21;0;21;1;0;1;22;0;22
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9362000;Regensburg;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9362000;Regensburg;voll.;27;1;26;0;0;0;0;0;0;0;0;0;7;0;7;8;1;7;12;0;12;0;0;0;12;0;12
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9362000;Regensburg;insg.;28;1;27;0;0;0;0;0;0;0;0;0;7;0;7;8;1;7;13;0;13;0;0;0;13;0;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5120000;Remscheid;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5120000;Remscheid;voll.;26;1;25;0;0;0;0;0;0;0;0;0;9;1;8;5;0;5;12;0;12;0;0;0;12;0;12
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5120000;Remscheid;insg.;28;1;27;0;0;0;0;0;0;0;0;0;9;1;8;6;0;6;13;0;13;0;0;0;13;0;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8415061;Reutlingen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8415061;Reutlingen;voll.;11;0;11;0;0;0;0;0;0;0;0;0;4;0;4;1;0;1;6;0;6;0;0;0;6;0;6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8415061;Reutlingen;insg.;11;0;11;0;0;0;0;0;0;0;0;0;4;0;4;1;0;1;6;0;6;0;0;0;6;0;6
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13003000;Rostock, Hanse- und Universitätsstadt;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13003000;Rostock, Hanse- und Universitätsstadt;voll.;3;0;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;2;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13003000;Rostock, Hanse- und Universitätsstadt;insg.;3;0;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;2;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;10041100;Saarbrücken;vers.;2;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;10041100;Saarbrücken;voll.;38;2;36;0;0;0;0;0;0;0;0;0;4;1;3;8;1;7;25;0;25;1;0;1;26;0;26
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;10041100;Saarbrücken;insg.;40;2;38;0;0;0;0;0;0;0;0;0;5;1;4;8;1;7;26;0;26;1;0;1;27;0;27
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3102000;Salzgitter;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3102000;Salzgitter;voll.;16;0;16;0;0;0;0;0;0;0;0;0;5;0;5;2;0;2;9;0;9;0;0;0;9;0;9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3102000;Salzgitter;insg.;17;0;17;0;0;0;0;0;0;0;0;0;5;0;5;2;0;2;10;0;10;0;0;0;10;0;10
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13004000;Schwerin;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13004000;Schwerin;voll.;8;1;7;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;5;1;4;0;0;0;5;1;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13004000;Schwerin;insg.;8;1;7;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;5;1;4;0;0;0;5;1;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5970040;Siegen;vers.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5970040;Siegen;voll.;15;0;15;0;0;0;0;0;0;0;0;0;4;0;4;2;0;2;9;0;9;0;0;0;9;0;9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5970040;Siegen;insg.;18;0;18;0;0;0;0;0;0;0;0;0;4;0;4;4;0;4;10;0;10;0;0;0;10;0;10
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5122000;Solingen;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5122000;Solingen;voll.;24;0;24;0;0;0;0;0;0;0;0;0;9;0;9;4;0;4;9;0;9;2;0;2;11;0;11
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5122000;Solingen;insg.;25;0;25;0;0;0;0;0;0;0;0;0;9;0;9;4;0;4;10;0;10;2;0;2;12;0;12
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8111000;Stuttgart;vers.;11;0;11;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;8;0;8;0;0;0;8;0;8
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8111000;Stuttgart;voll.;113;6;107;0;0;0;0;0;0;0;0;0;19;0;19;21;1;20;71;5;66;2;0;2;73;5;68
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8111000;Stuttgart;insg.;124;6;118;0;0;0;0;0;0;0;0;0;22;0;22;21;1;20;79;5;74;2;0;2;81;5;76
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7211000;Trier;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7211000;Trier;voll.;12;0;12;0;0;0;0;0;0;0;0;0;3;0;3;2;0;2;7;0;7;0;0;0;7;0;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7211000;Trier;insg.;12;0;12;0;0;0;0;0;0;0;0;0;3;0;3;2;0;2;7;0;7;0;0;0;7;0;7
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8421000;Ulm;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8421000;Ulm;voll.;32;1;31;0;0;0;0;0;0;0;0;0;7;0;7;7;0;7;18;1;17;0;0;0;18;1;17
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8421000;Ulm;insg.;32;1;31;0;0;0;0;0;0;0;0;0;7;0;7;7;0;7;18;1;17;0;0;0;18;1;17
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6414000;Wiesbaden;vers.;3;0;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;2;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6414000;Wiesbaden;voll.;45;2;43;0;0;0;2;0;2;2;0;2;11;1;10;8;0;8;23;0;23;1;1;0;24;1;23
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6414000;Wiesbaden;insg.;48;2;46;0;0;0;2;0;2;2;0;2;12;1;11;8;0;8;25;0;25;1;1;0;26;1;25
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3103000;Wolfsburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3103000;Wolfsburg;voll.;26;3;23;0;0;0;0;0;0;0;0;0;4;0;4;3;0;3;19;3;16;0;0;0;19;3;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3103000;Wolfsburg;insg.;26;3;23;0;0;0;0;0;0;0;0;0;4;0;4;3;0;3;19;3;16;0;0;0;19;3;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5124000;Wuppertal;vers.;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;4;0;0;0;4;0;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5124000;Wuppertal;voll.;77;7;70;1;0;1;4;2;2;5;2;3;23;2;21;13;0;13;33;1;32;3;2;1;36;3;33
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5124000;Wuppertal;insg.;82;7;75;1;0;1;4;2;2;5;2;3;23;2;21;14;0;14;37;1;36;3;2;1;40;3;37
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9663000;Würzburg;vers.;2;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9663000;Würzburg;voll.;23;3;20;0;0;0;0;0;0;0;0;0;1;0;1;6;0;6;16;3;13;0;0;0;16;3;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9663000;Würzburg;insg.;25;3;22;0;0;0;0;0;0;0;0;0;2;0;2;6;0;6;17;3;14;0;0;0;17;3;14
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5334002;Aachen;vers.;71;44;27;1;1;0;5;1;4;6;2;4;6;4;2;3;3;0;45;29;16;11;6;5;56;35;21
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5334002;Aachen;voll.;241;179;62;0;0;0;4;2;2;4;2;2;22;18;4;26;21;5;157;126;31;32;12;20;189;138;51
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5334002;Aachen;insg.;312;223;89;1;1;0;9;3;6;10;4;6;28;22;6;29;24;5;202;155;47;43;18;25;245;173;72
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9761000;Augsburg;vers.;49;38;11;0;0;0;6;6;0;6;6;0;7;7;0;2;1;1;29;23;6;5;1;4;34;24;10
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9761000;Augsburg;voll.;114;83;31;0;0;0;13;13;0;13;13;0;8;8;0;11;9;2;76;51;25;6;2;4;82;53;29
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9761000;Augsburg;insg.;163;121;42;0;0;0;19;19;0;19;19;0;15;15;0;13;10;3;105;74;31;11;3;8;116;77;39
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5378004;Bergisch Gladbach;vers.;22;14;8;0;0;0;0;0;0;0;0;0;5;4;1;4;3;1;10;6;4;3;1;2;13;7;6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5378004;Bergisch Gladbach;voll.;52;41;11;0;0;0;3;3;0;3;3;0;21;18;3;4;3;1;23;16;7;1;1;0;24;17;7
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5378004;Bergisch Gladbach;insg.;74;55;19;0;0;0;3;3;0;3;3;0;26;22;4;8;6;2;33;22;11;4;2;2;37;24;13
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;11000000;Berlin;vers.;1,207;883;324;1;1;0;145;123;22;146;124;22;197;177;20;118;96;22;656;453;203;90;33;57;746;486;260
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;11000000;Berlin;voll.;4,835;3,893;942;1;1;0;273;234;39;274;235;39;1,021;956;65;525;476;49;2,623;2,031;592;392;195;197;3,015;2,226;789
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;11000000;Berlin;insg.;6,042;4,776;1,266;2;2;0;418;357;61;420;359;61;1,218;1,133;85;643;572;71;3,279;2,484;795;482;228;254;3,761;2,712;1,049
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5711000;Bielefeld;vers.;43;30;13;0;0;0;1;1;0;1;1;0;2;1;1;7;7;0;27;19;8;6;2;4;33;21;12
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5711000;Bielefeld;voll.;221;167;54;0;0;0;6;3;3;6;3;3;26;18;8;23;16;7;147;117;30;19;13;6;166;130;36
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5711000;Bielefeld;insg.;264;197;67;0;0;0;7;4;3;7;4;3;28;19;9;30;23;7;174;136;38;25;15;10;199;151;48
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5911000;Bochum;vers.;44;32;12;0;0;0;5;4;1;5;4;1;9;8;1;2;2;0;23;14;9;5;4;1;28;18;10
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5911000;Bochum;voll.;209;155;54;0;0;0;14;12;2;14;12;2;34;33;1;18;17;1;119;84;35;24;9;15;143;93;50
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5911000;Bochum;insg.;253;187;66;0;0;0;19;16;3;19;16;3;43;41;2;20;19;1;142;98;44;29;13;16;171;111;60
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5314000;Bonn;vers.;74;52;22;0;0;0;6;6;0;6;6;0;6;5;1;5;5;0;49;32;17;8;4;4;57;36;21
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5314000;Bonn;voll.;328;264;64;0;0;0;16;15;1;16;15;1;53;51;2;38;32;6;196;151;45;25;15;10;221;166;55
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5314000;Bonn;insg.;402;316;86;0;0;0;22;21;1;22;21;1;59;56;3;43;37;6;245;183;62;33;19;14;278;202;76
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5512000;Bottrop;vers.;18;16;2;0;0;0;10;10;0;10;10;0;1;1;0;1;0;1;5;5;0;1;0;1;6;5;1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5512000;Bottrop;voll.;77;49;28;0;0;0;3;3;0;3;3;0;8;7;1;5;3;2;50;33;17;11;3;8;61;36;25
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5512000;Bottrop;insg.;95;65;30;0;0;0;13;13;0;13;13;0;9;8;1;6;3;3;55;38;17;12;3;9;67;41;26
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3101000;Braunschweig;vers.;24;19;5;0;0;0;1;0;1;1;0;1;4;3;1;5;5;0;14;11;3;0;0;0;14;11;3
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3101000;Braunschweig;voll.;134;106;28;0;0;0;8;6;2;8;6;2;13;12;1;18;15;3;83;68;15;12;5;7;95;73;22
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3101000;Braunschweig;insg.;158;125;33;0;0;0;9;6;3;9;6;3;17;15;2;23;20;3;97;79;18;12;5;7;109;84;25
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4011000;Bremen;vers.;165;108;57;0;0;0;11;10;1;11;10;1;13;12;1;15;12;3;99;62;37;27;12;15;126;74;52
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4011000;Bremen;voll.;783;586;197;1;0;1;20;18;2;21;18;3;70;61;9;61;47;14;531;401;130;100;59;41;631;460;171
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4011000;Bremen;insg.;948;694;254;1;0;1;31;28;3;32;28;4;83;73;10;76;59;17;630;463;167;127;71;56;757;534;223
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4012000;Bremerhaven;vers.;38;25;13;0;0;0;1;1;0;1;1;0;7;4;3;2;2;0;21;12;9;7;6;1;28;18;10
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4012000;Bremerhaven;voll.;189;125;64;0;0;0;4;2;2;4;2;2;7;6;1;7;5;2;154;104;50;17;8;9;171;112;59
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4012000;Bremerhaven;insg.;227;150;77;0;0;0;5;3;2;5;3;2;14;10;4;9;7;2;175;116;59;24;14;10;199;130;69
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14511000;Chemnitz;vers.;35;23;12;0;0;0;1;1;0;1;1;0;7;6;1;1;0;1;19;15;4;7;1;6;26;16;10
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14511000;Chemnitz;voll.;147;112;35;1;0;1;5;5;0;6;5;1;14;12;2;17;15;2;102;76;26;8;4;4;110;80;30
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14511000;Chemnitz;insg.;182;135;47;1;0;1;6;6;0;7;6;1;21;18;3;18;15;3;121;91;30;15;5;10;136;96;40
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;12052000;Cottbus;vers.;9;7;2;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;7;5;2;0;0;0;7;5;2
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;12052000;Cottbus;voll.;61;38;23;0;0;0;1;1;0;1;1;0;4;4;0;11;10;1;38;23;15;7;0;7;45;23;22
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;12052000;Cottbus;insg.;70;45;25;0;0;0;2;2;0;2;2;0;4;4;0;12;11;1;45;28;17;7;0;7;52;28;24
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6411000;Darmstadt;vers.;23;11;12;0;0;0;1;1;0;1;1;0;4;4;0;4;2;2;11;4;7;3;0;3;14;4;10
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6411000;Darmstadt;voll.;99;76;23;0;0;0;4;3;1;4;3;1;14;12;2;9;8;1;64;49;15;8;4;4;72;53;19
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6411000;Darmstadt;insg.;122;87;35;0;0;0;5;4;1;5;4;1;18;16;2;13;10;3;75;53;22;11;4;7;86;57;29
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5913000;Dortmund;vers.;115;83;32;0;0;0;8;5;3;8;5;3;14;13;1;6;5;1;78;56;22;9;4;5;87;60;27
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5913000;Dortmund;voll.;638;529;109;0;0;0;13;13;0;13;13;0;59;53;6;68;59;9;463;381;82;35;23;12;498;404;94
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5913000;Dortmund;insg.;753;612;141;0;0;0;21;18;3;21;18;3;73;66;7;74;64;10;541;437;104;44;27;17;585;464;121
