Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
530000,"Unterschlagung §§ 246, 247, 248a StGB",5162024,Neuss,184,120,0,0.0,0,0,96,52.2,100,71,29,27,27.0,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",9564000,Nürnberg,477,93,3,0.6,0,0,297,62.3,278,206,72,105,37.8,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",5119000,Oberhausen,231,110,5,2.2,0,0,113,48.9,124,85,39,36,29.0,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",6413000,Offenbach am Main,182,139,0,0.0,0,0,91,50.0,96,66,30,49,51.0,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",3403000,Oldenburg (Oldenburg),193,114,2,1.0,0,0,112,58.0,112,77,35,18,16.1,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",3404000,Osnabrück,250,152,1,0.4,0,0,128,51.2,135,84,51,32,23.7,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",5774032,Paderborn,223,147,2,0.9,0,0,82,36.8,82,56,26,18,22.0,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",8231000,Pforzheim,152,121,0,0.0,0,0,82,53.9,86,62,24,36,41.9,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",12054000,Potsdam,411,226,0,0.0,0,0,96,23.4,91,64,27,16,17.6,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",5562032,Recklinghausen,186,168,2,1.1,0,0,93,50.0,97,65,32,29,29.9,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",9362000,Regensburg,148,97,1,0.7,0,0,101,68.2,104,70,34,34,32.7,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",5120000,Remscheid,251,225,3,1.2,0,0,88,35.1,90,67,23,28,31.1,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",8415061,Reutlingen,111,96,0,0.0,0,0,45,40.5,43,40,3,19,44.2,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",13003000,Rostock,413,198,0,0.0,0,0,138,33.4,139,99,40,11,7.9,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",10041100,Saarbrücken,352,196,0,0.0,0,0,131,37.2,138,85,53,44,31.9,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",3102000,Salzgitter,145,140,1,0.7,0,0,83,57.2,87,58,29,20,23.0,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",13004000,Schwerin,242,253,0,0.0,0,0,82,33.9,85,52,33,6,7.1,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",5970040,Siegen,201,197,3,1.5,0,0,107,53.2,102,78,24,36,35.3,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",5122000,Solingen,727,457,1,0.1,0,0,114,15.7,117,85,32,36,30.8,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",8111000,Stuttgart,903,143,2,0.2,0,0,328,36.3,326,241,85,137,42.0,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",7211000,Trier,141,127,2,1.4,0,0,73,51.8,77,57,20,20,26.0,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",8421000,Ulm,142,112,1,0.7,0,0,73,51.4,76,56,20,26,34.2,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",6414000,Wiesbaden,479,172,1,0.2,0,0,211,44.1,212,162,50,82,38.7,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",3103000,Wolfsburg,165,133,3,1.8,0,0,80,48.5,82,49,33,21,25.6,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",5124000,Wuppertal,"1,180",332,4,0.3,0,0,270,22.9,295,194,101,94,31.9,2021
530000,"Unterschlagung §§ 246, 247, 248a StGB",9663000,Würzburg,94,74,0,0.0,0,0,57,60.6,53,40,13,17,32.1,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5334002,Aachen,325,131,4,1.2,0,0,285,87.7,329,250,79,181,55.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9761000,Augsburg,291,98,6,2.1,0,0,268,92.1,270,205,65,143,53.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5378004,Bergisch Gladbach,74,66,0,0.0,0,0,69,93.2,75,60,15,34,45.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",11000000,Berlin,"6,546",179,188,2.9,0,0,"4,849",74.1,"4,077","3,109",968,"2,181",53.5,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5711000,Bielefeld,347,104,0,0.0,0,0,260,74.9,258,214,44,115,44.6,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5911000,Bochum,570,156,8,1.4,0,0,490,86.0,363,270,93,149,41.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5314000,Bonn,456,138,11,2.4,0,0,266,58.3,292,240,52,142,48.6,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5512000,Bottrop,97,83,1,1.0,0,0,72,74.2,80,59,21,29,36.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3101000,Braunschweig,213,86,2,0.9,0,0,189,88.7,197,151,46,75,38.1,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",4011000,Bremen,529,93,24,4.5,0,0,401,75.8,402,319,83,254,63.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",4012000,Bremerhaven,172,151,3,1.7,0,0,109,63.4,102,76,26,46,45.1,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",14511000,Chemnitz,270,110,0,0.0,0,0,250,92.6,254,220,34,151,59.4,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",12052000,Cottbus,84,85,0,0.0,0,0,67,79.8,63,47,16,19,30.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6411000,Darmstadt,102,64,2,2.0,0,0,94,92.2,90,76,14,43,47.8,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5913000,Dortmund,599,102,9,1.5,0,0,498,83.1,515,396,119,295,57.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",14612000,Dresden,423,76,8,1.9,0,0,386,91.3,369,276,93,136,36.9,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5112000,Duisburg,922,186,7,0.8,0,0,652,70.7,706,582,124,405,57.4,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5111000,Düsseldorf,916,148,13,1.4,0,0,747,81.6,773,598,175,495,64.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",16051000,Erfurt,198,93,1,0.5,0,0,153,77.3,146,106,40,57,39.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9562000,Erlangen,154,137,1,0.6,0,0,143,92.9,145,120,25,90,62.1,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5113000,Essen,783,134,11,1.4,0,0,620,79.2,655,542,113,376,57.4,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6412000,Frankfurt am Main,"1,427",187,19,1.3,0,0,"1,284",90.0,"1,287",969,318,986,76.6,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8311000,Freiburg im Breisgau,317,137,7,2.2,0,0,268,84.5,249,191,58,130,52.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9563000,Fürth,202,158,1,0.5,0,0,181,89.6,184,119,65,85,46.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5513000,Gelsenkirchen,345,133,4,1.2,0,0,269,78.0,292,234,58,163,55.8,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3159016,Göttingen,145,124,2,1.4,0,0,131,90.3,109,82,27,42,38.5,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5754008,Gütersloh,141,140,1,0.7,0,0,119,84.4,130,103,27,70,53.8,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5914000,Hagen,357,189,1,0.3,0,0,245,68.6,254,207,47,136,53.5,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",15002000,Halle (Saale),262,110,4,1.5,0,0,199,76.0,169,129,40,54,32.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",2000000,Hamburg,"1,902",103,47,2.5,0,0,"1,535",80.7,"1,543","1,185",358,880,57.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5915000,Hamm,161,90,3,1.9,0,0,123,76.4,145,118,27,76,52.4,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3241001,Hannover,973,182,14,1.4,0,0,834,85.7,768,604,164,389,50.7,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8221000,Heidelberg,156,98,2,1.3,0,0,143,91.7,144,113,31,83,57.6,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8121000,Heilbronn,139,110,3,2.2,0,0,123,88.5,123,96,27,68,55.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5916000,Herne,193,123,4,2.1,0,0,145,75.1,159,135,24,71,44.7,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3254021,Hildesheim,120,119,3,2.5,0,0,110,91.7,120,96,24,54,45.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9161000,Ingolstadt,122,89,6,4.9,0,0,97,79.5,112,93,19,32,28.6,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",16053000,Jena,107,97,1,0.9,0,0,76,71.0,60,52,8,22,36.7,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",7312000,Kaiserslautern,155,156,2,1.3,0,0,131,84.5,119,81,38,40,33.6,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8212000,Karlsruhe,389,126,13,3.3,0,0,314,80.7,307,238,69,133,43.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6611000,Kassel,250,124,2,0.8,0,0,226,90.4,218,192,26,128,58.7,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",1002000,Kiel,279,113,53,19.0,0,0,224,80.3,224,185,39,108,48.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",7111000,Koblenz,113,100,4,3.5,0,0,94,83.2,93,70,23,42,45.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5315000,Köln,"1,618",149,30,1.9,0,0,"1,316",81.3,"1,267","1,025",242,723,57.1,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5114000,Krefeld,199,88,3,1.5,0,0,168,84.4,171,126,45,72,42.1,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",14713000,Leipzig,636,106,7,1.1,0,0,562,88.4,526,410,116,209,39.7,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5316000,Leverkusen,122,74,1,0.8,0,0,90,73.8,97,72,25,48,49.5,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",1003000,Lübeck,258,120,13,5.0,0,0,206,79.8,201,170,31,71,35.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",7314000,Ludwigshafen am Rhein,311,180,1,0.3,0,0,259,83.3,258,214,44,166,64.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",15003000,Magdeburg,288,122,3,1.0,0,0,238,82.6,210,173,37,80,38.1,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",7315000,Mainz,150,69,2,1.3,0,0,130,86.7,125,92,33,61,48.8,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8222000,Mannheim,339,109,3,0.9,0,0,260,76.7,265,223,42,154,58.1,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5170024,Moers,94,91,0,0.0,0,0,77,81.9,73,55,18,33,45.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5116000,Mönchengladbach,308,119,8,2.6,0,0,254,82.5,261,211,50,116,44.4,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5117000,Mülheim an der Ruhr,132,77,3,2.3,0,0,97,73.5,112,89,23,63,56.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9162000,München,"1,747",117,8,0.5,0,0,"1,582",90.6,"1,471","1,092",379,974,66.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5515000,Münster,265,84,4,1.5,0,0,212,80.0,222,185,37,118,53.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5162024,Neuss,103,67,2,1.9,0,0,87,84.5,89,75,14,39,43.8,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9564000,Nürnberg,790,153,10,1.3,0,0,726,91.9,685,530,155,372,54.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5119000,Oberhausen,195,93,3,1.5,0,0,143,73.3,162,131,31,77,47.5,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6413000,Offenbach am Main,141,108,0,0.0,0,0,114,80.9,116,91,25,78,67.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3403000,Oldenburg (Oldenburg),153,90,3,2.0,0,0,126,82.4,113,93,20,57,50.4,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3404000,Osnabrück,278,169,8,2.9,0,0,221,79.5,238,181,57,109,45.8,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5774032,Paderborn,234,154,3,1.3,0,0,209,89.3,202,147,55,44,21.8,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8231000,Pforzheim,171,136,7,4.1,0,0,151,88.3,169,123,46,96,56.8,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",12054000,Potsdam,107,59,1,0.9,0,0,93,86.9,87,63,24,33,37.9,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5562032,Recklinghausen,102,92,3,2.9,0,0,77,75.5,90,65,25,34,37.8,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9362000,Regensburg,235,154,2,0.9,0,0,206,87.7,214,163,51,102,47.7,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5120000,Remscheid,137,123,1,0.7,0,0,103,75.2,110,91,19,58,52.7,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8415061,Reutlingen,72,62,0,0.0,0,0,56,77.8,63,49,14,34,54.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",13003000,Rostock,218,104,0,0.0,0,0,184,84.4,127,99,28,59,46.5,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",10041100,Saarbrücken,363,202,4,1.1,0,0,268,73.8,240,202,38,102,42.5,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3102000,Salzgitter,74,71,2,2.7,0,0,64,86.5,69,55,14,32,46.4,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",13004000,Schwerin,89,93,1,1.1,0,0,81,91.0,78,61,17,36,46.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5970040,Siegen,200,196,1,0.5,0,0,166,83.0,182,160,22,109,59.9,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5122000,Solingen,188,118,1,0.5,0,0,159,84.6,180,142,38,100,55.6,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8111000,Stuttgart,544,86,12,2.2,0,0,465,85.5,466,394,72,296,63.5,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",7211000,Trier,141,127,1,0.7,0,0,137,97.2,148,110,38,111,75.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8421000,Ulm,99,78,3,3.0,0,0,81,81.8,78,55,23,33,42.3,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6414000,Wiesbaden,183,66,3,1.6,0,0,170,92.9,180,150,30,85,47.2,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3103000,Wolfsburg,120,97,8,6.7,0,0,109,90.8,106,90,16,36,34.0,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5124000,Wuppertal,355,100,5,1.4,0,0,309,87.0,339,271,68,169,49.9,2021
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9663000,Würzburg,114,90,2,1.8,0,0,104,91.2,104,80,24,49,47.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5334002,Aachen,169,68,0,0.0,0,0,168,99.4,164,134,30,63,38.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,9761000,Augsburg,311,105,0,0.0,0,0,309,99.4,265,219,46,84,31.7,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5378004,Bergisch Gladbach,46,41,0,0.0,0,0,46,100.0,48,40,8,16,33.3,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,11000000,Berlin,"4,266",116,0,0.0,3,1,"4,148",97.2,"3,519","2,894",625,"1,272",36.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5711000,Bielefeld,138,41,0,0.0,1,0,138,100.0,142,118,24,42,29.6,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5911000,Bochum,301,83,0,0.0,0,0,288,95.7,243,198,45,53,21.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5314000,Bonn,236,71,0,0.0,1,0,233,98.7,214,175,39,64,29.9,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5512000,Bottrop,37,32,0,0.0,0,0,36,97.3,33,26,7,7,21.2,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,3101000,Braunschweig,210,84,0,0.0,2,0,209,99.5,200,165,35,54,27.0,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,4011000,Bremen,479,85,0,0.0,0,1,444,92.7,389,326,63,156,40.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,4012000,Bremerhaven,82,72,0,0.0,0,0,78,95.1,73,63,10,17,23.3,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,14511000,Chemnitz,158,65,0,0.0,0,0,157,99.4,136,124,12,33,24.3,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,12052000,Cottbus,76,77,0,0.0,0,0,76,100.0,70,63,7,18,25.7,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,6411000,Darmstadt,56,35,0,0.0,0,0,55,98.2,51,44,7,16,31.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5913000,Dortmund,588,100,0,0.0,1,0,582,99.0,555,461,94,181,32.6,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,14612000,Dresden,292,52,0,0.0,0,0,284,97.3,269,225,44,70,26.0,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5112000,Duisburg,243,49,0,0.0,1,1,241,99.2,236,184,52,73,30.9,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5111000,Düsseldorf,509,82,0,0.0,0,0,486,95.5,473,400,73,172,36.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,16051000,Erfurt,215,101,0,0.0,0,0,210,97.7,178,155,23,42,23.6,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,9562000,Erlangen,38,34,0,0.0,0,0,38,100.0,30,21,9,5,16.7,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5113000,Essen,289,50,0,0.0,0,1,284,98.3,282,237,45,97,34.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,6412000,Frankfurt am Main,703,92,0,0.0,0,0,694,98.7,627,528,99,285,45.5,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,8311000,Freiburg im Breisgau,272,118,0,0.0,0,0,264,97.1,245,213,32,97,39.6,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,9563000,Fürth,47,37,0,0.0,0,0,47,100.0,48,36,12,9,18.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5513000,Gelsenkirchen,166,64,0,0.0,0,0,162,97.6,160,136,24,60,37.5,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,3159016,Göttingen,98,84,0,0.0,0,0,98,100.0,86,73,13,17,19.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5754008,Gütersloh,95,94,0,0.0,0,0,94,98.9,90,76,14,31,34.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5914000,Hagen,147,78,0,0.0,1,0,146,99.3,125,111,14,52,41.6,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,15002000,Halle (Saale),223,94,0,0.0,0,0,220,98.7,183,154,29,49,26.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,2000000,Hamburg,"1,380",74,0,0.0,0,0,"1,361",98.6,"1,257","1,026",231,526,41.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5915000,Hamm,113,63,0,0.0,0,0,112,99.1,107,82,25,37,34.6,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,3241001,Hannover,679,127,0,0.0,0,0,665,97.9,560,480,80,209,37.3,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,8221000,Heidelberg,110,69,0,0.0,0,0,110,100.0,111,96,15,40,36.0,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,8121000,Heilbronn,70,55,0,0.0,0,0,70,100.0,68,61,7,29,42.6,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5916000,Herne,91,58,0,0.0,0,0,91,100.0,68,57,11,20,29.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,3254021,Hildesheim,50,49,0,0.0,0,0,49,98.0,47,36,11,12,25.5,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,9161000,Ingolstadt,90,66,0,0.0,0,0,90,100.0,70,56,14,29,41.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,16053000,Jena,64,58,0,0.0,0,0,64,100.0,53,43,10,7,13.2,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,7312000,Kaiserslautern,74,74,0,0.0,0,0,74,100.0,68,58,10,18,26.5,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,8212000,Karlsruhe,180,58,0,0.0,0,0,176,97.8,166,136,30,55,33.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,6611000,Kassel,188,94,0,0.0,0,0,183,97.3,169,145,24,66,39.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,1002000,Kiel,169,69,0,0.0,1,0,168,99.4,164,133,31,31,18.9,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,7111000,Koblenz,106,93,0,0.0,0,0,104,98.1,95,75,20,27,28.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5315000,Köln,809,75,0,0.0,1,2,774,95.7,712,604,108,243,34.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5114000,Krefeld,124,55,0,0.0,1,0,124,100.0,121,94,27,38,31.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,14713000,Leipzig,401,67,0,0.0,0,0,391,97.5,359,299,60,81,22.6,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5316000,Leverkusen,60,37,0,0.0,0,0,56,93.3,50,37,13,10,20.0,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,1003000,Lübeck,242,112,0,0.0,0,1,240,99.2,202,163,39,48,23.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,7314000,Ludwigshafen am Rhein,80,46,0,0.0,0,0,79,98.8,72,61,11,29,40.3,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,15003000,Magdeburg,153,65,0,0.0,0,0,153,100.0,137,124,13,28,20.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,7315000,Mainz,101,47,0,0.0,0,0,100,99.0,92,80,12,26,28.3,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,8222000,Mannheim,157,51,0,0.0,0,0,157,100.0,146,124,22,60,41.1,2021
