Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",9564000,Nürnberg,59,11,4,6.8,1,0,51,86.4,58,57,1,22,37.9,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5119000,Oberhausen,14,7,0,0.0,0,0,12,85.7,17,17,0,5,29.4,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",6413000,Offenbach am Main,29,22,2,6.9,1,0,23,79.3,29,29,0,16,55.2,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",3403000,Oldenburg (Oldenburg),34,20,3,8.8,0,0,25,73.5,25,24,1,11,44.0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",3404000,Osnabrück,30,18,4,13.3,0,0,26,86.7,27,27,0,12,44.4,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5774032,Paderborn,30,20,4,13.3,0,0,26,86.7,26,26,0,5,19.2,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",8231000,Pforzheim,28,22,3,10.7,0,0,25,89.3,25,25,0,12,48.0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",12054000,Potsdam,35,19,3,8.6,0,0,29,82.9,30,30,0,11,36.7,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5562032,Recklinghausen,13,12,1,7.7,0,0,12,92.3,12,12,0,2,16.7,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",9362000,Regensburg,25,16,4,16.0,0,0,23,92.0,22,22,0,11,50.0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5120000,Remscheid,19,17,2,10.5,0,0,14,73.7,14,14,0,2,14.3,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",8415061,Reutlingen,19,16,2,10.5,0,0,17,89.5,19,19,0,8,42.1,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",13003000,Rostock,14,7,1,7.1,0,0,13,92.9,13,13,0,3,23.1,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",10041100,Saarbrücken,27,15,1,3.7,0,0,22,81.5,21,21,0,9,42.9,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",3102000,Salzgitter,15,14,0,0.0,0,0,13,86.7,13,12,1,4,30.8,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",13004000,Schwerin,3,3,0,0.0,0,0,3,100.0,3,3,0,2,66.7,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5970040,Siegen,14,14,3,21.4,0,0,14,100.0,14,14,0,6,42.9,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5122000,Solingen,21,13,3,14.3,0,0,21,100.0,21,21,0,10,47.6,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",8111000,Stuttgart,102,16,4,3.9,0,0,89,87.3,88,87,1,42,47.7,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",7211000,Trier,19,17,1,5.3,0,0,16,84.2,16,16,0,6,37.5,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",8421000,Ulm,22,17,0,0.0,0,0,20,90.9,19,19,0,9,47.4,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",6414000,Wiesbaden,42,15,0,0.0,0,0,39,92.9,44,43,1,30,68.2,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",3103000,Wolfsburg,16,13,2,12.5,0,0,14,87.5,12,12,0,4,33.3,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5124000,Wuppertal,77,22,7,9.1,0,0,63,81.8,69,68,1,25,36.2,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",9663000,Würzburg,29,23,1,3.4,0,0,26,89.7,21,21,0,11,52.4,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5334002,Aachen,227,91,62,27.3,10,1,129,56.8,147,134,13,70,47.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9761000,Augsburg,102,34,23,22.5,0,0,84,82.4,127,115,12,53,41.7,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5378004,Bergisch Gladbach,42,38,14,33.3,5,0,32,76.2,40,35,5,13,32.5,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",11000000,Berlin,"4,072",111,830,20.4,108,7,"1,771",43.5,"2,094","1,940",154,"1,101",52.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5711000,Bielefeld,212,64,48,22.6,19,2,129,60.8,180,165,15,79,43.9,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5911000,Bochum,164,45,34,20.7,5,1,85,51.8,128,119,9,47,36.7,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5314000,Bonn,227,69,59,26.0,10,0,130,57.3,187,176,11,61,32.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5512000,Bottrop,39,33,12,30.8,3,0,19,48.7,27,23,4,8,29.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3101000,Braunschweig,104,42,14,13.5,6,0,70,67.3,94,83,11,28,29.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4011000,Bremen,710,125,146,20.6,17,2,362,51.0,411,377,34,216,52.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4012000,Bremerhaven,151,133,25,16.6,8,3,89,58.9,95,82,13,49,51.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14511000,Chemnitz,145,59,34,23.4,7,0,107,73.8,122,112,10,68,55.7,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",12052000,Cottbus,68,69,13,19.1,1,0,48,70.6,50,45,5,12,24.0,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6411000,Darmstadt,72,45,13,18.1,3,0,61,84.7,75,71,4,42,56.0,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5913000,Dortmund,454,77,79,17.4,13,0,243,53.5,332,295,37,131,39.5,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14612000,Dresden,302,54,56,18.5,8,0,203,67.2,248,216,32,116,46.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5112000,Duisburg,338,68,84,24.9,18,2,214,63.3,302,272,30,131,43.4,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5111000,Düsseldorf,481,78,80,16.6,19,0,215,44.7,273,238,35,145,53.1,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16051000,Erfurt,154,72,26,16.9,1,0,106,68.8,114,104,10,39,34.2,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9562000,Erlangen,26,23,8,30.8,1,1,18,69.2,25,21,4,5,20.0,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5113000,Essen,410,70,85,20.7,22,1,217,52.9,273,233,40,130,47.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6412000,Frankfurt am Main,823,108,146,17.7,11,1,435,52.9,522,467,55,312,59.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8311000,Freiburg im Breisgau,158,68,35,22.2,7,0,98,62.0,133,127,6,68,51.1,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9563000,Fürth,36,28,10,27.8,3,1,30,83.3,31,27,4,13,41.9,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5513000,Gelsenkirchen,176,68,38,21.6,6,0,101,57.4,136,122,14,54,39.7,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3159016,Göttingen,71,61,15,21.1,1,1,48,67.6,53,45,8,16,30.2,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5754008,Gütersloh,57,57,11,19.3,3,1,46,80.7,61,54,7,27,44.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5914000,Hagen,151,80,42,27.8,3,0,88,58.3,121,114,7,53,43.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",15002000,Halle (Saale),224,94,49,21.9,11,0,140,62.5,165,149,16,50,30.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",2000000,Hamburg,"1,461",79,309,21.1,44,6,772,52.8,963,868,95,454,47.1,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5915000,Hamm,119,66,34,28.6,5,1,76,63.9,93,83,10,30,32.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3241001,Hannover,528,99,104,19.7,12,1,300,56.8,360,318,42,176,48.9,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8221000,Heidelberg,52,33,13,25.0,0,0,35,67.3,51,46,5,27,52.9,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8121000,Heilbronn,40,32,9,22.5,1,0,26,65.0,39,36,3,23,59.0,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5916000,Herne,86,55,21,24.4,3,0,46,53.5,52,44,8,28,53.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3254021,Hildesheim,64,63,9,14.1,5,0,49,76.6,69,58,11,28,40.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9161000,Ingolstadt,25,18,4,16.0,0,0,23,92.0,26,23,3,16,61.5,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16053000,Jena,31,28,4,12.9,0,0,20,64.5,21,18,3,6,28.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7312000,Kaiserslautern,41,41,4,9.8,0,0,26,63.4,34,33,1,11,32.4,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8212000,Karlsruhe,122,40,18,14.8,2,0,93,76.2,117,109,8,57,48.7,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6611000,Kassel,184,92,44,23.9,8,2,127,69.0,177,157,20,89,50.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",1002000,Kiel,165,67,33,20.0,5,0,110,66.7,133,123,10,29,21.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7111000,Koblenz,61,54,13,21.3,1,0,36,59.0,46,41,5,19,41.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5315000,Köln,872,80,184,21.1,30,3,449,51.5,574,503,71,243,42.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5114000,Krefeld,198,87,36,18.2,5,0,115,58.1,134,118,16,54,40.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14713000,Leipzig,371,62,49,13.2,20,3,213,57.4,254,232,22,127,50.0,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5316000,Leverkusen,65,40,16,24.6,4,0,43,66.2,61,57,4,22,36.1,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",1003000,Lübeck,115,53,26,22.6,7,1,84,73.0,95,88,7,20,21.1,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7314000,Ludwigshafen am Rhein,107,62,31,29.0,4,0,77,72.0,85,79,6,24,28.2,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",15003000,Magdeburg,177,75,39,22.0,6,0,117,66.1,168,161,7,73,43.5,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7315000,Mainz,83,38,20,24.1,8,0,59,71.1,82,69,13,24,29.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8222000,Mannheim,153,49,30,19.6,10,0,85,55.6,123,113,10,56,45.5,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5170024,Moers,35,34,8,22.9,4,0,21,60.0,36,32,4,10,27.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5116000,Mönchengladbach,197,76,44,22.3,7,0,106,53.8,158,144,14,57,36.1,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5117000,Mülheim an der Ruhr,55,32,13,23.6,3,0,30,54.5,44,35,9,20,45.5,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9162000,München,446,30,135,30.3,4,1,324,72.6,436,391,45,222,50.9,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5515000,Münster,214,68,34,15.9,5,2,120,56.1,153,141,12,72,47.1,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5162024,Neuss,80,52,12,15.0,5,1,45,56.3,62,58,4,31,50.0,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9564000,Nürnberg,178,35,44,24.7,3,1,137,77.0,182,163,19,88,48.4,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5119000,Oberhausen,93,44,19,20.4,4,0,66,71.0,99,88,11,48,48.5,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6413000,Offenbach am Main,70,53,10,14.3,2,1,43,61.4,51,47,4,35,68.6,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3403000,Oldenburg (Oldenburg),88,52,20,22.7,3,0,60,68.2,84,79,5,25,29.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3404000,Osnabrück,109,66,26,23.9,8,0,70,64.2,102,84,18,29,28.4,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5774032,Paderborn,83,55,18,21.7,8,0,56,67.5,65,59,6,24,36.9,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8231000,Pforzheim,59,47,12,20.3,4,0,49,83.1,60,57,3,28,46.7,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",12054000,Potsdam,85,47,11,12.9,1,0,52,61.2,66,60,6,48,72.7,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5562032,Recklinghausen,60,54,9,15.0,5,0,34,56.7,40,38,2,17,42.5,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9362000,Regensburg,39,26,12,30.8,0,0,33,84.6,41,37,4,10,24.4,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5120000,Remscheid,53,48,19,35.8,1,0,27,50.9,27,26,1,10,37.0,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8415061,Reutlingen,45,39,15,33.3,2,0,31,68.9,48,43,5,21,43.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",13003000,Rostock,130,62,22,16.9,1,0,94,72.3,126,113,13,20,15.9,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",10041100,Saarbrücken,139,78,23,16.5,5,1,88,63.3,117,104,13,53,45.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3102000,Salzgitter,31,30,6,19.4,3,0,22,71.0,29,28,1,13,44.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",13004000,Schwerin,58,61,9,15.5,0,0,43,74.1,53,51,2,27,50.9,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5970040,Siegen,33,32,7,21.2,1,0,27,81.8,42,32,10,13,31.0,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5122000,Solingen,81,51,25,30.9,5,0,42,51.9,52,43,9,22,42.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8111000,Stuttgart,383,61,90,23.5,6,0,270,70.5,323,280,43,172,53.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7211000,Trier,42,38,6,14.3,1,0,31,73.8,37,33,4,17,45.9,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8421000,Ulm,69,55,15,21.7,3,0,51,73.9,57,52,5,13,22.8,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6414000,Wiesbaden,175,63,34,19.4,5,0,103,58.9,146,126,20,69,47.3,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3103000,Wolfsburg,37,30,8,21.6,3,0,21,56.8,22,19,3,10,45.5,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5124000,Wuppertal,253,71,43,17.0,3,0,135,53.4,169,149,20,76,45.0,2021
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9663000,Würzburg,35,28,8,22.9,0,0,27,77.1,31,28,3,12,38.7,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5334002,Aachen,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",9761000,Augsburg,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5378004,Bergisch Gladbach,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",11000000,Berlin,5,0,1,20.0,1,0,5,100.0,12,12,0,6,50.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5711000,Bielefeld,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5911000,Bochum,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5314000,Bonn,1,0,1,100.0,0,0,1,100.0,5,5,0,2,40.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5512000,Bottrop,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",3101000,Braunschweig,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",4011000,Bremen,1,0,1,100.0,1,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",4012000,Bremerhaven,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",14511000,Chemnitz,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",12052000,Cottbus,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",6411000,Darmstadt,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5913000,Dortmund,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2021
