Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5970040,Siegen,W,10,0,0,0,0,0,0,0,1,1,1,2,0,1,1,1,3,2,0,1,8,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5122000,Solingen,W,7,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,1,0,0,6,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8111000,Stuttgart,W,329,20,8,6,3,1,38,13,19,32,37,107,14,22,36,66,71,36,7,6,222,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",7211000,Trier,W,"2,736",0,0,0,0,5,5,39,81,120,318,443,218,192,410,549,756,332,174,72,"2,293",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8421000,Ulm,W,37,0,0,0,0,0,0,0,8,8,11,19,3,2,5,6,3,3,1,0,18,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",6414000,Wiesbaden,W,54,0,0,0,0,0,0,3,10,13,3,16,0,5,5,12,14,5,1,1,38,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",3103000,Wolfsburg,W,10,0,0,0,0,0,0,0,1,1,1,2,0,1,1,1,4,0,1,1,8,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5124000,Wuppertal,W,13,0,0,0,0,0,0,1,1,2,1,3,1,0,1,4,3,2,0,0,10,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",9663000,Wuerzburg,W,60,0,0,0,0,1,1,6,7,13,7,21,5,2,7,8,16,3,4,1,39,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5334002,Aachen,X,"1,749",31,4,12,11,6,64,57,255,312,230,606,154,132,286,326,350,106,54,21,"1,143",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",9761000,Augsburg,X,938,0,1,0,0,4,5,58,102,160,136,301,68,67,135,159,206,95,28,14,637,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5378004,Bergisch Gladbach,X,29,0,0,0,0,0,0,0,1,1,3,4,3,2,5,8,9,2,1,0,25,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",11000000,Berlin,X,"14,625",318,118,78,74,74,662,528,"1,042","1,570","1,604","3,836","1,188","1,118","2,306","2,760","3,299","1,463",674,287,"10,789",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5711000,Bielefeld,X,472,3,1,2,3,10,19,35,128,163,47,229,30,27,57,66,73,35,10,2,243,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5911000,Bochum,X,111,0,0,0,0,0,0,7,21,28,15,43,15,8,23,19,20,4,2,0,68,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5314000,Bonn,X,370,1,0,0,0,0,1,20,42,62,36,99,24,37,61,75,78,40,10,7,271,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5512000,Bottrop,X,7,0,0,0,0,0,0,0,0,0,2,2,3,0,3,1,1,0,0,0,5,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",3101000,Braunschweig,X,499,2,1,1,0,1,5,4,26,30,75,110,57,62,119,119,121,19,7,4,389,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",4011000,Bremen,X,"2,678",5,2,3,3,11,24,315,"1,167","1,482",294,"1,800",119,109,228,247,274,78,26,25,878,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",4012000,Bremerhaven,X,36,0,0,0,0,0,0,0,4,4,6,10,4,2,6,10,7,3,0,0,26,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",14511000,Chemnitz,X,"3,908",186,65,46,45,52,394,130,205,335,478,"1,207",360,292,652,708,833,327,119,62,"2,701",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",6411000,Darmstadt,X,352,3,0,1,1,7,12,33,109,142,57,211,12,25,37,46,41,10,4,3,141,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5913000,Dortmund,X,"1,475",9,2,8,8,12,39,78,214,292,230,561,159,138,297,248,246,86,25,12,914,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",14612000,Dresden,X,"2,691",253,89,72,63,58,535,124,154,278,337,"1,150",203,205,408,424,413,191,71,34,"1,541",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5112000,Duisburg,X,218,0,1,0,0,0,1,10,22,32,24,57,17,18,35,43,54,20,6,3,161,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5111000,Duesseldorf,X,"6,361",309,102,82,83,66,642,121,250,371,596,"1,609",482,511,993,"1,102","1,386",636,339,296,"4,752",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",16051000,Erfurt,X,667,44,13,15,15,10,97,43,74,117,102,316,49,51,100,100,90,38,17,6,351,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",9562000,Erlangen,X,51,1,0,0,0,1,2,3,1,4,5,11,2,3,5,11,18,5,1,0,40,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5113000,Essen,X,409,0,0,0,0,1,1,17,45,62,36,99,48,31,79,87,100,30,11,3,310,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",6412000,Frankfurt am Main,X,"16,421",291,83,75,63,100,612,532,"1,416","1,948","1,252","3,812",956,"1,000","1,956","2,591","3,381","1,916","1,374","1,391","12,609",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8311000,Freiburg im Breisgau,X,"1,534",6,4,6,1,8,25,53,219,272,338,635,157,106,263,303,237,67,24,5,899,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",9563000,Fuerth,X,36,0,0,0,0,0,0,0,2,2,5,7,1,2,3,7,7,7,5,0,29,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5513000,Gelsenkirchen,X,71,0,0,0,0,0,0,4,7,11,11,22,9,7,16,16,16,1,0,0,49,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",3152012,Goettingen,X,74,0,0,0,0,0,0,6,23,29,7,36,8,5,13,10,2,5,3,5,38,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5914000,Hagen,X,169,0,0,0,1,2,3,20,66,86,9,98,6,8,14,22,22,11,1,1,71,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",15002000,Halle (Saale),X,"1,513",0,0,0,0,1,1,68,133,201,268,470,135,143,278,301,283,110,47,24,"1,043",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",2000000,Hamburg,X,"6,846",357,125,108,96,88,774,152,356,508,814,"2,096",542,511,"1,053","1,246","1,475",620,229,127,"4,750",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5915000,Hamm,X,184,0,0,1,0,1,2,8,22,30,26,58,18,25,43,40,34,7,2,0,126,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",3241001,Hannover,X,"3,578",120,42,39,34,43,278,185,332,517,441,"1,236",280,244,524,557,715,310,135,101,"2,342",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8221000,Heidelberg,X,"1,094",12,5,4,5,4,30,29,70,99,199,328,104,78,182,213,250,87,30,4,766,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8121000,Heilbronn,X,100,0,0,0,1,1,2,3,10,13,15,30,8,11,19,16,23,8,3,1,70,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5916000,Herne,X,22,0,0,0,0,0,0,0,3,3,2,5,4,1,5,4,3,3,2,0,17,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",3254021,Hildesheim,X,32,0,0,1,0,0,1,0,2,2,3,6,3,3,6,4,10,4,2,0,26,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",9161000,Ingolstadt,X,164,1,1,2,0,2,6,4,8,12,24,42,12,11,23,32,40,18,6,3,122,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",16053000,Jena,X,21,0,0,0,0,0,0,1,1,2,5,7,4,2,6,3,3,1,1,0,14,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8212000,Karlsruhe,X,"1,592",16,10,5,4,17,52,56,160,216,292,560,160,172,332,326,272,70,21,11,"1,032",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",6611000,Kassel,X,666,42,14,10,11,18,95,63,91,154,95,344,40,39,79,91,98,37,15,2,322,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",1002000,Kiel,X,"1,406",116,30,35,19,24,224,52,100,152,148,524,102,89,191,219,298,121,35,18,882,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",7111000,Koblenz,X,144,0,0,0,0,4,4,10,23,33,24,61,14,12,26,22,18,10,6,1,83,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5315000,Koeln,X,"6,620",396,103,108,89,76,772,269,520,789,740,"2,301",492,474,966,"1,087","1,302",589,244,131,"4,319",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5114000,Krefeld,X,53,0,0,0,0,0,0,2,4,6,6,12,5,1,6,13,13,6,3,0,41,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",14713000,Leipzig,X,"6,014",538,199,168,157,148,"1,210",217,353,570,630,"2,410",433,479,912,920,"1,098",417,191,66,"3,604",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5316000,Leverkusen,X,84,0,0,0,0,0,0,3,20,23,5,28,6,8,14,17,19,5,0,1,56,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",1003000,Luebeck,X,"1,148",2,2,0,0,5,9,39,53,92,165,266,107,100,207,251,260,83,55,26,882,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",7314000,Ludwigshafen am Rhein,X,98,0,0,1,0,2,3,2,3,5,12,20,7,12,19,17,25,12,5,0,78,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",15003000,Magdeburg,X,578,7,4,3,8,4,26,28,61,89,93,208,49,38,87,117,98,44,18,6,370,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",7315000,Mainz,X,202,0,0,0,0,1,1,13,44,57,33,91,18,15,33,28,36,12,1,1,111,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8222000,Mannheim,X,739,14,4,3,4,10,35,37,100,137,143,315,68,52,120,114,125,47,14,4,424,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5170024,Moers,X,64,0,0,0,0,2,2,6,36,42,5,49,1,1,2,4,5,3,1,0,15,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5116000,Moenchengladbach,X,108,0,0,0,0,1,1,4,10,14,12,27,10,7,17,26,24,7,6,1,81,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5117000,Muelheim an der Ruhr,X,45,0,0,0,0,0,0,0,2,2,1,3,5,3,8,8,16,8,2,0,42,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",9162000,Muenchen,X,"17,507",6,2,2,6,13,29,195,789,984,"4,408","5,421","1,899","1,704","3,603","3,453","3,296","1,109",439,186,"12,086",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5515000,Muenster,X,255,0,0,0,0,2,2,15,28,43,44,89,21,29,50,46,52,11,7,0,166,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5162024,Neuss,X,55,0,0,0,0,0,0,5,17,22,6,28,4,4,8,9,8,1,1,0,27,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",9564000,Nuernberg,X,719,3,1,0,2,4,10,28,74,102,68,180,58,58,116,120,145,80,44,34,539,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5119000,Oberhausen,X,122,0,0,0,0,2,2,0,3,3,18,23,14,14,28,22,35,9,5,0,99,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",6413000,Offenbach am Main,X,358,0,0,0,0,0,0,11,41,52,34,86,15,30,45,59,91,52,19,6,272,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",3403000,Oldenburg (Oldenburg),X,135,0,0,2,1,0,3,11,27,38,19,60,9,11,20,18,21,11,4,1,75,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",3404000,Osnabrueck,X,198,0,0,0,0,0,0,11,34,45,37,82,15,20,35,31,36,13,0,1,116,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5774032,Paderborn,X,145,1,0,0,0,0,1,13,19,32,20,53,16,11,27,17,34,9,2,3,92,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8231000,Pforzheim,X,27,0,0,0,0,0,0,0,3,3,4,7,0,2,2,2,11,3,2,0,20,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",12054000,Potsdam,X,72,0,0,0,1,1,2,2,3,5,7,14,7,8,15,17,17,5,1,3,58,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5562032,Recklinghausen,X,20,0,0,0,0,0,0,0,0,0,4,4,3,1,4,4,6,2,0,0,16,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",9362000,Regensburg,X,"5,032",2,1,0,0,5,8,205,258,463,836,"1,307",477,437,914,"1,018","1,112",449,158,74,"3,725",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5120000,Remscheid,X,26,0,0,0,0,0,0,1,2,3,3,6,1,2,3,4,8,2,3,0,20,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8415061,Reutlingen,X,97,1,0,0,0,0,1,2,8,10,23,34,6,6,12,21,22,6,1,1,63,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",13003000,Rostock,X,642,36,12,13,10,11,82,18,38,56,53,191,38,40,78,129,140,73,23,8,451,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",10041100,Saarbruecken,X,"2,574",20,21,28,19,38,126,149,466,615,459,"1,200",249,223,472,488,292,88,25,9,"1,374",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",3102000,Salzgitter,X,20,0,0,2,1,0,3,1,0,1,0,4,1,1,2,2,8,3,1,0,16,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",13004000,Schwerin,X,227,0,0,1,0,0,1,5,7,12,21,34,24,21,45,51,69,18,4,6,193,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5970040,Siegen,X,70,0,0,0,0,0,0,2,10,12,6,18,7,4,11,15,17,5,2,2,52,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5122000,Solingen,X,29,0,0,0,0,1,1,0,1,1,2,4,2,0,2,3,15,4,1,0,25,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8111000,Stuttgart,X,"1,852",44,12,12,5,18,91,77,226,303,346,740,154,124,278,336,309,131,41,17,"1,112",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",7211000,Trier,X,"8,980",0,0,0,0,15,15,136,255,391,"1,359","1,765",790,781,"1,571","1,845","2,259",973,405,162,"7,215",2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",8421000,Ulm,X,200,2,1,0,0,2,5,16,35,51,37,93,18,15,33,34,30,8,2,0,107,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",6414000,Wiesbaden,X,276,0,0,0,0,5,5,43,78,121,19,145,9,13,22,46,39,17,4,3,131,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",3103000,Wolfsburg,X,31,0,0,0,0,0,0,1,2,3,3,6,1,1,2,4,14,2,2,1,25,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",5124000,Wuppertal,X,166,0,0,0,0,0,0,6,35,41,25,66,18,17,35,27,28,7,3,0,100,2016
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizuegigkeitsgesetz/EU",9663000,Wuerzburg,X,347,0,0,1,1,8,10,14,42,56,52,118,37,29,66,65,66,18,11,3,229,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5334002,Aachen,M,"1,425",0,0,0,0,0,0,17,108,125,267,392,163,132,295,279,277,129,43,10,"1,033",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),9761000,Augsburg,M,"1,359",0,0,0,0,3,3,26,107,133,269,405,168,125,293,230,293,113,21,4,954,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5378004,Bergisch Gladbach,M,157,0,0,0,0,0,0,10,28,38,42,80,19,12,31,13,19,9,5,0,77,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),11000000,Berlin,M,"9,911",0,0,0,4,17,21,193,578,771,"1,340","2,132",922,789,"1,711","1,985","2,590","1,061",356,76,"7,779",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5711000,Bielefeld,M,871,0,0,0,0,2,2,20,54,74,125,201,85,64,149,171,218,94,31,7,670,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5911000,Bochum,M,986,0,0,0,0,1,1,39,79,118,194,313,114,83,197,163,215,69,22,7,673,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5314000,Bonn,M,"1,148",0,0,0,0,6,6,40,107,147,190,343,121,94,215,222,216,115,29,8,805,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5512000,Bottrop,M,188,0,0,0,0,1,1,3,15,18,18,37,13,21,34,30,43,28,14,2,151,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),3101000,Braunschweig,M,"1,188",0,0,0,1,9,10,40,96,136,166,312,130,100,230,208,298,105,31,4,876,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),4011000,Bremen,M,"1,891",0,0,0,0,2,2,27,134,161,355,518,172,163,335,351,394,207,79,7,"1,373",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),4012000,Bremerhaven,M,302,0,0,0,0,0,0,7,23,30,40,70,36,38,74,40,75,27,16,0,232,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),14511000,Chemnitz,M,636,0,0,0,1,6,7,26,57,83,102,192,54,41,95,135,167,35,10,2,444,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),6411000,Darmstadt,M,530,0,1,0,0,1,2,10,25,35,91,128,62,52,114,110,124,39,12,3,402,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5913000,Dortmund,M,"2,580",0,0,0,0,5,5,47,155,202,419,626,302,254,556,509,562,256,55,16,"1,954",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),14612000,Dresden,M,"1,364",0,0,0,0,4,4,36,82,118,150,272,91,96,187,318,478,88,17,4,"1,092",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5112000,Duisburg,M,"1,451",0,0,0,0,4,4,30,71,101,213,318,143,145,288,302,356,137,42,8,"1,133",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5111000,Duesseldorf,M,"2,274",0,0,0,0,3,3,34,154,188,376,567,222,200,422,456,504,244,67,14,"1,707",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),16051000,Erfurt,M,997,0,0,0,0,2,2,25,92,117,182,301,81,65,146,193,295,50,9,3,696,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),9562000,Erlangen,M,330,0,0,0,0,2,2,7,41,48,58,108,40,31,71,50,72,18,9,2,222,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5113000,Essen,M,"1,155",0,0,0,0,1,1,16,57,73,186,260,124,98,222,216,274,137,41,5,895,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),6412000,Frankfurt am Main,M,"3,981",0,0,0,0,3,3,43,195,238,617,858,379,320,699,730,"1,035",501,137,21,"3,123",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),8311000,Freiburg im Breisgau,M,"1,396",0,0,0,0,3,3,29,104,133,286,422,149,118,267,227,302,127,45,6,974,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),9563000,Fuerth,M,306,0,0,0,0,2,2,13,32,45,49,96,39,20,59,64,61,16,7,3,210,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5513000,Gelsenkirchen,M,565,0,0,0,0,2,2,16,29,45,60,107,61,65,126,105,126,76,21,4,458,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),3152012,Goettingen,M,489,0,0,0,0,2,2,25,41,66,101,169,53,40,93,84,92,38,13,0,320,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5914000,Hagen,M,554,0,0,0,0,1,1,11,31,42,88,131,69,65,134,89,129,52,19,0,423,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),15002000,Halle (Saale),M,804,0,0,0,0,5,5,9,60,69,134,208,43,62,105,192,246,43,9,1,596,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),2000000,Hamburg,M,"6,793",0,0,0,0,13,13,159,419,578,"1,087","1,678",591,552,"1,143","1,214","1,682",744,259,73,"5,115",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5915000,Hamm,M,512,0,0,0,0,2,2,10,33,43,79,124,55,41,96,90,141,43,16,2,388,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),3241001,Hannover,M,"3,262",0,0,0,0,5,5,48,163,211,507,723,335,317,652,646,801,323,104,13,"2,539",2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),8221000,Heidelberg,M,767,0,0,0,0,2,2,32,107,139,171,312,116,88,204,123,97,23,4,4,455,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),8121000,Heilbronn,M,382,0,0,0,0,0,0,8,26,34,63,97,43,40,83,63,87,37,12,3,285,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),5916000,Herne,M,352,0,0,0,0,0,0,9,36,45,71,116,32,33,65,59,80,25,5,2,236,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),3254021,Hildesheim,M,407,0,0,0,0,3,3,16,34,50,61,114,47,35,82,76,79,35,20,1,293,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),9161000,Ingolstadt,M,614,0,0,0,0,1,1,21,46,67,137,205,75,52,127,98,118,40,23,3,409,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),16053000,Jena,M,364,0,0,0,0,1,1,13,39,52,60,113,29,26,55,96,79,17,3,1,251,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),8212000,Karlsruhe,M,"1,382",0,0,0,0,2,2,41,103,144,282,428,186,139,325,223,265,99,40,2,954,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),6611000,Kassel,M,823,0,0,0,0,2,2,6,49,55,124,181,88,72,160,164,205,78,27,8,642,2016
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schluesselzahl erfasst),1002000,Kiel,M,648,0,0,0,0,1,1,22,42,64,104,169,67,53,120,126,139,64,26,4,479,2016
