Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",12054000,Potsdam,23,13,7,30.4,0,0,20,87.0,20,20,0,12,60.0,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",5562032,Recklinghausen,20,18,3,15.0,0,0,14,70.0,14,14,0,8,57.1,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",9362000,Regensburg,22,15,2,9.1,0,0,15,68.2,14,14,0,5,35.7,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",5120000,Remscheid,8,7,0,0.0,0,0,7,87.5,7,7,0,1,14.3,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",8415061,Reutlingen,14,12,1,7.1,0,0,9,64.3,9,9,0,4,44.4,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",13003000,Rostock,35,17,5,14.3,0,0,29,82.9,31,30,1,10,32.3,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",10041100,Saarbrücken,25,14,5,20.0,0,0,21,84.0,21,21,0,11,52.4,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",3102000,Salzgitter,19,18,2,10.5,0,0,16,84.2,16,16,0,2,12.5,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",13004000,Schwerin,23,24,4,17.4,0,0,22,95.7,22,22,0,7,31.8,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",5970040,Siegen,12,12,3,25.0,0,0,10,83.3,10,10,0,3,30.0,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",5122000,Solingen,23,14,1,4.3,0,0,19,82.6,19,19,0,6,31.6,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",8111000,Stuttgart,141,22,19,13.5,0,0,116,82.3,120,119,1,69,57.5,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",7211000,Trier,15,14,2,13.3,0,0,15,100.0,14,14,0,7,50.0,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",8421000,Ulm,14,11,0,0.0,0,0,8,57.1,9,9,0,3,33.3,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",6414000,Wiesbaden,69,25,11,15.9,0,0,57,82.6,55,55,0,23,41.8,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",3103000,Wolfsburg,9,7,1,11.1,0,0,8,88.9,10,10,0,4,40.0,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",5124000,Wuppertal,53,15,9,17.0,0,0,44,83.0,44,43,1,18,40.9,2017
111000,"Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB",9663000,Würzburg,28,22,4,14.3,0,0,21,75.0,24,24,0,10,41.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5334002,Aachen,279,114,55,19.7,9,0,143,51.3,182,161,21,77,42.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9761000,Augsburg,123,42,34,27.6,7,0,98,79.7,127,108,19,55,43.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5378004,Bergisch Gladbach,39,35,6,15.4,1,1,21,53.8,32,29,3,7,21.9,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",11000000,Berlin,"4,242",119,811,19.1,159,9,"1,630",38.4,"1,980","1,834",146,968,48.9,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5711000,Bielefeld,199,60,39,19.6,3,0,97,48.7,127,117,10,74,58.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5911000,Bochum,363,99,68,18.7,9,0,212,58.4,197,182,15,66,33.5,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5314000,Bonn,359,111,91,25.3,10,0,187,52.1,212,195,17,82,38.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5512000,Bottrop,65,55,12,18.5,3,0,23,35.4,36,30,6,12,33.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3101000,Braunschweig,138,55,28,20.3,11,0,76,55.1,100,91,9,38,38.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4011000,Bremen,868,153,132,15.2,39,2,362,41.7,408,386,22,229,56.1,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4012000,Bremerhaven,174,154,30,17.2,16,1,95,54.6,118,105,13,46,39.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14511000,Chemnitz,208,84,30,14.4,2,1,117,56.3,132,124,8,65,49.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",12052000,Cottbus,79,79,13,16.5,4,0,57,72.2,61,57,4,12,19.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6411000,Darmstadt,88,56,17,19.3,3,0,56,63.6,60,60,0,32,53.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5913000,Dortmund,727,124,116,16.0,10,2,313,43.1,391,357,34,175,44.8,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14612000,Dresden,325,59,48,14.8,4,1,176,54.2,235,215,20,103,43.8,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5112000,Duisburg,476,95,111,23.3,36,5,215,45.2,270,247,23,108,40.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5111000,Düsseldorf,515,84,82,15.9,9,0,217,42.1,296,268,28,146,49.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16051000,Erfurt,142,67,31,21.8,4,0,87,61.3,110,103,7,26,23.6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9562000,Erlangen,22,20,8,36.4,1,0,16,72.7,17,15,2,7,41.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5113000,Essen,521,89,82,15.7,16,2,266,51.1,379,345,34,175,46.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6412000,Frankfurt am Main,978,133,157,16.1,40,3,451,46.1,517,473,44,282,54.5,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8311000,Freiburg im Breisgau,195,86,43,22.1,23,0,119,61.0,137,126,11,57,41.6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9563000,Fürth,41,33,9,22.0,1,0,25,61.0,43,36,7,15,34.9,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5513000,Gelsenkirchen,259,99,59,22.8,9,0,124,47.9,152,142,10,55,36.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3159016,Göttingen,137,115,27,19.7,10,0,84,61.3,120,104,16,48,40.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5914000,Hagen,197,105,37,18.8,3,0,105,53.3,131,121,10,56,42.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",15002000,Halle (Saale),275,116,62,22.5,7,0,144,52.4,184,172,12,70,38.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",2000000,Hamburg,"2,195",121,388,17.7,86,7,946,43.1,"1,205","1,078",127,653,54.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5915000,Hamm,172,96,37,21.5,10,0,97,56.4,125,109,16,44,35.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3241001,Hannover,552,104,97,17.6,29,1,322,58.3,400,358,42,165,41.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8221000,Heidelberg,72,45,14,19.4,2,1,48,66.7,71,66,5,49,69.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8121000,Heilbronn,62,50,11,17.7,1,0,39,62.9,53,44,9,22,41.5,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5916000,Herne,101,64,19,18.8,5,0,56,55.4,72,65,7,28,38.9,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3254021,Hildesheim,87,86,21,24.1,6,0,65,74.7,74,66,8,21,28.4,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9161000,Ingolstadt,40,30,8,20.0,3,1,23,57.5,29,24,5,14,48.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16053000,Jena,34,31,5,14.7,0,0,19,55.9,31,28,3,10,32.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8212000,Karlsruhe,199,64,44,22.1,16,4,97,48.7,133,122,11,82,61.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6611000,Kassel,180,90,28,15.6,12,1,104,57.8,136,121,15,46,33.8,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",1002000,Kiel,284,115,66,23.2,18,1,145,51.1,180,169,11,57,31.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7111000,Koblenz,77,68,15,19.5,9,0,41,53.2,58,52,6,17,29.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5315000,Köln,"1,322",123,278,21.0,51,1,567,42.9,720,655,65,339,47.1,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5114000,Krefeld,176,78,38,21.6,2,0,86,48.9,101,92,9,35,34.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14713000,Leipzig,537,94,50,9.3,19,0,283,52.7,346,314,32,135,39.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5316000,Leverkusen,124,76,28,22.6,5,0,68,54.8,87,83,4,29,33.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",1003000,Lübeck,192,89,39,20.3,12,1,128,66.7,165,151,14,55,33.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7314000,Ludwigshafen am Rhein,175,105,47,26.9,12,1,111,63.4,146,134,12,73,50.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",15003000,Magdeburg,241,101,41,17.0,3,6,127,52.7,143,124,19,39,27.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7315000,Mainz,111,52,20,18.0,3,0,70,63.1,95,85,10,42,44.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8222000,Mannheim,294,96,43,14.6,16,0,148,50.3,198,190,8,121,61.1,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5170024,Moers,60,58,15,25.0,0,0,30,50.0,34,28,6,13,38.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5116000,Mönchengladbach,218,84,39,17.9,3,0,108,49.5,138,126,12,50,36.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5117000,Mülheim an der Ruhr,83,49,14,16.9,2,1,40,48.2,57,45,12,26,45.6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9162000,München,527,36,136,25.8,23,1,339,64.3,469,410,59,260,55.4,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5515000,Münster,205,66,36,17.6,8,1,105,51.2,126,109,17,57,45.2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5162024,Neuss,112,73,30,26.8,5,0,48,42.9,67,66,1,22,32.8,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9564000,Nürnberg,287,56,64,22.3,10,1,209,72.8,263,230,33,128,48.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5119000,Oberhausen,183,87,31,16.9,2,0,103,56.3,128,111,17,55,43.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6413000,Offenbach am Main,127,102,26,20.5,11,1,81,63.8,102,94,8,51,50.0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3403000,Oldenburg (Oldenburg),134,81,20,14.9,2,1,78,58.2,98,91,7,29,29.6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3404000,Osnabrück,175,107,22,12.6,2,0,91,52.0,119,105,14,45,37.8,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5774032,Paderborn,104,70,26,25.0,4,1,61,58.7,79,78,1,39,49.4,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8231000,Pforzheim,59,48,11,18.6,4,0,37,62.7,72,66,6,26,36.1,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",12054000,Potsdam,121,70,27,22.3,10,0,77,63.6,84,78,6,30,35.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5562032,Recklinghausen,128,112,38,29.7,3,0,75,58.6,96,88,8,44,45.8,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9362000,Regensburg,82,55,18,22.0,6,0,58,70.7,76,67,9,17,22.4,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5120000,Remscheid,57,52,16,28.1,7,0,32,56.1,33,30,3,15,45.5,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8415061,Reutlingen,40,35,8,20.0,1,0,33,82.5,51,45,6,24,47.1,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",13003000,Rostock,123,59,18,14.6,0,0,91,74.0,117,103,14,25,21.4,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",10041100,Saarbrücken,243,135,40,16.5,14,1,135,55.6,163,133,30,89,54.6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3102000,Salzgitter,45,43,12,26.7,1,0,22,48.9,51,41,10,27,52.9,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",13004000,Schwerin,71,74,19,26.8,0,0,44,62.0,62,57,5,26,41.9,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5970040,Siegen,59,58,11,18.6,3,0,38,64.4,52,44,8,21,40.4,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5122000,Solingen,120,76,31,25.8,1,0,73,60.8,102,94,8,44,43.1,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8111000,Stuttgart,514,82,115,22.4,11,3,292,56.8,351,322,29,185,52.7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7211000,Trier,72,65,12,16.7,3,0,51,70.8,67,61,6,33,49.3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8421000,Ulm,71,57,13,18.3,1,0,43,60.6,45,42,3,25,55.6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6414000,Wiesbaden,208,75,34,16.3,15,1,135,64.9,168,153,15,64,38.1,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3103000,Wolfsburg,58,47,18,31.0,1,0,31,53.4,40,40,0,15,37.5,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5124000,Wuppertal,372,106,73,19.6,6,0,174,46.8,216,188,28,81,37.5,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9663000,Würzburg,35,28,10,28.6,2,0,31,88.6,45,42,3,16,35.6,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5334002,Aachen,1,0,1,100.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",9761000,Augsburg,3,1,1,33.3,3,0,3,100.0,1,1,0,1,100.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5378004,Bergisch Gladbach,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",11000000,Berlin,9,0,3,33.3,2,0,3,33.3,7,6,1,3,42.9,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5711000,Bielefeld,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5911000,Bochum,1,0,0,0.0,0,0,1,100.0,1,1,0,1,100.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5314000,Bonn,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5512000,Bottrop,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",3101000,Braunschweig,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",4011000,Bremen,2,0,0,0.0,2,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",4012000,Bremerhaven,1,1,1,100.0,0,0,1,100.0,1,1,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",14511000,Chemnitz,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",12052000,Cottbus,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",6411000,Darmstadt,1,1,0,0.0,1,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5913000,Dortmund,2,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",14612000,Dresden,1,0,0,0.0,0,0,1,100.0,3,3,0,3,100.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5112000,Duisburg,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5111000,Düsseldorf,1,0,1,100.0,0,0,1,100.0,1,1,0,1,100.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",16051000,Erfurt,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",9562000,Erlangen,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5113000,Essen,1,0,1,100.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",6412000,Frankfurt am Main,0,0,0,0.0,0,0,1,0.0,1,1,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",8311000,Freiburg im Breisgau,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",9563000,Fürth,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5513000,Gelsenkirchen,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",3159016,Göttingen,1,1,1,100.0,1,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5914000,Hagen,1,1,0,0.0,1,0,1,100.0,1,1,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",15002000,Halle (Saale),0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",2000000,Hamburg,4,0,0,0.0,1,1,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5915000,Hamm,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",3241001,Hannover,3,1,0,0.0,2,0,3,100.0,7,7,0,3,42.9,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",8221000,Heidelberg,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",8121000,Heilbronn,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",5916000,Herne,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",3254021,Hildesheim,1,1,1,100.0,0,0,1,100.0,1,1,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",9161000,Ingolstadt,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
211000,"Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen",16053000,Jena,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,2017
