Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6 bis unter 14 Jahre - insgesamt;Opfer Kinder 6 bis unter 14 Jahre - maennlich;Opfer Kinder 6 bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich;Jahr
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5911000;Bochum;insg.;637;497;140;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;624;488;136;7;5;2;631;493;138;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5314000;Bonn;insg.;611;463;148;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;600;454;146;6;6;0;606;460;146;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5512000;Bottrop;insg.;101;65;36;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;99;64;35;1;1;0;100;65;35;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;3101000;Braunschweig;insg.;626;495;131;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;614;485;129;8;8;0;622;493;129;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;4011000;Bremen;insg.;803;635;168;0;0;0;0;0;0;0;0;0;0;0;0;9;6;3;784;619;165;10;10;0;794;629;165;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;4012000;Bremerhaven;insg.;243;186;57;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;236;180;56;6;6;0;242;186;56;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;14511000;Chemnitz;insg.;257;223;34;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;254;221;33;1;1;0;255;222;33;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;12052000;Cottbus;insg.;127;113;14;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;119;107;12;5;4;1;124;111;13;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;6411000;Darmstadt;insg.;164;127;37;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;159;125;34;0;0;0;159;125;34;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5913000;Dortmund;insg.;1384;1030;354;0;0;0;0;0;0;0;0;0;0;0;0;27;17;10;1347;1005;342;10;8;2;1357;1013;344;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;14612000;Dresden;insg.;583;500;83;0;0;0;0;0;0;0;0;0;1;1;0;11;8;3;562;482;80;9;9;0;571;491;80;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5112000;Duisburg;insg.;655;487;168;0;0;0;1;1;0;1;1;0;3;0;3;16;14;2;625;467;158;10;5;5;635;472;163;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5111000;Duesseldorf;insg.;1540;1225;315;0;0;0;0;0;0;0;0;0;0;0;0;26;20;6;1504;1198;306;10;7;3;1514;1205;309;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;16051000;Erfurt;insg.;448;392;56;0;0;0;0;0;0;0;0;0;1;1;0;18;15;3;427;374;53;2;2;0;429;376;53;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;9562000;Erlangen;insg.;129;115;14;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;124;111;13;1;1;0;125;112;13;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5113000;Essen;insg.;894;687;207;0;0;0;0;0;0;0;0;0;0;0;0;12;9;3;858;656;202;24;22;2;882;678;204;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;6412000;Frankfurt am Main;insg.;1703;1367;336;3;3;0;0;0;0;3;3;0;1;1;0;26;21;5;1670;1339;331;3;3;0;1673;1342;331;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;8311000;Freiburg im Breisgau;insg.;549;436;113;0;0;0;0;0;0;0;0;0;0;0;0;27;21;6;521;415;106;1;0;1;522;415;107;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;9563000;Fuerth;insg.;117;87;30;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;112;85;27;0;0;0;112;85;27;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5513000;Gelsenkirchen;insg.;507;384;123;0;0;0;0;0;0;0;0;0;1;0;1;11;7;4;492;374;118;3;3;0;495;377;118;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;3159016;Goettingen;insg.;265;183;82;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;263;181;82;0;0;0;263;181;82;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5754008;Guetersloh;insg.;193;146;47;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;189;145;44;1;1;0;190;146;44;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5914000;Hagen;insg.;404;273;131;0;0;0;0;0;0;0;0;0;0;0;0;8;2;6;395;270;125;1;1;0;396;271;125;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;15002000;Halle (Saale);insg.;388;303;85;0;0;0;0;0;0;0;0;0;0;0;0;21;11;10;364;290;74;3;2;1;367;292;75;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;2000000;Hamburg;insg.;2440;1909;531;0;0;0;0;0;0;0;0;0;0;0;0;39;28;11;2399;1879;520;2;2;0;2401;1881;520;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5915000;Hamm;insg.;334;270;64;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;325;261;64;3;3;0;328;264;64;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;6435014;Hanau;insg.;73;59;14;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;70;57;13;0;0;0;70;57;13;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;3241001;Hannover;insg.;1479;1115;364;0;0;0;0;0;0;0;0;0;0;0;0;26;10;16;1448;1100;348;5;5;0;1453;1105;348;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;8221000;Heidelberg;insg.;328;239;89;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;319;233;86;1;1;0;320;234;86;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;8121000;Heilbronn;insg.;145;113;32;5;4;1;0;0;0;5;4;1;0;0;0;10;9;1;130;100;30;0;0;0;130;100;30;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5916000;Herne;insg.;285;239;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284;238;46;1;1;0;285;239;46;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;3254021;Hildesheim;insg.;149;98;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;98;51;0;0;0;149;98;51;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;9161000;Ingolstadt;insg.;244;183;61;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;240;182;58;0;0;0;240;182;58;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;16053000;Jena;insg.;95;86;9;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;88;79;9;1;1;0;89;80;9;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;7312000;Kaiserslautern;insg.;235;188;47;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;232;185;47;0;0;0;232;185;47;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;8212000;Karlsruhe;insg.;509;392;117;0;0;0;0;0;0;0;0;0;1;0;1;11;9;2;493;379;114;4;4;0;497;383;114;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;6611000;Kassel;insg.;285;241;44;0;0;0;0;0;0;0;0;0;1;1;0;8;8;0;275;231;44;1;1;0;276;232;44;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;1002000;Kiel;insg.;465;358;107;0;0;0;0;0;0;0;0;0;0;0;0;8;6;2;456;351;105;1;1;0;457;352;105;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;7111000;Koblenz;insg.;325;255;70;0;0;0;0;0;0;0;0;0;1;1;0;5;4;1;315;246;69;4;4;0;319;250;69;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5315000;Koeln;insg.;2025;1439;586;0;0;0;0;0;0;0;0;0;0;0;0;23;17;6;1985;1407;578;17;15;2;2002;1422;580;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5114000;Krefeld;insg.;312;211;101;0;0;0;0;0;0;0;0;0;0;0;0;9;7;2;301;202;99;2;2;0;303;204;99;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;14713000;Leipzig;insg.;1153;992;161;0;0;0;0;0;0;0;0;0;0;0;0;26;23;3;1120;962;158;7;7;0;1127;969;158;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5316000;Leverkusen;insg.;154;114;40;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;149;110;39;2;1;1;151;111;40;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;1003000;Luebeck;insg.;650;495;155;0;0;0;0;0;0;0;0;0;0;0;0;21;12;9;625;480;145;4;3;1;629;483;146;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;7314000;Ludwigshafen am Rhein;insg.;175;144;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;144;31;0;0;0;175;144;31;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;15003000;Magdeburg;insg.;391;319;72;0;0;0;0;0;0;0;0;0;0;0;0;36;28;8;346;282;64;9;9;0;355;291;64;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;7315000;Mainz;insg.;264;220;44;0;0;0;0;0;0;0;0;0;0;0;0;12;11;1;252;209;43;0;0;0;252;209;43;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;8222000;Mannheim;insg.;419;339;80;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;408;330;78;4;4;0;412;334;78;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5170024;Moers;insg.;79;55;24;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;78;54;24;0;0;0;78;54;24;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5116000;Moenchengladbach;insg.;541;385;156;0;0;0;0;0;0;0;0;0;1;1;0;4;2;2;525;374;151;11;8;3;536;382;154;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5117000;Muelheim an der Ruhr;insg.;147;99;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;98;46;3;1;2;147;99;48;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;9162000;Muenchen;insg.;2520;1998;522;0;0;0;0;0;0;0;0;0;0;0;0;34;20;14;2482;1976;506;4;2;2;2486;1978;508;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5515000;Muenster;insg.;641;497;144;0;0;0;0;0;0;0;0;0;2;0;2;16;12;4;611;473;138;12;12;0;623;485;138;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5162024;Neuss;insg.;116;76;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;76;40;0;0;0;116;76;40;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;9564000;Nuernberg;insg.;812;633;179;0;0;0;0;0;0;0;0;0;0;0;0;19;15;4;793;618;175;0;0;0;793;618;175;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5119000;Oberhausen;insg.;261;196;65;0;0;0;0;0;0;0;0;0;0;0;0;7;4;3;253;191;62;1;1;0;254;192;62;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;6413000;Offenbach am Main;insg.;126;99;27;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;125;99;26;0;0;0;125;99;26;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;3403000;Oldenburg (Oldenburg);insg.;174;139;35;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;167;133;34;6;6;0;173;139;34;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;3404000;Osnabrueck;insg.;371;291;80;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;368;288;80;0;0;0;368;288;80;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5774032;Paderborn;insg.;229;185;44;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;222;178;44;1;1;0;223;179;44;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;8231000;Pforzheim;insg.;154;115;39;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;149;111;38;2;2;0;151;113;38;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;12054000;Potsdam;insg.;155;120;35;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;152;117;35;0;0;0;152;117;35;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5562032;Recklinghausen;insg.;243;194;49;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;234;186;48;5;5;0;239;191;48;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;9362000;Regensburg;insg.;241;190;51;0;0;0;0;0;0;0;0;0;1;1;0;7;5;2;233;184;49;0;0;0;233;184;49;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5120000;Remscheid;insg.;210;136;74;0;0;0;1;0;1;1;0;1;1;0;1;3;0;3;204;135;69;1;1;0;205;136;69;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;8415061;Reutlingen;insg.;153;110;43;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;149;108;41;0;0;0;149;108;41;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;13003000;Rostock, Hanse- und Universit tsstadt;insg.;391;338;53;0;0;0;0;0;0;0;0;0;0;0;0;12;10;2;377;326;51;2;2;0;379;328;51;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;10041100;Saarbruecken;insg.;528;411;117;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;514;397;117;3;3;0;517;400;117;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;3102000;Salzgitter;insg.;120;93;27;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;119;92;27;0;0;0;119;92;27;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;13004000;Schwerin;insg.;242;203;39;0;0;0;0;0;0;0;0;0;0;0;0;8;7;1;234;196;38;0;0;0;234;196;38;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5970040;Siegen;insg.;313;233;80;0;0;0;0;0;0;0;0;0;1;0;1;4;4;0;306;228;78;2;1;1;308;229;79;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5122000;Solingen;insg.;206;164;42;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;203;161;42;1;1;0;204;162;42;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;8111000;Stuttgart;insg.;1791;1399;392;0;0;0;0;0;0;0;0;0;0;0;0;46;27;19;1732;1359;373;13;13;0;1745;1372;373;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;7211000;Trier;insg.;163;127;36;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;159;124;35;0;0;0;159;124;35;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;8421000;Ulm;insg.;221;166;55;0;0;0;0;0;0;0;0;0;0;0;0;10;6;4;211;160;51;0;0;0;211;160;51;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;6414000;Wiesbaden;insg.;212;164;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;211;164;47;0;0;0;211;164;47;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;3103000;Wolfsburg;insg.;125;96;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;96;28;1;0;1;125;96;29;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;5124000;Wuppertal;insg.;677;488;189;0;0;0;0;0;0;0;0;0;1;1;0;3;1;2;659;473;186;14;13;1;673;486;187;2022
621100;Widerstand gegen und taetlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen;9663000;Wuerzburg;insg.;194;160;34;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;186;155;31;0;0;0;186;155;31;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5334002;Aachen;insg.;316;238;78;1;1;0;0;0;0;1;1;0;0;0;0;6;4;2;296;224;72;13;9;4;309;233;76;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;9761000;Augsburg;insg.;277;221;56;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;271;218;53;0;0;0;271;218;53;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5378004;Bergisch Gladbach;insg.;64;51;13;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;59;46;13;3;3;0;62;49;13;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;11000000;Berlin;insg.;6450;5576;874;2;2;0;0;0;0;2;2;0;3;3;0;81;63;18;6312;5459;853;52;49;3;6364;5508;856;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5711000;Bielefeld;insg.;244;186;58;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;233;176;57;5;4;1;238;180;58;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5911000;Bochum;insg.;394;310;84;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;387;305;82;5;4;1;392;309;83;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5314000;Bonn;insg.;333;255;78;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;328;251;77;4;4;0;332;255;77;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5512000;Bottrop;insg.;61;41;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;20;1;1;0;61;41;20;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;3101000;Braunschweig;insg.;356;291;65;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;350;285;65;5;5;0;355;290;65;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;4011000;Bremen;insg.;492;398;94;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;480;386;94;9;9;0;489;395;94;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;4012000;Bremerhaven;insg.;207;158;49;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;202;154;48;4;4;0;206;158;48;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;14511000;Chemnitz;insg.;190;163;27;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;188;161;27;1;1;0;189;162;27;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;12052000;Cottbus;insg.;41;36;5;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;38;34;4;0;0;0;38;34;4;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;6411000;Darmstadt;insg.;128;103;25;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;124;101;23;0;0;0;124;101;23;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5913000;Dortmund;insg.;700;534;166;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;685;523;162;4;3;1;689;526;163;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;14612000;Dresden;insg.;353;305;48;0;0;0;0;0;0;0;0;0;1;1;0;8;5;3;342;297;45;2;2;0;344;299;45;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5112000;Duisburg;insg.;527;388;139;0;0;0;1;1;0;1;1;0;3;0;3;12;10;2;502;372;130;9;5;4;511;377;134;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5111000;Duesseldorf;insg.;1017;821;196;0;0;0;0;0;0;0;0;0;0;0;0;18;13;5;994;805;189;5;3;2;999;808;191;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;16051000;Erfurt;insg.;263;231;32;0;0;0;0;0;0;0;0;0;1;1;0;9;9;0;251;219;32;2;2;0;253;221;32;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;9562000;Erlangen;insg.;55;48;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;54;47;7;0;0;0;54;47;7;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5113000;Essen;insg.;633;490;143;0;0;0;0;0;0;0;0;0;0;0;0;9;6;3;603;465;138;21;19;2;624;484;140;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;6412000;Frankfurt am Main;insg.;687;575;112;3;3;0;0;0;0;3;3;0;0;0;0;13;11;2;670;560;110;1;1;0;671;561;110;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;8311000;Freiburg im Breisgau;insg.;284;228;56;0;0;0;0;0;0;0;0;0;0;0;0;19;14;5;264;214;50;1;0;1;265;214;51;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;9563000;Fuerth;insg.;23;18;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;22;17;5;0;0;0;22;17;5;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5513000;Gelsenkirchen;insg.;299;237;62;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;290;230;60;2;2;0;292;232;60;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;3159016;Goettingen;insg.;132;96;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;96;36;0;0;0;132;96;36;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5754008;Guetersloh;insg.;146;113;33;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;145;113;32;0;0;0;145;113;32;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5914000;Hagen;insg.;269;177;92;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;266;176;90;1;1;0;267;177;90;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;15002000;Halle (Saale);insg.;254;201;53;0;0;0;0;0;0;0;0;0;0;0;0;12;9;3;241;192;49;1;0;1;242;192;50;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;2000000;Hamburg;insg.;1204;958;246;0;0;0;0;0;0;0;0;0;0;0;0;20;15;5;1183;942;241;1;1;0;1184;943;241;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5915000;Hamm;insg.;241;197;44;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;234;190;44;2;2;0;236;192;44;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;6435014;Hanau;insg.;9;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;2;0;0;0;9;7;2;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;3241001;Hannover;insg.;830;639;191;0;0;0;0;0;0;0;0;0;0;0;0;14;7;7;811;627;184;5;5;0;816;632;184;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;8221000;Heidelberg;insg.;133;100;33;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;127;97;30;0;0;0;127;97;30;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;8121000;Heilbronn;insg.;68;51;17;5;4;1;0;0;0;5;4;1;0;0;0;5;4;1;58;43;15;0;0;0;58;43;15;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;5916000;Herne;insg.;163;139;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;138;24;1;1;0;163;139;24;2022
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen;3254021;Hildesheim;insg.;89;62;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;62;27;0;0;0;89;62;27;2022
