Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
899000,Straßenkriminalität,9563000,Fürth,W,23,0,0,0,0,3,3,1,5,6,2,11,2,1,3,0,5,2,1,1,12,2021
899000,Straßenkriminalität,9563000,Fürth,X,222,0,0,2,3,10,15,19,40,59,32,106,20,3,23,15,41,15,14,8,116,2021
899000,Straßenkriminalität,5513000,Gelsenkirchen,M,726,1,5,10,17,38,71,59,68,127,72,270,38,41,79,98,139,64,49,27,456,2021
899000,Straßenkriminalität,5513000,Gelsenkirchen,W,125,1,0,1,3,8,13,14,6,20,15,48,7,5,12,14,26,11,10,4,77,2021
899000,Straßenkriminalität,5513000,Gelsenkirchen,X,851,2,5,11,20,46,84,73,74,147,87,318,45,46,91,112,165,75,59,31,533,2021
899000,Straßenkriminalität,3159016,Göttingen,M,372,1,0,1,2,6,10,28,17,45,48,103,35,43,78,49,67,41,24,10,269,2021
899000,Straßenkriminalität,3159016,Göttingen,W,58,0,0,0,1,6,7,3,2,5,9,21,2,2,4,7,12,6,6,2,37,2021
899000,Straßenkriminalität,3159016,Göttingen,X,430,1,0,1,3,12,17,31,19,50,57,124,37,45,82,56,79,47,30,12,306,2021
899000,Straßenkriminalität,5754008,Gütersloh,M,243,0,0,0,1,8,9,18,24,42,27,78,19,14,33,20,51,39,9,13,165,2021
899000,Straßenkriminalität,5754008,Gütersloh,W,41,0,0,0,0,1,1,3,5,8,5,14,3,3,6,3,3,6,5,4,27,2021
899000,Straßenkriminalität,5754008,Gütersloh,X,284,0,0,0,1,9,10,21,29,50,32,92,22,17,39,23,54,45,14,17,192,2021
899000,Straßenkriminalität,5914000,Hagen,M,477,0,3,13,27,27,70,37,30,67,51,188,25,21,46,58,86,59,24,16,289,2021
899000,Straßenkriminalität,5914000,Hagen,W,60,0,0,3,5,2,10,4,3,7,1,18,7,3,10,10,12,2,4,4,42,2021
899000,Straßenkriminalität,5914000,Hagen,X,537,0,3,16,32,29,80,41,33,74,52,206,32,24,56,68,98,61,28,20,331,2021
899000,Straßenkriminalität,15002000,Halle (Saale),M,892,0,8,9,18,34,69,65,86,151,95,315,57,44,101,101,210,103,29,33,577,2021
899000,Straßenkriminalität,15002000,Halle (Saale),W,124,0,2,4,3,5,14,10,9,19,20,53,7,5,12,12,21,14,6,6,71,2021
899000,Straßenkriminalität,15002000,Halle (Saale),X,"1,016",0,10,13,21,39,83,75,95,170,115,368,64,49,113,113,231,117,35,39,648,2021
899000,Straßenkriminalität,2000000,Hamburg,M,"4,285",5,18,20,48,123,214,255,366,621,435,"1,270",267,296,563,565,937,572,246,132,"3,015",2021
899000,Straßenkriminalität,2000000,Hamburg,W,574,1,2,3,8,34,48,53,52,105,53,206,20,14,34,48,145,88,31,22,368,2021
899000,Straßenkriminalität,2000000,Hamburg,X,"4,859",6,20,23,56,157,262,308,418,726,488,"1,476",287,310,597,613,"1,082",660,277,154,"3,383",2021
899000,Straßenkriminalität,5915000,Hamm,M,578,0,4,5,8,26,43,55,49,104,61,208,26,23,49,70,117,82,40,12,370,2021
899000,Straßenkriminalität,5915000,Hamm,W,97,0,0,0,1,10,11,8,7,15,8,34,4,2,6,8,25,14,9,1,63,2021
899000,Straßenkriminalität,5915000,Hamm,X,675,0,4,5,9,36,54,63,56,119,69,242,30,25,55,78,142,96,49,13,433,2021
899000,Straßenkriminalität,3241001,Hannover,M,"1,995",6,3,8,16,54,87,108,148,256,231,574,130,111,241,284,414,298,115,69,"1,421",2021
899000,Straßenkriminalität,3241001,Hannover,W,237,2,2,1,1,11,17,30,21,51,20,88,7,10,17,30,48,28,13,13,149,2021
899000,Straßenkriminalität,3241001,Hannover,X,"2,232",8,5,9,17,65,104,138,169,307,251,662,137,121,258,314,462,326,128,82,"1,570",2021
899000,Straßenkriminalität,8221000,Heidelberg,M,375,0,0,3,2,11,16,24,42,66,62,144,36,22,58,42,63,27,22,19,231,2021
899000,Straßenkriminalität,8221000,Heidelberg,W,40,0,0,0,0,3,3,3,0,3,1,7,2,2,4,3,8,9,4,5,33,2021
899000,Straßenkriminalität,8221000,Heidelberg,X,415,0,0,3,2,14,19,27,42,69,63,151,38,24,62,45,71,36,26,24,264,2021
899000,Straßenkriminalität,8121000,Heilbronn,M,239,0,2,1,2,2,7,9,20,29,33,69,22,20,42,39,43,20,10,16,170,2021
899000,Straßenkriminalität,8121000,Heilbronn,W,23,0,0,0,0,1,1,3,2,5,0,6,2,0,2,3,5,3,2,2,17,2021
899000,Straßenkriminalität,8121000,Heilbronn,X,262,0,2,1,2,3,8,12,22,34,33,75,24,20,44,42,48,23,12,18,187,2021
899000,Straßenkriminalität,5916000,Herne,M,307,0,4,1,5,10,20,23,24,47,35,102,19,15,34,39,73,32,18,9,205,2021
899000,Straßenkriminalität,5916000,Herne,W,47,0,1,0,1,2,4,2,2,4,7,15,4,2,6,6,9,4,3,4,32,2021
899000,Straßenkriminalität,5916000,Herne,X,354,0,5,1,6,12,24,25,26,51,42,117,23,17,40,45,82,36,21,13,237,2021
899000,Straßenkriminalität,3254021,Hildesheim,M,268,0,0,0,4,16,20,21,21,42,34,96,28,14,42,24,45,29,25,7,172,2021
899000,Straßenkriminalität,3254021,Hildesheim,W,52,0,0,0,1,2,3,9,9,18,6,27,0,3,3,9,8,4,0,1,25,2021
899000,Straßenkriminalität,3254021,Hildesheim,X,320,0,0,0,5,18,23,30,30,60,40,123,28,17,45,33,53,33,25,8,197,2021
899000,Straßenkriminalität,9161000,Ingolstadt,M,241,0,0,1,0,10,11,15,20,35,36,82,19,20,39,22,45,31,12,10,159,2021
899000,Straßenkriminalität,9161000,Ingolstadt,W,25,0,0,1,0,3,4,1,1,2,1,7,2,0,2,3,8,2,2,1,18,2021
899000,Straßenkriminalität,9161000,Ingolstadt,X,266,0,0,2,0,13,15,16,21,37,37,89,21,20,41,25,53,33,14,11,177,2021
899000,Straßenkriminalität,16053000,Jena,M,196,0,0,3,1,8,12,23,32,55,30,97,10,8,18,14,40,13,9,5,99,2021
899000,Straßenkriminalität,16053000,Jena,W,14,0,0,0,0,1,1,0,1,1,2,4,2,1,3,1,3,2,1,0,10,2021
899000,Straßenkriminalität,16053000,Jena,X,210,0,0,3,1,9,13,23,33,56,32,101,12,9,21,15,43,15,10,5,109,2021
899000,Straßenkriminalität,7312000,Kaiserslautern,M,310,0,0,0,2,13,15,15,20,35,48,98,22,20,42,41,57,36,20,16,212,2021
899000,Straßenkriminalität,7312000,Kaiserslautern,W,51,0,0,1,1,0,2,6,3,9,3,14,4,4,8,8,9,5,4,3,37,2021
899000,Straßenkriminalität,7312000,Kaiserslautern,X,361,0,0,1,3,13,17,21,23,44,51,112,26,24,50,49,66,41,24,19,249,2021
899000,Straßenkriminalität,8212000,Karlsruhe,M,679,0,2,1,1,14,18,34,71,105,93,216,46,39,85,83,135,83,46,31,463,2021
899000,Straßenkriminalität,8212000,Karlsruhe,W,62,0,1,0,1,5,7,6,2,8,5,20,4,1,5,5,11,12,4,5,42,2021
899000,Straßenkriminalität,8212000,Karlsruhe,X,741,0,3,1,2,19,25,40,73,113,98,236,50,40,90,88,146,95,50,36,505,2021
899000,Straßenkriminalität,6611000,Kassel,M,587,0,0,2,7,16,25,31,46,77,67,169,48,56,104,76,102,70,42,24,418,2021
899000,Straßenkriminalität,6611000,Kassel,W,89,0,0,0,0,1,1,1,4,5,8,14,9,5,14,16,19,15,9,2,75,2021
899000,Straßenkriminalität,6611000,Kassel,X,676,0,0,2,7,17,26,32,50,82,75,183,57,61,118,92,121,85,51,26,493,2021
899000,Straßenkriminalität,1002000,Kiel,M,665,0,2,5,6,16,29,43,56,99,87,215,49,42,91,95,113,89,42,20,450,2021
899000,Straßenkriminalität,1002000,Kiel,W,73,0,3,3,3,1,10,5,3,8,9,27,2,6,8,7,16,7,7,1,46,2021
899000,Straßenkriminalität,1002000,Kiel,X,738,0,5,8,9,17,39,48,59,107,96,242,51,48,99,102,129,96,49,21,496,2021
899000,Straßenkriminalität,7111000,Koblenz,M,337,0,0,3,4,15,22,24,34,58,60,140,28,21,49,35,44,39,17,13,197,2021
899000,Straßenkriminalität,7111000,Koblenz,W,43,0,0,0,1,1,2,5,2,7,9,18,1,1,2,3,7,3,2,8,25,2021
899000,Straßenkriminalität,7111000,Koblenz,X,380,0,0,3,5,16,24,29,36,65,69,158,29,22,51,38,51,42,19,21,222,2021
899000,Straßenkriminalität,5315000,Köln,M,"3,685",3,5,25,38,93,164,192,356,548,462,"1,174",249,219,468,475,754,442,241,131,"2,511",2021
899000,Straßenkriminalität,5315000,Köln,W,657,0,0,1,8,37,46,58,49,107,79,232,40,34,74,62,127,82,49,31,425,2021
899000,Straßenkriminalität,5315000,Köln,X,"4,342",3,5,26,46,130,210,250,405,655,541,"1,406",289,253,542,537,881,524,290,162,"2,936",2021
899000,Straßenkriminalität,5114000,Krefeld,M,740,2,0,0,15,25,42,43,65,108,76,226,42,36,78,84,170,103,48,31,514,2021
899000,Straßenkriminalität,5114000,Krefeld,W,92,0,0,0,1,7,8,7,8,15,4,27,4,1,5,7,27,10,8,8,65,2021
899000,Straßenkriminalität,5114000,Krefeld,X,832,2,0,0,16,32,50,50,73,123,80,253,46,37,83,91,197,113,56,39,579,2021
899000,Straßenkriminalität,14713000,Leipzig,M,"2,100",0,1,7,15,21,44,96,170,266,262,572,149,140,289,309,550,263,75,42,"1,528",2021
899000,Straßenkriminalität,14713000,Leipzig,W,271,0,0,3,3,10,16,20,20,40,21,77,17,21,38,40,64,30,15,7,194,2021
899000,Straßenkriminalität,14713000,Leipzig,X,"2,371",0,1,10,18,31,60,116,190,306,283,649,166,161,327,349,614,293,90,49,"1,722",2021
899000,Straßenkriminalität,5316000,Leverkusen,M,306,0,0,6,9,17,32,25,27,52,36,120,19,12,31,24,55,38,22,16,186,2021
899000,Straßenkriminalität,5316000,Leverkusen,W,60,0,0,1,1,3,5,4,6,10,6,21,3,3,6,6,13,3,6,5,39,2021
899000,Straßenkriminalität,5316000,Leverkusen,X,366,0,0,7,10,20,37,29,33,62,42,141,22,15,37,30,68,41,28,21,225,2021
899000,Straßenkriminalität,1003000,Lübeck,M,647,3,0,5,1,8,17,35,59,94,90,201,54,38,92,63,146,71,40,34,446,2021
899000,Straßenkriminalität,1003000,Lübeck,W,98,0,0,1,3,2,6,5,9,14,11,31,1,3,4,13,18,17,7,8,67,2021
899000,Straßenkriminalität,1003000,Lübeck,X,745,3,0,6,4,10,23,40,68,108,101,232,55,41,96,76,164,88,47,42,513,2021
899000,Straßenkriminalität,7314000,Ludwigshafen am Rhein,M,575,0,1,2,20,23,46,59,51,110,57,213,36,29,65,81,88,59,49,20,362,2021
899000,Straßenkriminalität,7314000,Ludwigshafen am Rhein,W,112,0,1,2,3,4,10,9,6,15,7,32,9,6,15,7,24,18,9,7,80,2021
899000,Straßenkriminalität,7314000,Ludwigshafen am Rhein,X,687,0,2,4,23,27,56,68,57,125,64,245,45,35,80,88,112,77,58,27,442,2021
899000,Straßenkriminalität,15003000,Magdeburg,M,776,3,6,5,7,22,43,67,61,128,105,276,47,44,91,90,190,70,37,22,500,2021
899000,Straßenkriminalität,15003000,Magdeburg,W,93,0,1,1,0,4,6,15,11,26,7,39,2,4,6,12,21,9,2,4,54,2021
899000,Straßenkriminalität,15003000,Magdeburg,X,869,3,7,6,7,26,49,82,72,154,112,315,49,48,97,102,211,79,39,26,554,2021
899000,Straßenkriminalität,7315000,Mainz,M,537,0,1,1,9,15,26,29,42,71,81,178,43,34,77,73,98,56,34,21,359,2021
899000,Straßenkriminalität,7315000,Mainz,W,89,0,0,0,0,5,5,4,6,10,16,31,7,10,17,7,15,11,4,4,58,2021
899000,Straßenkriminalität,7315000,Mainz,X,626,0,1,1,9,20,31,33,48,81,97,209,50,44,94,80,113,67,38,25,417,2021
899000,Straßenkriminalität,8222000,Mannheim,M,611,0,0,4,7,27,38,39,48,87,62,187,35,38,73,85,117,83,38,28,424,2021
899000,Straßenkriminalität,8222000,Mannheim,W,83,0,0,0,0,5,5,1,2,3,12,20,6,1,7,11,24,11,5,5,63,2021
899000,Straßenkriminalität,8222000,Mannheim,X,694,0,0,4,7,32,43,40,50,90,74,207,41,39,80,96,141,94,43,33,487,2021
899000,Straßenkriminalität,5170024,Moers,M,188,0,0,1,2,15,18,18,14,32,16,66,8,11,19,24,38,22,9,10,122,2021
899000,Straßenkriminalität,5170024,Moers,W,32,0,0,2,0,1,3,0,3,3,3,9,1,0,1,1,6,9,5,1,23,2021
899000,Straßenkriminalität,5170024,Moers,X,220,0,0,3,2,16,21,18,17,35,19,75,9,11,20,25,44,31,14,11,145,2021
899000,Straßenkriminalität,5116000,Mönchengladbach,M,733,0,2,4,2,14,22,38,88,126,109,257,36,53,89,78,143,91,43,32,476,2021
899000,Straßenkriminalität,5116000,Mönchengladbach,W,101,0,0,1,1,6,8,5,4,9,11,28,6,0,6,15,22,18,5,7,73,2021
899000,Straßenkriminalität,5116000,Mönchengladbach,X,834,0,2,5,3,20,30,43,92,135,120,285,42,53,95,93,165,109,48,39,549,2021
899000,Straßenkriminalität,5117000,Mülheim an der Ruhr,M,308,0,1,2,3,5,11,25,32,57,35,103,16,16,32,35,74,31,19,14,205,2021
899000,Straßenkriminalität,5117000,Mülheim an der Ruhr,W,37,0,0,0,0,2,2,6,2,8,4,14,0,1,1,4,9,5,3,1,23,2021
899000,Straßenkriminalität,5117000,Mülheim an der Ruhr,X,345,0,1,2,3,7,13,31,34,65,39,117,16,17,33,39,83,36,22,15,228,2021
899000,Straßenkriminalität,9162000,München,M,"2,938",1,6,8,32,102,149,262,327,589,425,"1,163",190,170,360,355,457,296,201,106,"1,775",2021
899000,Straßenkriminalität,9162000,München,W,345,0,0,5,1,17,23,43,42,85,39,147,18,12,30,34,43,40,26,25,198,2021
899000,Straßenkriminalität,9162000,München,X,"3,283",1,6,13,33,119,172,305,369,674,464,"1,310",208,182,390,389,500,336,227,131,"1,973",2021
899000,Straßenkriminalität,5515000,Münster,M,925,0,1,5,16,15,37,47,87,134,140,311,69,50,119,105,196,107,58,29,614,2021
899000,Straßenkriminalität,5515000,Münster,W,117,0,1,1,2,6,10,6,10,16,15,41,5,9,14,11,30,8,9,4,76,2021
899000,Straßenkriminalität,5515000,Münster,X,"1,042",0,2,6,18,21,47,53,97,150,155,352,74,59,133,116,226,115,67,33,690,2021
899000,Straßenkriminalität,5162024,Neuss,M,351,0,0,1,6,12,19,27,40,67,36,122,27,17,44,36,66,49,23,11,229,2021
899000,Straßenkriminalität,5162024,Neuss,W,57,0,1,0,0,2,3,1,7,8,6,17,2,1,3,7,14,8,3,5,40,2021
899000,Straßenkriminalität,5162024,Neuss,X,408,0,1,1,6,14,22,28,47,75,42,139,29,18,47,43,80,57,26,16,269,2021
899000,Straßenkriminalität,9564000,Nürnberg,M,"1,105",1,2,9,12,24,48,71,98,169,118,335,73,65,138,170,227,127,81,27,770,2021
899000,Straßenkriminalität,9564000,Nürnberg,W,160,0,0,1,1,8,10,17,13,30,15,55,10,9,19,15,36,11,14,10,105,2021
899000,Straßenkriminalität,9564000,Nürnberg,X,"1,265",1,2,10,13,32,58,88,111,199,133,390,83,74,157,185,263,138,95,37,875,2021
899000,Straßenkriminalität,5119000,Oberhausen,M,438,0,2,4,13,23,42,30,48,78,59,179,24,29,53,50,68,45,24,19,259,2021
899000,Straßenkriminalität,5119000,Oberhausen,W,80,0,0,0,2,4,6,9,6,15,3,24,5,10,15,7,17,11,5,1,56,2021
899000,Straßenkriminalität,5119000,Oberhausen,X,518,0,2,4,15,27,48,39,54,93,62,203,29,39,68,57,85,56,29,20,315,2021
899000,Straßenkriminalität,6413000,Offenbach am Main,M,279,0,0,1,2,8,11,23,41,64,22,97,9,10,19,33,53,38,25,14,182,2021
899000,Straßenkriminalität,6413000,Offenbach am Main,W,43,0,0,0,0,5,5,10,2,12,6,23,0,1,1,4,8,6,0,1,20,2021
899000,Straßenkriminalität,6413000,Offenbach am Main,X,322,0,0,1,2,13,16,33,43,76,28,120,9,11,20,37,61,44,25,15,202,2021
899000,Straßenkriminalität,3403000,Oldenburg (Oldenburg),M,437,0,2,2,5,10,19,24,41,65,65,149,40,28,68,48,85,57,19,11,288,2021
899000,Straßenkriminalität,3403000,Oldenburg (Oldenburg),W,59,0,0,2,0,5,7,4,8,12,6,25,5,2,7,2,8,7,7,3,34,2021
899000,Straßenkriminalität,3403000,Oldenburg (Oldenburg),X,496,0,2,4,5,15,26,28,49,77,71,174,45,30,75,50,93,64,26,14,322,2021
899000,Straßenkriminalität,3404000,Osnabrück,M,634,0,1,3,11,18,33,24,36,60,93,186,45,50,95,76,147,65,39,26,448,2021
899000,Straßenkriminalität,3404000,Osnabrück,W,91,0,0,0,2,6,8,12,6,18,4,30,4,7,11,9,14,15,6,6,61,2021
899000,Straßenkriminalität,3404000,Osnabrück,X,725,0,1,3,13,24,41,36,42,78,97,216,49,57,106,85,161,80,45,32,509,2021
899000,Straßenkriminalität,5774032,Paderborn,M,395,0,2,3,4,3,12,23,28,51,61,124,38,25,63,46,71,45,28,18,271,2021
899000,Straßenkriminalität,5774032,Paderborn,W,56,1,0,0,0,5,6,3,3,6,10,22,5,2,7,7,10,3,4,3,34,2021
899000,Straßenkriminalität,5774032,Paderborn,X,451,1,2,3,4,8,18,26,31,57,71,146,43,27,70,53,81,48,32,21,305,2021
899000,Straßenkriminalität,8231000,Pforzheim,M,351,0,0,2,7,20,29,32,49,81,47,157,22,17,39,48,45,31,17,14,194,2021
899000,Straßenkriminalität,8231000,Pforzheim,W,33,0,0,0,2,5,7,3,4,7,4,18,2,2,4,2,5,3,1,0,15,2021
899000,Straßenkriminalität,8231000,Pforzheim,X,384,0,0,2,9,25,36,35,53,88,51,175,24,19,43,50,50,34,18,14,209,2021
899000,Straßenkriminalität,12054000,Potsdam,M,347,0,0,1,6,11,18,23,36,59,36,113,22,26,48,40,88,31,12,15,234,2021
899000,Straßenkriminalität,12054000,Potsdam,W,36,0,0,0,0,1,1,0,1,1,3,5,2,1,3,2,9,9,3,5,31,2021
899000,Straßenkriminalität,12054000,Potsdam,X,383,0,0,1,6,12,19,23,37,60,39,118,24,27,51,42,97,40,15,20,265,2021
899000,Straßenkriminalität,5562032,Recklinghausen,M,257,0,1,2,6,13,22,20,15,35,20,77,18,13,31,26,48,36,22,17,180,2021
899000,Straßenkriminalität,5562032,Recklinghausen,W,50,0,0,1,0,2,3,3,4,7,2,12,2,0,2,6,10,11,4,5,38,2021
899000,Straßenkriminalität,5562032,Recklinghausen,X,307,0,1,3,6,15,25,23,19,42,22,89,20,13,33,32,58,47,26,22,218,2021
899000,Straßenkriminalität,9362000,Regensburg,M,339,0,0,0,0,6,6,21,26,47,52,105,25,19,44,43,80,34,20,13,234,2021
899000,Straßenkriminalität,9362000,Regensburg,W,44,0,0,0,0,2,2,4,3,7,4,13,5,1,6,9,6,4,4,2,31,2021
899000,Straßenkriminalität,9362000,Regensburg,X,383,0,0,0,0,8,8,25,29,54,56,118,30,20,50,52,86,38,24,15,265,2021
899000,Straßenkriminalität,5120000,Remscheid,M,216,0,0,0,2,8,10,21,24,45,32,87,9,7,16,22,35,28,19,9,129,2021
899000,Straßenkriminalität,5120000,Remscheid,W,49,0,0,0,0,5,5,9,5,14,6,25,3,4,7,6,7,0,4,0,24,2021
899000,Straßenkriminalität,5120000,Remscheid,X,265,0,0,0,2,13,15,30,29,59,38,112,12,11,23,28,42,28,23,9,153,2021
899000,Straßenkriminalität,8415061,Reutlingen,M,200,0,0,0,3,5,8,12,25,37,28,73,13,14,27,27,38,15,10,10,127,2021
899000,Straßenkriminalität,8415061,Reutlingen,W,33,0,0,0,0,0,0,4,2,6,9,15,3,0,3,2,4,5,2,2,18,2021
899000,Straßenkriminalität,8415061,Reutlingen,X,233,0,0,0,3,5,8,16,27,43,37,88,16,14,30,29,42,20,12,12,145,2021
899000,Straßenkriminalität,13003000,Rostock,M,857,0,4,6,8,19,37,42,72,114,97,248,93,86,179,159,176,47,27,21,609,2021
899000,Straßenkriminalität,13003000,Rostock,W,95,0,0,0,2,14,16,14,13,27,6,49,7,5,12,10,11,7,3,3,46,2021
899000,Straßenkriminalität,13003000,Rostock,X,952,0,4,6,10,33,53,56,85,141,103,297,100,91,191,169,187,54,30,24,655,2021
899000,Straßenkriminalität,10041100,Saarbrücken,M,699,1,0,5,12,13,31,36,81,117,86,234,41,43,84,94,150,82,38,17,465,2021
899000,Straßenkriminalität,10041100,Saarbrücken,W,73,0,0,0,0,4,4,4,8,12,4,20,2,4,6,8,17,8,11,3,53,2021
899000,Straßenkriminalität,10041100,Saarbrücken,X,772,1,0,5,12,17,35,40,89,129,90,254,43,47,90,102,167,90,49,20,518,2021
899000,Straßenkriminalität,3102000,Salzgitter,M,243,0,2,5,16,15,38,15,19,34,44,116,19,6,25,27,37,23,9,6,127,2021
899000,Straßenkriminalität,3102000,Salzgitter,W,29,2,1,1,1,2,7,2,2,4,1,12,3,0,3,4,7,1,1,1,17,2021
899000,Straßenkriminalität,3102000,Salzgitter,X,272,2,3,6,17,17,45,17,21,38,45,128,22,6,28,31,44,24,10,7,144,2021
899000,Straßenkriminalität,13004000,Schwerin,M,310,0,1,1,7,15,24,22,22,44,42,110,22,17,39,37,65,36,14,9,200,2021
899000,Straßenkriminalität,13004000,Schwerin,W,39,0,0,0,1,2,3,6,4,10,2,15,2,2,4,4,9,2,5,0,24,2021
899000,Straßenkriminalität,13004000,Schwerin,X,349,0,1,1,8,17,27,28,26,54,44,125,24,19,43,41,74,38,19,9,224,2021
899000,Straßenkriminalität,5970040,Siegen,M,297,0,2,3,11,8,24,16,28,44,43,111,18,18,36,42,54,26,21,7,186,2021
899000,Straßenkriminalität,5970040,Siegen,W,46,0,0,1,0,1,2,3,3,6,4,12,5,5,10,4,9,6,3,2,34,2021
899000,Straßenkriminalität,5970040,Siegen,X,343,0,2,4,11,9,26,19,31,50,47,123,23,23,46,46,63,32,24,9,220,2021
899000,Straßenkriminalität,5122000,Solingen,M,272,0,0,3,4,13,20,26,22,48,40,108,14,11,25,18,59,36,14,12,164,2021
899000,Straßenkriminalität,5122000,Solingen,W,49,0,0,2,0,2,4,2,5,7,4,15,3,2,5,6,11,5,3,4,34,2021
899000,Straßenkriminalität,5122000,Solingen,X,321,0,0,5,4,15,24,28,27,55,44,123,17,13,30,24,70,41,17,16,198,2021
899000,Straßenkriminalität,8111000,Stuttgart,M,"1,238",0,7,7,14,30,58,78,142,220,168,446,117,76,193,134,210,116,72,67,792,2021
899000,Straßenkriminalität,8111000,Stuttgart,W,164,0,0,1,5,10,16,14,17,31,15,62,11,4,15,12,25,25,18,7,102,2021
899000,Straßenkriminalität,8111000,Stuttgart,X,"1,402",0,7,8,19,40,74,92,159,251,183,508,128,80,208,146,235,141,90,74,894,2021
899000,Straßenkriminalität,7211000,Trier,M,298,0,1,2,4,2,9,11,15,26,48,83,28,27,55,42,65,24,22,7,215,2021
899000,Straßenkriminalität,7211000,Trier,W,45,0,0,0,0,0,0,0,0,0,7,7,5,4,9,7,12,6,2,2,38,2021
899000,Straßenkriminalität,7211000,Trier,X,343,0,1,2,4,2,9,11,15,26,55,90,33,31,64,49,77,30,24,9,253,2021
899000,Straßenkriminalität,8421000,Ulm,M,230,0,0,2,1,2,5,11,33,44,35,84,18,16,34,28,43,23,11,7,146,2021
899000,Straßenkriminalität,8421000,Ulm,W,42,1,0,0,0,2,3,7,4,11,3,17,5,2,7,2,7,4,1,4,25,2021
899000,Straßenkriminalität,8421000,Ulm,X,272,1,0,2,1,4,8,18,37,55,38,101,23,18,41,30,50,27,12,11,171,2021
899000,Straßenkriminalität,6414000,Wiesbaden,M,783,0,2,0,7,33,42,51,73,124,120,286,64,46,110,87,121,88,51,40,497,2021
899000,Straßenkriminalität,6414000,Wiesbaden,W,147,0,0,0,1,5,6,10,14,24,23,53,8,9,17,12,27,19,11,8,94,2021
899000,Straßenkriminalität,6414000,Wiesbaden,X,930,0,2,0,8,38,48,61,87,148,143,339,72,55,127,99,148,107,62,48,591,2021
899000,Straßenkriminalität,3103000,Wolfsburg,M,263,0,4,2,0,6,12,17,19,36,27,75,20,25,45,30,48,41,11,13,188,2021
899000,Straßenkriminalität,3103000,Wolfsburg,W,27,0,1,1,0,0,2,1,2,3,4,9,2,2,4,5,3,2,1,3,18,2021
899000,Straßenkriminalität,3103000,Wolfsburg,X,290,0,5,3,0,6,14,18,21,39,31,84,22,27,49,35,51,43,12,16,206,2021
899000,Straßenkriminalität,5124000,Wuppertal,M,741,1,5,3,13,15,37,44,69,113,87,237,61,43,104,80,145,87,54,34,504,2021
899000,Straßenkriminalität,5124000,Wuppertal,W,141,0,1,1,4,8,14,7,12,19,17,50,11,3,14,15,23,22,8,9,91,2021
899000,Straßenkriminalität,5124000,Wuppertal,X,882,1,6,4,17,23,51,51,81,132,104,287,72,46,118,95,168,109,62,43,595,2021
899000,Straßenkriminalität,9663000,Würzburg,M,301,0,0,4,0,5,9,13,22,35,57,101,32,22,54,29,55,30,21,11,200,2021
899000,Straßenkriminalität,9663000,Würzburg,W,47,0,0,0,0,3,3,10,5,15,6,24,2,2,4,2,9,5,3,0,23,2021
899000,Straßenkriminalität,9663000,Würzburg,X,348,0,0,4,0,8,12,23,27,50,63,125,34,24,58,31,64,35,24,11,223,2021
899500,Sachbeschädigung durch Graffiti insgesamt,5334002,Aachen,M,33,0,0,0,0,0,0,0,3,3,6,9,6,5,11,5,5,1,2,0,24,2021
899500,Sachbeschädigung durch Graffiti insgesamt,5334002,Aachen,W,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,2021
899500,Sachbeschädigung durch Graffiti insgesamt,5334002,Aachen,X,36,0,0,0,0,0,0,0,4,4,6,10,6,5,11,7,5,1,2,0,26,2021
899500,Sachbeschädigung durch Graffiti insgesamt,9761000,Augsburg,M,54,0,0,1,7,5,13,10,3,13,13,39,4,1,5,6,3,0,0,1,15,2021
899500,Sachbeschädigung durch Graffiti insgesamt,9761000,Augsburg,W,13,0,0,0,0,2,2,4,2,6,0,8,1,0,1,1,1,1,1,0,5,2021
899500,Sachbeschädigung durch Graffiti insgesamt,9761000,Augsburg,X,67,0,0,1,7,7,15,14,5,19,13,47,5,1,6,7,4,1,1,1,20,2021
899500,Sachbeschädigung durch Graffiti insgesamt,5378004,Bergisch Gladbach,M,9,0,0,0,0,0,0,0,1,1,3,4,1,0,1,2,1,1,0,0,5,2021
899500,Sachbeschädigung durch Graffiti insgesamt,5378004,Bergisch Gladbach,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
899500,Sachbeschädigung durch Graffiti insgesamt,5378004,Bergisch Gladbach,X,9,0,0,0,0,0,0,0,1,1,3,4,1,0,1,2,1,1,0,0,5,2021
899500,Sachbeschädigung durch Graffiti insgesamt,11000000,Berlin,M,"1,104",0,0,1,7,30,38,49,111,160,203,401,114,99,213,177,252,48,7,6,703,2021
899500,Sachbeschädigung durch Graffiti insgesamt,11000000,Berlin,W,144,0,0,1,0,4,5,15,15,30,31,66,21,11,32,23,17,4,1,1,78,2021
899500,Sachbeschädigung durch Graffiti insgesamt,11000000,Berlin,X,"1,248",0,0,2,7,34,43,64,126,190,234,467,135,110,245,200,269,52,8,7,781,2021
