Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5915000,Hamm,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5915000,Hamm,X,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3241001,Hannover,M,18,0,0,0,0,0,0,4,5,9,3,12,0,0,0,0,4,1,1,0,6,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3241001,Hannover,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3241001,Hannover,X,18,0,0,0,0,0,0,4,5,9,3,12,0,0,0,0,4,1,1,0,6,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8221000,Heidelberg,M,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8221000,Heidelberg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8221000,Heidelberg,X,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8121000,Heilbronn,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8121000,Heilbronn,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8121000,Heilbronn,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5916000,Herne,M,4,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,1,0,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5916000,Herne,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5916000,Herne,X,4,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,1,0,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3254021,Hildesheim,M,6,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,3,0,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3254021,Hildesheim,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3254021,Hildesheim,X,6,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,3,0,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9161000,Ingolstadt,M,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9161000,Ingolstadt,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9161000,Ingolstadt,X,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",16053000,Jena,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",16053000,Jena,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",16053000,Jena,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7312000,Kaiserslautern,M,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7312000,Kaiserslautern,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7312000,Kaiserslautern,X,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8212000,Karlsruhe,M,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8212000,Karlsruhe,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8212000,Karlsruhe,X,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",6611000,Kassel,M,14,0,0,0,0,0,0,0,0,0,1,1,4,1,5,3,4,0,1,0,13,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",6611000,Kassel,W,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",6611000,Kassel,X,18,0,0,0,0,0,0,0,0,0,1,1,5,2,7,3,6,0,1,0,17,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",1002000,Kiel,M,8,0,0,0,0,0,0,0,3,3,1,4,1,0,1,3,0,0,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",1002000,Kiel,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",1002000,Kiel,X,8,0,0,0,0,0,0,0,3,3,1,4,1,0,1,3,0,0,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7111000,Koblenz,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7111000,Koblenz,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7111000,Koblenz,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5315000,Köln,M,15,0,0,0,0,0,0,1,2,3,2,5,1,2,3,6,0,1,0,0,10,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5315000,Köln,W,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5315000,Köln,X,16,0,0,0,0,0,0,1,2,3,3,6,1,2,3,6,0,1,0,0,10,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5114000,Krefeld,M,4,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5114000,Krefeld,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5114000,Krefeld,X,4,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",14713000,Leipzig,M,7,0,0,0,0,0,0,0,1,1,3,4,0,0,0,1,1,1,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",14713000,Leipzig,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",14713000,Leipzig,X,7,0,0,0,0,0,0,0,1,1,3,4,0,0,0,1,1,1,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5316000,Leverkusen,M,5,0,0,0,0,0,0,0,1,1,1,2,3,0,3,0,0,0,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5316000,Leverkusen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5316000,Leverkusen,X,5,0,0,0,0,0,0,0,1,1,1,2,3,0,3,0,0,0,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",1003000,Lübeck,M,4,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,2,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",1003000,Lübeck,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",1003000,Lübeck,X,4,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,2,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7314000,Ludwigshafen am Rhein,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7314000,Ludwigshafen am Rhein,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7314000,Ludwigshafen am Rhein,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",15003000,Magdeburg,M,7,0,0,0,0,0,0,0,2,2,3,5,0,0,0,1,0,1,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",15003000,Magdeburg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",15003000,Magdeburg,X,7,0,0,0,0,0,0,0,2,2,3,5,0,0,0,1,0,1,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7315000,Mainz,M,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7315000,Mainz,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",7315000,Mainz,X,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8222000,Mannheim,M,7,0,0,0,0,0,0,0,1,1,3,4,0,0,0,1,2,0,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8222000,Mannheim,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8222000,Mannheim,X,7,0,0,0,0,0,0,0,1,1,3,4,0,0,0,1,2,0,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5170024,Moers,M,2,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5170024,Moers,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5170024,Moers,X,2,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5116000,Mönchengladbach,M,8,0,0,0,0,0,0,1,2,3,1,4,1,2,3,0,1,0,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5116000,Mönchengladbach,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5116000,Mönchengladbach,X,8,0,0,0,0,0,0,1,2,3,1,4,1,2,3,0,1,0,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5117000,Mülheim an der Ruhr,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5117000,Mülheim an der Ruhr,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5117000,Mülheim an der Ruhr,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9162000,München,M,12,0,0,0,0,0,0,1,4,5,1,6,2,0,2,0,3,1,0,0,6,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9162000,München,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9162000,München,X,12,0,0,0,0,0,0,1,4,5,1,6,2,0,2,0,3,1,0,0,6,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5515000,Münster,M,11,0,0,0,0,0,0,0,4,4,3,7,2,1,3,0,1,0,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5515000,Münster,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5515000,Münster,X,11,0,0,0,0,0,0,0,4,4,3,7,2,1,3,0,1,0,0,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5162024,Neuss,M,7,0,0,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5162024,Neuss,W,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5162024,Neuss,X,8,0,0,0,0,0,0,1,3,4,4,8,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9564000,Nürnberg,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9564000,Nürnberg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9564000,Nürnberg,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5119000,Oberhausen,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5119000,Oberhausen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5119000,Oberhausen,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",6413000,Offenbach am Main,M,6,0,0,0,0,0,0,0,2,2,0,2,0,1,1,2,0,0,1,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",6413000,Offenbach am Main,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",6413000,Offenbach am Main,X,6,0,0,0,0,0,0,0,2,2,0,2,0,1,1,2,0,0,1,0,4,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3403000,Oldenburg (Oldenburg),M,4,0,0,0,0,0,0,1,0,1,1,2,0,2,2,0,0,0,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3403000,Oldenburg (Oldenburg),W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3403000,Oldenburg (Oldenburg),X,4,0,0,0,0,0,0,1,0,1,1,2,0,2,2,0,0,0,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3404000,Osnabrück,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3404000,Osnabrück,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3404000,Osnabrück,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5774032,Paderborn,M,6,0,0,0,0,0,0,0,0,0,3,3,1,0,1,1,1,0,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5774032,Paderborn,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5774032,Paderborn,X,6,0,0,0,0,0,0,0,0,0,3,3,1,0,1,1,1,0,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8231000,Pforzheim,M,3,0,0,0,0,2,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8231000,Pforzheim,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8231000,Pforzheim,X,3,0,0,0,0,2,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",12054000,Potsdam,M,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",12054000,Potsdam,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",12054000,Potsdam,X,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5562032,Recklinghausen,M,2,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5562032,Recklinghausen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5562032,Recklinghausen,X,2,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9362000,Regensburg,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9362000,Regensburg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",9362000,Regensburg,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5120000,Remscheid,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5120000,Remscheid,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5120000,Remscheid,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8415061,Reutlingen,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8415061,Reutlingen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8415061,Reutlingen,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",13003000,Rostock,M,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",13003000,Rostock,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",13003000,Rostock,X,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",10041100,Saarbrücken,M,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",10041100,Saarbrücken,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",10041100,Saarbrücken,X,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3102000,Salzgitter,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3102000,Salzgitter,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",3102000,Salzgitter,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",13004000,Schwerin,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",13004000,Schwerin,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",13004000,Schwerin,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5970040,Siegen,M,4,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5970040,Siegen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5970040,Siegen,X,4,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,2,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5122000,Solingen,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5122000,Solingen,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",5122000,Solingen,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8111000,Stuttgart,M,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,3,2021
212000,"Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte",8111000,Stuttgart,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
