Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5378004,Bergisch Gladbach,M,29,0,0,0,0,3,3,6,1,7,9,19,2,1,3,4,3,0,0,0,10,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5378004,Bergisch Gladbach,W,3,0,0,0,0,0,0,2,1,3,0,3,0,0,0,0,0,0,0,0,0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5378004,Bergisch Gladbach,X,32,0,0,0,0,3,3,8,2,10,9,22,2,1,3,4,3,0,0,0,10,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",11000000,Berlin,M,"1,834",0,3,3,7,52,65,176,255,431,273,769,145,130,275,251,338,134,56,11,"1,065",2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",11000000,Berlin,W,146,0,0,0,0,6,6,10,12,22,25,53,3,8,11,23,33,17,6,3,93,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",11000000,Berlin,X,"1,980",0,3,3,7,58,71,186,267,453,298,822,148,138,286,274,371,151,62,14,"1,158",2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5711000,Bielefeld,M,117,0,0,0,2,2,4,7,15,22,18,44,15,12,27,13,21,9,2,1,73,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5711000,Bielefeld,W,10,0,0,0,0,0,0,0,2,2,0,2,0,0,0,4,0,2,1,1,8,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5711000,Bielefeld,X,127,0,0,0,2,2,4,7,17,24,18,46,15,12,27,17,21,11,3,2,81,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5911000,Bochum,M,182,0,0,0,0,3,3,16,30,46,28,77,14,18,32,29,28,8,6,2,105,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5911000,Bochum,W,15,0,0,0,0,0,0,1,0,1,2,3,2,1,3,3,4,1,0,1,12,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5911000,Bochum,X,197,0,0,0,0,3,3,17,30,47,30,80,16,19,35,32,32,9,6,3,117,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5314000,Bonn,M,195,0,0,0,1,2,3,10,21,31,33,67,15,21,36,24,43,19,3,3,128,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5314000,Bonn,W,17,0,0,0,0,0,0,0,1,1,3,4,0,0,0,5,3,4,1,0,13,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5314000,Bonn,X,212,0,0,0,1,2,3,10,22,32,36,71,15,21,36,29,46,23,4,3,141,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5512000,Bottrop,M,30,0,0,0,0,0,0,4,13,17,1,18,1,2,3,1,4,3,1,0,12,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5512000,Bottrop,W,6,0,0,0,0,0,0,3,0,3,0,3,0,0,0,1,1,1,0,0,3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5512000,Bottrop,X,36,0,0,0,0,0,0,7,13,20,1,21,1,2,3,2,5,4,1,0,15,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3101000,Braunschweig,M,91,0,0,0,0,1,1,7,9,16,10,27,8,5,13,25,12,9,3,2,64,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3101000,Braunschweig,W,9,0,0,0,0,1,1,0,1,1,0,2,1,3,4,1,1,1,0,0,7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3101000,Braunschweig,X,100,0,0,0,0,2,2,7,10,17,10,29,9,8,17,26,13,10,3,2,71,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4011000,Bremen,M,386,0,0,1,1,10,12,30,37,67,80,159,27,21,48,59,75,37,7,1,227,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4011000,Bremen,W,22,0,0,0,0,1,1,4,2,6,4,11,1,2,3,4,3,1,0,0,11,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4011000,Bremen,X,408,0,0,1,1,11,13,34,39,73,84,170,28,23,51,63,78,38,7,1,238,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4012000,Bremerhaven,M,105,0,0,0,0,1,1,3,12,15,25,41,11,3,14,15,23,11,1,0,64,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4012000,Bremerhaven,W,13,0,0,0,0,0,0,3,2,5,1,6,1,1,2,2,1,1,0,1,7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",4012000,Bremerhaven,X,118,0,0,0,0,1,1,6,14,20,26,47,12,4,16,17,24,12,1,1,71,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14511000,Chemnitz,M,124,0,0,1,0,3,4,6,17,23,15,42,11,8,19,31,24,8,0,0,82,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14511000,Chemnitz,W,8,0,0,0,0,0,0,1,1,2,0,2,0,1,1,1,3,1,0,0,6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14511000,Chemnitz,X,132,0,0,1,0,3,4,7,18,25,15,44,11,9,20,32,27,9,0,0,88,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",12052000,Cottbus,M,57,0,0,0,0,0,0,1,3,4,10,14,8,5,13,12,13,0,3,2,43,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",12052000,Cottbus,W,4,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,1,0,0,0,1,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",12052000,Cottbus,X,61,0,0,0,0,0,0,1,5,6,11,17,8,5,13,12,14,0,3,2,44,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6411000,Darmstadt,M,60,0,0,0,1,5,6,6,3,9,13,28,4,2,6,8,13,4,1,0,32,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6411000,Darmstadt,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6411000,Darmstadt,X,60,0,0,0,1,5,6,6,3,9,13,28,4,2,6,8,13,4,1,0,32,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5913000,Dortmund,M,357,0,0,3,2,18,23,43,38,81,44,148,32,36,68,46,65,23,6,1,209,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5913000,Dortmund,W,34,0,0,0,0,1,1,3,5,8,6,15,0,2,2,3,7,5,2,0,19,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5913000,Dortmund,X,391,0,0,3,2,19,24,46,43,89,50,163,32,38,70,49,72,28,8,1,228,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14612000,Dresden,M,215,0,0,1,1,2,4,2,6,8,47,59,12,19,31,53,55,12,1,4,156,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14612000,Dresden,W,20,0,0,0,0,0,0,3,1,4,1,5,1,1,2,4,6,1,2,0,15,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",14612000,Dresden,X,235,0,0,1,1,2,4,5,7,12,48,64,13,20,33,57,61,13,3,4,171,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5112000,Duisburg,M,247,0,0,0,4,12,16,42,36,78,44,138,14,13,27,19,40,18,4,1,109,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5112000,Duisburg,W,23,0,0,0,0,1,1,4,1,5,3,9,0,5,5,1,4,3,1,0,14,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5112000,Duisburg,X,270,0,0,0,4,13,17,46,37,83,47,147,14,18,32,20,44,21,5,1,123,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5111000,Düsseldorf,M,268,0,1,1,0,3,5,12,35,47,52,104,20,26,46,40,49,19,8,2,164,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5111000,Düsseldorf,W,28,0,0,0,0,1,1,5,3,8,2,11,3,2,5,1,7,1,2,1,17,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5111000,Düsseldorf,X,296,0,1,1,0,4,6,17,38,55,54,115,23,28,51,41,56,20,10,3,181,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16051000,Erfurt,M,103,0,0,0,0,1,1,4,8,12,25,38,9,5,14,16,24,9,2,0,65,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16051000,Erfurt,W,7,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,2,0,0,0,6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16051000,Erfurt,X,110,0,0,0,0,1,1,4,8,12,26,39,10,5,15,19,26,9,2,0,71,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9562000,Erlangen,M,15,0,0,0,0,0,0,1,2,3,1,4,0,0,0,5,3,1,2,0,11,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9562000,Erlangen,W,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9562000,Erlangen,X,17,0,0,0,0,0,0,1,2,3,2,5,0,0,0,5,3,2,2,0,12,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5113000,Essen,M,345,0,0,1,5,12,18,26,57,83,52,153,28,22,50,47,53,30,10,2,192,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5113000,Essen,W,34,0,0,0,0,1,1,5,4,9,5,15,5,4,9,3,3,2,1,1,19,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5113000,Essen,X,379,0,0,1,5,13,19,31,61,92,57,168,33,26,59,50,56,32,11,3,211,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6412000,Frankfurt am Main,M,473,0,1,2,3,0,6,40,49,89,77,172,33,35,68,77,102,44,9,1,301,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6412000,Frankfurt am Main,W,44,0,0,0,0,0,0,0,3,3,4,7,4,5,9,8,12,5,3,0,37,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6412000,Frankfurt am Main,X,517,0,1,2,3,0,6,40,52,92,81,179,37,40,77,85,114,49,12,1,338,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8311000,Freiburg im Breisgau,M,126,0,0,0,0,1,1,9,8,17,32,50,15,7,22,18,21,6,7,2,76,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8311000,Freiburg im Breisgau,W,11,0,0,0,0,0,0,3,2,5,0,5,0,1,1,3,0,1,1,0,6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8311000,Freiburg im Breisgau,X,137,0,0,0,0,1,1,12,10,22,32,55,15,8,23,21,21,7,8,2,82,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9563000,Fürth,M,36,0,0,4,0,1,5,0,1,1,7,13,1,2,3,8,8,4,0,0,23,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9563000,Fürth,W,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,0,7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9563000,Fürth,X,43,0,0,4,0,1,5,0,1,1,7,13,1,4,5,9,10,5,1,0,30,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5513000,Gelsenkirchen,M,142,0,0,1,0,3,4,19,32,51,21,76,7,8,15,16,15,15,4,1,66,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5513000,Gelsenkirchen,W,10,0,0,0,0,0,0,1,1,2,1,3,1,1,2,0,2,1,1,1,7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5513000,Gelsenkirchen,X,152,0,0,1,0,3,4,20,33,53,22,79,8,9,17,16,17,16,5,2,73,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3159016,Göttingen,M,104,0,0,0,0,5,5,6,12,18,17,40,8,8,16,11,27,6,3,1,64,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3159016,Göttingen,W,16,0,0,0,0,1,1,2,3,5,3,9,1,0,1,1,4,0,1,0,7,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3159016,Göttingen,X,120,0,0,0,0,6,6,8,15,23,20,49,9,8,17,12,31,6,4,1,71,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5914000,Hagen,M,121,0,0,0,1,3,4,2,20,22,27,53,8,17,25,14,15,7,4,3,68,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5914000,Hagen,W,10,0,0,0,0,0,0,0,1,1,0,1,1,1,2,2,2,1,2,0,9,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5914000,Hagen,X,131,0,0,0,1,3,4,2,21,23,27,54,9,18,27,16,17,8,6,3,77,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",15002000,Halle (Saale),M,172,0,0,0,0,6,6,9,18,27,28,61,13,9,22,31,43,13,2,0,111,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",15002000,Halle (Saale),W,12,0,0,0,0,0,0,0,1,1,0,1,1,0,1,5,0,2,3,0,11,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",15002000,Halle (Saale),X,184,0,0,0,0,6,6,9,19,28,28,62,14,9,23,36,43,15,5,0,122,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",2000000,Hamburg,M,"1,078",0,2,2,5,13,22,50,156,206,203,431,75,65,140,185,198,92,28,4,647,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",2000000,Hamburg,W,127,1,0,1,0,3,5,7,11,18,17,40,7,9,16,16,25,24,4,2,87,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",2000000,Hamburg,X,"1,205",1,2,3,5,16,27,57,167,224,220,471,82,74,156,201,223,116,32,6,734,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5915000,Hamm,M,109,0,0,0,0,2,2,8,11,19,25,46,12,9,21,14,18,8,1,1,63,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5915000,Hamm,W,16,0,0,0,0,1,1,3,2,5,1,7,0,0,0,1,5,3,0,0,9,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5915000,Hamm,X,125,0,0,0,0,3,3,11,13,24,26,53,12,9,21,15,23,11,1,1,72,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3241001,Hannover,M,358,0,0,1,1,7,9,15,40,55,46,110,29,15,44,58,85,45,13,3,248,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3241001,Hannover,W,42,0,0,0,0,1,1,2,6,8,6,15,3,1,4,2,7,9,3,2,27,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3241001,Hannover,X,400,0,0,1,1,8,10,17,46,63,52,125,32,16,48,60,92,54,16,5,275,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8221000,Heidelberg,M,66,0,0,0,0,2,2,3,11,14,13,29,10,5,15,11,5,2,4,0,37,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8221000,Heidelberg,W,5,0,0,0,0,2,2,0,1,1,0,3,0,0,0,0,1,1,0,0,2,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8221000,Heidelberg,X,71,0,0,0,0,4,4,3,12,15,13,32,10,5,15,11,6,3,4,0,39,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8121000,Heilbronn,M,44,0,0,0,0,0,0,3,4,7,3,10,2,5,7,9,14,2,2,0,34,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8121000,Heilbronn,W,9,0,0,0,0,0,0,0,1,1,2,3,0,1,1,1,3,1,0,0,6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8121000,Heilbronn,X,53,0,0,0,0,0,0,3,5,8,5,13,2,6,8,10,17,3,2,0,40,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5916000,Herne,M,65,0,0,0,2,8,10,7,8,15,14,39,7,1,8,2,6,4,6,0,26,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5916000,Herne,W,7,0,0,0,0,1,1,0,1,1,1,3,0,0,0,2,1,1,0,0,4,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5916000,Herne,X,72,0,0,0,2,9,11,7,9,16,15,42,7,1,8,4,7,5,6,0,30,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3254021,Hildesheim,M,66,0,0,0,1,3,4,3,5,8,8,20,3,4,7,14,12,4,7,2,46,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3254021,Hildesheim,W,8,0,0,0,0,0,0,1,1,2,0,2,0,1,1,1,2,1,1,0,6,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",3254021,Hildesheim,X,74,0,0,0,1,3,4,4,6,10,8,22,3,5,8,15,14,5,8,2,52,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9161000,Ingolstadt,M,24,0,0,0,0,0,0,1,1,2,6,8,1,1,2,3,7,4,0,0,16,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9161000,Ingolstadt,W,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",9161000,Ingolstadt,X,29,0,0,0,0,0,0,1,1,2,6,8,1,1,2,3,10,4,2,0,21,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16053000,Jena,M,28,0,0,0,0,0,0,0,0,0,4,4,1,1,2,6,14,2,0,0,24,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16053000,Jena,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",16053000,Jena,X,31,0,0,0,0,0,0,0,0,0,4,4,1,1,2,7,16,2,0,0,27,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8212000,Karlsruhe,M,122,0,0,0,0,2,2,5,20,25,19,46,17,10,27,15,21,8,2,3,76,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8212000,Karlsruhe,W,11,0,0,0,0,0,0,0,1,1,1,2,1,0,1,1,2,4,0,1,9,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",8212000,Karlsruhe,X,133,0,0,0,0,2,2,5,21,26,20,48,18,10,28,16,23,12,2,4,85,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6611000,Kassel,M,121,0,0,0,0,0,0,1,12,13,13,26,8,12,20,22,32,15,1,5,95,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6611000,Kassel,W,15,0,0,0,0,0,0,0,0,0,2,2,1,0,1,4,5,3,0,0,13,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",6611000,Kassel,X,136,0,0,0,0,0,0,1,12,13,15,28,9,12,21,26,37,18,1,5,108,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",1002000,Kiel,M,169,0,0,0,0,4,4,12,13,25,34,63,14,17,31,30,25,13,7,0,106,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",1002000,Kiel,W,11,0,0,0,0,0,0,0,1,1,2,3,1,0,1,2,2,3,0,0,8,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",1002000,Kiel,X,180,0,0,0,0,4,4,12,14,26,36,66,15,17,32,32,27,16,7,0,114,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7111000,Koblenz,M,52,0,0,0,0,0,0,2,7,9,7,16,2,7,9,6,13,2,5,1,36,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7111000,Koblenz,W,6,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,1,0,0,1,5,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",7111000,Koblenz,X,58,0,0,0,0,0,0,2,8,10,7,17,3,7,10,8,14,2,5,2,41,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5315000,Köln,M,655,0,0,1,8,21,30,58,81,139,93,262,56,40,96,86,109,73,22,7,393,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5315000,Köln,W,65,0,0,0,0,3,3,3,8,11,2,16,2,4,6,5,20,12,4,2,49,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5315000,Köln,X,720,0,0,1,8,24,33,61,89,150,95,278,58,44,102,91,129,85,26,9,442,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5114000,Krefeld,M,92,0,0,0,0,0,0,9,9,18,13,31,8,9,17,11,18,12,3,0,61,2017
210000,"Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB",5114000,Krefeld,W,9,0,0,0,0,1,1,0,1,1,0,2,1,0,1,1,1,2,2,0,7,2017
