Schluessel,Straftat,Gemeindeschluessel,Stadt,Fallstatus,Oper insgesamt,Opfer maennlich,Opfer weiblich,Opfer - Kinder bis unter 6 Jahre - insgesamt,Opfer - Kinder bis unter 6 Jahre - maennlich,Opfer - Kinder bis unter 6 Jahre - weiblich,Opfer Kinder 6 bis unter 14 Jahre - insgesamt,Opfer Kinder 6 bis unter 14 Jahre - maennlich,Opfer Kinder 6 bis unter 14 Jahre - weiblich,Opfer Kinder bis 14 Jahre- insgesamt,Opfer Kinder bis 14 Jahre- maennlich,Opfer Kinder bis 14 Jahre- weiblich,Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt,Opfer Jugendliche 14 bis unter 18 Jahre - maennlich,Opfer Jugendliche 14 bis unter 18 Jahre - weiblich,Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt,Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich,Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich,Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt,Opfer Erwachsene 21 bis unter 60 Jahre - maennlich,Opfer Erwachsene 21 bis unter 60 Jahre - weiblich,Opfer - Erwachsene 60 Jahre und aelter - insgesamt,Opfer - Erwachsene 60 Jahre und aelter - maennlich,Opfer - Erwachsene 60 Jahre und aelter - weiblich,Opfer Erwachsene - insgesamt,Opfer Erwachsene - maennlich,Opfer Erwachsene - weiblich,Jahr
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8111000,Stuttgart,voll.,1903,1523,380,8,6,2,46,29,17,54,35,19,138,102,36,279,237,42,1390,1115,275,42,34,8,1432,1149,283,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",7211000,Trier,voll.,283,212,71,1,1,0,7,4,3,8,5,3,26,20,6,53,40,13,190,143,47,6,4,2,196,147,49,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8421000,Ulm,voll.,298,238,60,3,3,0,9,7,2,12,10,2,16,13,3,54,49,5,202,160,42,14,6,8,216,166,50,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",6414000,Wiesbaden,voll.,877,599,278,3,1,2,36,22,14,39,23,16,112,75,37,103,81,22,580,394,186,43,26,17,623,420,203,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3103000,Wolfsburg,voll.,230,190,40,0,0,0,12,8,4,12,8,4,19,17,2,24,20,4,171,143,28,4,2,2,175,145,30,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5124000,Wuppertal,voll.,925,671,254,3,2,1,52,31,21,55,33,22,93,66,27,144,112,32,612,443,169,21,17,4,633,460,173,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9663000,W rzburg,voll.,317,258,59,0,0,0,7,5,2,7,5,2,33,29,4,61,52,9,202,163,39,14,9,5,216,172,44,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5334002,Aachen,vers.,117,75,42,1,0,1,1,1,0,2,1,1,10,6,4,10,6,4,88,58,30,7,4,3,95,62,33,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9761000,Augsburg,vers.,191,137,54,1,0,1,6,4,2,7,4,3,12,11,1,18,9,9,148,108,40,6,5,1,154,113,41,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5378004,Bergisch Gladbach,vers.,30,18,12,0,0,0,2,1,1,2,1,1,1,1,0,3,3,0,17,8,9,7,5,2,24,13,11,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",11000000,Berlin,vers.,2565,1890,675,36,17,19,91,53,38,127,70,57,124,88,36,124,84,40,2059,1567,492,131,81,50,2190,1648,542,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5711000,Bielefeld,vers.,102,60,42,0,0,0,0,0,0,0,0,0,7,5,2,7,3,4,82,48,34,6,4,2,88,52,36,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5911000,Bochum,vers.,168,121,47,1,1,0,7,5,2,8,6,2,7,5,2,12,10,2,135,96,39,6,4,2,141,100,41,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5314000,Bonn,vers.,106,72,34,0,0,0,2,2,0,2,2,0,8,5,3,5,4,1,84,58,26,7,3,4,91,61,30,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5512000,Bottrop,vers.,32,24,8,0,0,0,0,0,0,0,0,0,5,5,0,5,3,2,21,16,5,1,0,1,22,16,6,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3101000,Braunschweig,vers.,87,64,23,1,0,1,2,1,1,3,1,2,3,1,2,9,7,2,67,51,16,5,4,1,72,55,17,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",4011000,Bremen,vers.,194,157,37,0,0,0,5,3,2,5,3,2,10,9,1,25,21,4,146,118,28,8,6,2,154,124,30,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",4012000,Bremerhaven,vers.,28,21,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,26,20,6,0,0,0,26,20,6,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",14511000,Chemnitz,vers.,91,71,20,1,1,0,1,1,0,2,2,0,5,3,2,9,7,2,72,57,15,3,2,1,75,59,16,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",12052000,Cottbus,vers.,63,37,26,1,1,0,0,0,0,1,1,0,8,5,3,9,7,2,41,22,19,4,2,2,45,24,21,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",6411000,Darmstadt,vers.,30,18,12,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,25,15,10,2,1,1,27,16,11,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5913000,Dortmund,vers.,336,239,97,1,0,1,5,3,2,6,3,3,19,11,8,43,28,15,251,187,64,17,10,7,268,197,71,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",14612000,Dresden,vers.,237,193,44,2,1,1,6,5,1,8,6,2,13,11,2,20,16,4,181,151,30,15,9,6,196,160,36,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5112000,Duisburg,vers.,192,131,61,0,0,0,4,2,2,4,2,2,6,4,2,14,6,8,154,111,43,14,8,6,168,119,49,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5111000,D sseldorf,vers.,347,285,62,1,1,0,7,6,1,8,7,1,13,12,1,14,10,4,307,253,54,5,3,2,312,256,56,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",16051000,Erfurt,vers.,132,105,27,0,0,0,6,3,3,6,3,3,10,8,2,11,9,2,100,81,19,5,4,1,105,85,20,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9562000,Erlangen,vers.,18,13,5,0,0,0,1,1,0,1,1,0,2,1,1,0,0,0,15,11,4,0,0,0,15,11,4,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5113000,Essen,vers.,172,107,65,0,0,0,3,1,2,3,1,2,7,3,4,13,8,5,136,90,46,13,5,8,149,95,54,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",6412000,Frankfurt am Main,vers.,320,230,90,4,2,2,8,2,6,12,4,8,11,8,3,19,13,6,265,197,68,13,8,5,278,205,73,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8311000,Freiburg im Breisgau,vers.,139,115,24,17,16,1,0,0,0,17,16,1,3,3,0,9,8,1,108,87,21,2,1,1,110,88,22,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9563000,F rth,vers.,14,11,3,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,10,7,3,1,1,0,11,8,3,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5513000,Gelsenkirchen,vers.,91,62,29,1,0,1,3,2,1,4,2,2,6,6,0,6,4,2,73,49,24,2,1,1,75,50,25,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3159016,G ttingen,vers.,55,43,12,0,0,0,3,3,0,3,3,0,1,0,1,4,2,2,41,32,9,6,6,0,47,38,9,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5914000,Hagen,vers.,58,43,15,2,2,0,4,4,0,6,6,0,2,2,0,3,3,0,44,29,15,3,3,0,47,32,15,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",15002000,Halle (Saale),vers.,187,143,44,1,1,0,10,4,6,11,5,6,8,5,3,20,15,5,141,115,26,7,3,4,148,118,30,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",2000000,Hamburg,vers.,764,571,193,2,2,0,24,19,5,26,21,5,20,16,4,38,23,15,645,488,157,35,23,12,680,511,169,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5915000,Hamm,vers.,68,46,22,1,1,0,0,0,0,1,1,0,1,0,1,5,1,4,57,41,16,4,3,1,61,44,17,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3241001,Hannover,vers.,292,209,83,3,1,2,3,1,2,6,2,4,9,6,3,28,14,14,239,180,59,10,7,3,249,187,62,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8221000,Heidelberg,vers.,60,45,15,1,1,0,1,1,0,2,2,0,4,3,1,6,6,0,47,34,13,1,0,1,48,34,14,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8121000,Heilbronn,vers.,46,29,17,1,0,1,1,0,1,2,0,2,0,0,0,5,5,0,34,21,13,5,3,2,39,24,15,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5916000,Herne,vers.,73,44,29,0,0,0,3,1,2,3,1,2,5,2,3,8,6,2,56,34,22,1,1,0,57,35,22,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3254021,Hildesheim,vers.,43,29,14,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,36,24,12,3,2,1,39,26,13,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9161000,Ingolstadt,vers.,71,60,11,0,0,0,1,1,0,1,1,0,0,0,0,3,3,0,63,54,9,4,2,2,67,56,11,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",16053000,Jena,vers.,70,59,11,0,0,0,1,1,0,1,1,0,2,1,1,8,8,0,58,48,10,1,1,0,59,49,10,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8212000,Karlsruhe,vers.,96,73,23,1,1,0,2,1,1,3,2,1,4,3,1,9,9,0,78,58,20,2,1,1,80,59,21,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",6611000,Kassel,vers.,70,51,19,1,1,0,3,2,1,4,3,1,2,1,1,7,6,1,56,40,16,1,1,0,57,41,16,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",1002000,Kiel,vers.,78,60,18,1,1,0,3,1,2,4,2,2,6,6,0,4,2,2,59,49,10,5,1,4,64,50,14,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",7111000,Koblenz,vers.,53,41,12,0,0,0,1,0,1,1,0,1,9,6,3,3,1,2,37,31,6,3,3,0,40,34,6,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5315000,K ln,vers.,809,548,261,5,2,3,19,13,6,24,15,9,41,25,16,41,27,14,648,440,208,55,41,14,703,481,222,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5114000,Krefeld,vers.,87,53,34,0,0,0,1,1,0,1,1,0,7,4,3,4,2,2,68,42,26,7,4,3,75,46,29,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",14713000,Leipzig,vers.,230,163,67,1,0,1,20,12,8,21,12,9,8,5,3,8,7,1,185,134,51,8,5,3,193,139,54,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5316000,Leverkusen,vers.,105,67,38,2,1,1,5,3,2,7,4,3,4,4,0,7,2,5,77,50,27,10,7,3,87,57,30,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",1003000,L beck,vers.,117,74,43,1,1,0,4,1,3,5,2,3,10,5,5,7,5,2,83,55,28,12,7,5,95,62,33,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",7314000,Ludwigshafen am Rhein,vers.,96,66,30,1,0,1,4,2,2,5,2,3,3,3,0,8,6,2,74,51,23,6,4,2,80,55,25,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",15003000,Magdeburg,vers.,137,92,45,2,2,0,13,6,7,15,8,7,17,8,9,7,7,0,90,65,25,8,4,4,98,69,29,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",7315000,Mainz,vers.,114,74,40,2,1,1,4,3,1,6,4,2,7,2,5,6,4,2,91,61,30,4,3,1,95,64,31,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8222000,Mannheim,vers.,176,117,59,2,1,1,27,14,13,29,15,14,7,4,3,10,6,4,124,87,37,6,5,1,130,92,38,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5170024,Moers,vers.,25,19,6,0,0,0,0,0,0,0,0,0,3,2,1,3,3,0,15,11,4,4,3,1,19,14,5,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5116000,M nchengladbach,vers.,61,38,23,0,0,0,1,0,1,1,0,1,9,5,4,5,4,1,40,23,17,6,6,0,46,29,17,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5117000,M lheim an der Ruhr,vers.,51,32,19,0,0,0,2,2,0,2,2,0,5,3,2,5,4,1,32,18,14,7,5,2,39,23,16,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9162000,M nchen,vers.,587,441,146,4,2,2,6,6,0,10,8,2,21,15,6,44,31,13,475,364,111,37,23,14,512,387,125,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5515000,M nster,vers.,116,86,30,1,0,1,2,0,2,3,0,3,8,8,0,11,9,2,90,66,24,4,3,1,94,69,25,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5162024,Neuss,vers.,48,31,17,0,0,0,1,0,1,1,0,1,0,0,0,2,1,1,45,30,15,0,0,0,45,30,15,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9564000,N rnberg,vers.,204,152,52,4,3,1,5,5,0,9,8,1,16,14,2,17,11,6,150,113,37,12,6,6,162,119,43,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5119000,Oberhausen,vers.,69,49,20,0,0,0,1,1,0,1,1,0,3,2,1,2,1,1,61,44,17,2,1,1,63,45,18,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",6413000,Offenbach am Main,vers.,49,30,19,0,0,0,4,1,3,4,1,3,0,0,0,1,0,1,42,27,15,2,2,0,44,29,15,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3403000,Oldenburg (Oldenburg),vers.,42,31,11,0,0,0,0,0,0,0,0,0,3,1,2,8,4,4,30,25,5,1,1,0,31,26,5,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3404000,Osnabr ck,vers.,59,40,19,0,0,0,1,1,0,1,1,0,6,3,3,7,4,3,43,31,12,2,1,1,45,32,13,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5774032,Paderborn,vers.,51,36,15,0,0,0,2,1,1,2,1,1,3,3,0,5,5,0,38,26,12,3,1,2,41,27,14,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8231000,Pforzheim,vers.,24,17,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,17,12,5,5,3,2,22,15,7,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",12054000,Potsdam,vers.,63,42,21,2,2,0,3,2,1,5,4,1,5,3,2,6,5,1,41,26,15,6,4,2,47,30,17,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5562032,Recklinghausen,vers.,62,42,20,0,0,0,0,0,0,0,0,0,7,4,3,4,2,2,50,36,14,1,0,1,51,36,15,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9362000,Regensburg,vers.,77,61,16,1,1,0,2,2,0,3,3,0,3,3,0,3,3,0,67,51,16,1,1,0,68,52,16,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5120000,Remscheid,vers.,44,35,9,1,0,1,5,5,0,6,5,1,7,6,1,5,2,3,25,21,4,1,1,0,26,22,4,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8415061,Reutlingen,vers.,27,20,7,0,0,0,0,0,0,0,0,0,2,2,0,7,7,0,18,11,7,0,0,0,18,11,7,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",13003000,Rostock,vers.,120,93,27,0,0,0,8,7,1,8,7,1,12,9,3,14,13,1,82,61,21,4,3,1,86,64,22,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",10041100,Saarbr cken,vers.,142,91,51,3,3,0,20,11,9,23,14,9,8,4,4,11,8,3,87,58,29,13,7,6,100,65,35,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3102000,Salzgitter,vers.,25,19,6,1,1,0,1,1,0,2,2,0,1,1,0,7,4,3,14,12,2,1,0,1,15,12,3,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",13004000,Schwerin,vers.,54,37,17,1,1,0,8,5,3,9,6,3,6,3,3,9,4,5,28,23,5,2,1,1,30,24,6,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5970040,Siegen,vers.,32,26,6,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,26,20,6,1,1,0,27,21,6,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5122000,Solingen,vers.,30,21,9,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,22,15,7,2,2,0,24,17,7,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8111000,Stuttgart,vers.,460,386,74,12,11,1,11,6,5,23,17,6,14,6,8,23,19,4,389,337,52,11,7,4,400,344,56,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",7211000,Trier,vers.,37,21,16,0,0,0,0,0,0,0,0,0,5,2,3,4,1,3,26,17,9,2,1,1,28,18,10,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",8421000,Ulm,vers.,34,27,7,0,0,0,1,0,1,1,0,1,0,0,0,2,2,0,30,24,6,1,1,0,31,25,6,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",6414000,Wiesbaden,vers.,65,40,25,1,0,1,2,0,2,3,0,3,1,1,0,2,2,0,57,36,21,2,1,1,59,37,22,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3103000,Wolfsburg,vers.,34,25,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,29,22,7,2,0,2,31,22,9,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5124000,Wuppertal,vers.,156,106,50,1,1,0,5,3,2,6,4,2,9,7,2,10,7,3,124,84,40,7,4,3,131,88,43,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9663000,W rzburg,vers.,46,36,10,1,1,0,1,1,0,2,2,0,8,8,0,4,3,1,31,22,9,1,1,0,32,23,9,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5334002,Aachen,insg.,814,569,245,1,0,1,30,18,12,31,18,13,87,58,29,118,90,28,550,382,168,28,21,7,578,403,175,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",9761000,Augsburg,insg.,873,650,223,3,1,2,28,18,10,31,19,12,61,40,21,112,85,27,642,488,154,27,18,9,669,506,163,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5378004,Bergisch Gladbach,insg.,196,137,59,0,0,0,8,3,5,8,3,5,32,25,7,32,26,6,110,74,36,14,9,5,124,83,41,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",11000000,Berlin,insg.,13355,10051,3304,95,60,35,589,411,178,684,471,213,1135,818,317,1153,892,261,9852,7528,2324,531,342,189,10383,7870,2513,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5711000,Bielefeld,insg.,687,481,206,1,1,0,21,14,7,22,15,7,55,40,15,74,46,28,507,361,146,29,19,10,536,380,156,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5911000,Bochum,insg.,1231,875,356,3,2,1,91,55,36,94,57,37,129,98,31,131,96,35,828,593,235,49,31,18,877,624,253,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5314000,Bonn,insg.,898,633,265,4,3,1,27,17,10,31,20,11,80,51,29,88,66,22,667,474,193,32,22,10,699,496,203,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5512000,Bottrop,insg.,247,179,68,0,0,0,8,3,5,8,3,5,28,19,9,38,28,10,163,122,41,10,7,3,173,129,44,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",3101000,Braunschweig,insg.,716,532,184,5,2,3,28,21,7,33,23,10,62,44,18,98,78,20,500,369,131,23,18,5,523,387,136,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",4011000,Bremen,insg.,1849,1445,404,3,2,1,49,32,17,52,34,18,151,120,31,320,265,55,1257,973,284,69,53,16,1326,1026,300,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",4012000,Bremerhaven,insg.,431,328,103,3,2,1,12,9,3,15,11,4,34,26,8,55,40,15,312,242,70,15,9,6,327,251,76,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",14511000,Chemnitz,insg.,605,462,143,2,1,1,16,9,7,18,10,8,67,47,20,79,63,16,409,322,87,32,20,12,441,342,99,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",12052000,Cottbus,insg.,337,241,96,4,3,1,11,9,2,15,12,3,41,28,13,49,37,12,217,153,64,15,11,4,232,164,68,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",6411000,Darmstadt,insg.,402,301,101,4,2,2,25,17,8,29,19,10,30,21,9,50,41,9,282,212,70,11,8,3,293,220,73,2018
222000,"Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB",5913000,Dortmund,insg.,2497,1786,711,4,2,2,122,81,41,126,83,43,245,147,98,325,217,108,1700,1269,431,101,70,31,1801,1339,462,2018
