Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5117000;M lheim an der Ruhr;voll.;39;33;6;0;0;0;4;4;0;4;4;0;13;12;1;7;7;0;12;9;3;3;1;2;15;10;5
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5117000;M lheim an der Ruhr;vers.;15;13;2;0;0;0;0;0;0;0;0;0;6;6;0;2;2;0;6;5;1;1;0;1;7;5;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5117000;M lheim an der Ruhr;insg.;54;46;8;0;0;0;4;4;0;4;4;0;19;18;1;9;9;0;18;14;4;4;1;3;22;15;7
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9162000;M nchen;voll.;130;113;17;0;0;0;8;8;0;8;8;0;31;26;5;19;16;3;67;60;7;5;3;2;72;63;9
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9162000;M nchen;vers.;26;24;2;0;0;0;3;3;0;3;3;0;5;4;1;3;3;0;12;12;0;3;2;1;15;14;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9162000;M nchen;insg.;156;137;19;0;0;0;11;11;0;11;11;0;36;30;6;22;19;3;79;72;7;8;5;3;87;77;10
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5515000;M nster;voll.;81;66;15;0;0;0;0;0;0;0;0;0;10;9;1;12;10;2;52;44;8;7;3;4;59;47;12
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5515000;M nster;vers.;15;13;2;0;0;0;0;0;0;0;0;0;6;5;1;2;1;1;7;7;0;0;0;0;7;7;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5515000;M nster;insg.;96;79;17;0;0;0;0;0;0;0;0;0;16;14;2;14;11;3;59;51;8;7;3;4;66;54;12
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5162024;Neuss;voll.;48;39;9;0;0;0;1;1;0;1;1;0;8;8;0;9;7;2;27;23;4;3;0;3;30;23;7
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5162024;Neuss;vers.;8;5;3;0;0;0;1;0;1;1;0;1;2;1;1;3;3;0;1;0;1;1;1;0;2;1;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5162024;Neuss;insg.;56;44;12;0;0;0;2;1;1;2;1;1;10;9;1;12;10;2;28;23;5;4;1;3;32;24;8
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9564000;N rnberg;voll.;75;62;13;0;0;0;3;3;0;3;3;0;4;4;0;5;4;1;54;49;5;9;2;7;63;51;12
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9564000;N rnberg;vers.;26;17;9;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;21;15;6;3;1;2;24;16;8
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9564000;N rnberg;insg.;101;79;22;0;0;0;5;4;1;5;4;1;4;4;0;5;4;1;75;64;11;12;3;9;87;67;20
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5119000;Oberhausen;voll.;55;47;8;0;0;0;9;9;0;9;9;0;15;14;1;5;3;2;22;20;2;4;1;3;26;21;5
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5119000;Oberhausen;vers.;16;10;6;0;0;0;0;0;0;0;0;0;7;3;4;3;3;0;6;4;2;0;0;0;6;4;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5119000;Oberhausen;insg.;71;57;14;0;0;0;9;9;0;9;9;0;22;17;5;8;6;2;28;24;4;4;1;3;32;25;7
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;6413000;Offenbach am Main;voll.;38;34;4;0;0;0;1;1;0;1;1;0;4;4;0;2;2;0;30;27;3;1;0;1;31;27;4
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;6413000;Offenbach am Main;vers.;12;11;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;9;9;0;1;0;1;10;9;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;6413000;Offenbach am Main;insg.;50;45;5;0;0;0;2;2;0;2;2;0;5;5;0;2;2;0;39;36;3;2;0;2;41;36;5
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3403000;Oldenburg (Oldenburg);voll.;33;29;4;0;0;0;0;0;0;0;0;0;11;9;2;7;7;0;13;12;1;2;1;1;15;13;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3403000;Oldenburg (Oldenburg);vers.;10;6;4;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;7;5;2;0;0;0;7;5;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3403000;Oldenburg (Oldenburg);insg.;43;35;8;0;0;0;0;0;0;0;0;0;13;9;4;8;8;0;20;17;3;2;1;1;22;18;4
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3404000;Osnabr ck;voll.;38;30;8;0;0;0;0;0;0;0;0;0;2;2;0;9;7;2;26;20;6;1;1;0;27;21;6
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3404000;Osnabr ck;vers.;15;12;3;0;0;0;2;2;0;2;2;0;1;1;0;4;4;0;7;4;3;1;1;0;8;5;3
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3404000;Osnabr ck;insg.;53;42;11;0;0;0;2;2;0;2;2;0;3;3;0;13;11;2;33;24;9;2;2;0;35;26;9
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5774032;Paderborn;voll.;24;18;6;0;0;0;2;2;0;2;2;0;3;2;1;5;5;0;12;9;3;2;0;2;14;9;5
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5774032;Paderborn;vers.;11;8;3;0;0;0;0;0;0;0;0;0;3;2;1;1;1;0;6;5;1;1;0;1;7;5;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5774032;Paderborn;insg.;35;26;9;0;0;0;2;2;0;2;2;0;6;4;2;6;6;0;18;14;4;3;0;3;21;14;7
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8231000;Pforzheim;voll.;27;24;3;0;0;0;0;0;0;0;0;0;2;2;0;6;6;0;17;16;1;2;0;2;19;16;3
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8231000;Pforzheim;vers.;13;11;2;0;0;0;1;1;0;1;1;0;3;3;0;1;1;0;7;5;2;1;1;0;8;6;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8231000;Pforzheim;insg.;40;35;5;0;0;0;1;1;0;1;1;0;5;5;0;7;7;0;24;21;3;3;1;2;27;22;5
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;12054000;Potsdam;voll.;47;42;5;0;0;0;1;1;0;1;1;0;11;10;1;10;10;0;23;19;4;2;2;0;25;21;4
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;12054000;Potsdam;vers.;16;12;4;0;0;0;1;1;0;1;1;0;1;1;0;3;3;0;10;6;4;1;1;0;11;7;4
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;12054000;Potsdam;insg.;63;54;9;0;0;0;2;2;0;2;2;0;12;11;1;13;13;0;33;25;8;3;3;0;36;28;8
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5562032;Recklinghausen;voll.;17;14;3;0;0;0;1;1;0;1;1;0;4;3;1;2;2;0;8;7;1;2;1;1;10;8;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5562032;Recklinghausen;vers.;3;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;0;0;0;2;1;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5562032;Recklinghausen;insg.;20;16;4;0;0;0;1;1;0;1;1;0;5;4;1;2;2;0;10;8;2;2;1;1;12;9;3
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9362000;Regensburg;voll.;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;4;2;0;0;0;6;4;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9362000;Regensburg;vers.;3;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;0;0;0;2;1;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9362000;Regensburg;insg.;10;7;3;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;8;5;3;0;0;0;8;5;3
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5120000;Remscheid;voll.;11;11;0;0;0;0;1;1;0;1;1;0;2;2;0;1;1;0;7;7;0;0;0;0;7;7;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5120000;Remscheid;vers.;3;2;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;2;0;0;0;0;2;2;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5120000;Remscheid;insg.;14;13;1;0;0;0;1;1;0;1;1;0;3;2;1;1;1;0;9;9;0;0;0;0;9;9;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8415061;Reutlingen;voll.;13;11;2;0;0;0;1;1;0;1;1;0;2;2;0;1;1;0;8;6;2;1;1;0;9;7;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8415061;Reutlingen;vers.;3;2;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;1;1;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8415061;Reutlingen;insg.;16;13;3;0;0;0;1;1;0;1;1;0;3;2;1;2;2;0;9;7;2;1;1;0;10;8;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;13003000;Rostock;voll.;54;46;8;0;0;0;7;5;2;7;5;2;5;5;0;9;8;1;28;26;2;5;2;3;33;28;5
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;13003000;Rostock;vers.;23;16;7;0;0;0;5;5;0;5;5;0;7;5;2;1;1;0;9;5;4;1;0;1;10;5;5
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;13003000;Rostock;insg.;77;62;15;0;0;0;12;10;2;12;10;2;12;10;2;10;9;1;37;31;6;6;2;4;43;33;10
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;10041100;Saarbr cken;voll.;80;65;15;0;0;0;3;3;0;3;3;0;20;19;1;6;5;1;46;34;12;5;4;1;51;38;13
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;10041100;Saarbr cken;vers.;10;7;3;0;0;0;1;1;0;1;1;0;1;1;0;2;1;1;6;4;2;0;0;0;6;4;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;10041100;Saarbr cken;insg.;90;72;18;0;0;0;4;4;0;4;4;0;21;20;1;8;6;2;52;38;14;5;4;1;57;42;15
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3102000;Salzgitter;voll.;5;5;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;3;3;0;0;0;0;3;3;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3102000;Salzgitter;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3102000;Salzgitter;insg.;6;5;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;4;3;1;0;0;0;4;3;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;13004000;Schwerin;voll.;21;18;3;0;0;0;3;3;0;3;3;0;3;3;0;0;0;0;15;12;3;0;0;0;15;12;3
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;13004000;Schwerin;vers.;6;5;1;0;0;0;0;0;0;0;0;0;2;2;0;2;1;1;1;1;0;1;1;0;2;2;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;13004000;Schwerin;insg.;27;23;4;0;0;0;3;3;0;3;3;0;5;5;0;2;1;1;16;13;3;1;1;0;17;14;3
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5970040;Siegen;voll.;7;5;2;0;0;0;0;0;0;0;0;0;3;2;1;1;1;0;3;2;1;0;0;0;3;2;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5970040;Siegen;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5970040;Siegen;insg.;8;5;3;0;0;0;0;0;0;0;0;0;3;2;1;1;1;0;4;2;2;0;0;0;4;2;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5122000;Solingen;voll.;22;15;7;0;0;0;1;0;1;1;0;1;7;5;2;1;1;0;11;7;4;2;2;0;13;9;4
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5122000;Solingen;vers.;7;7;0;0;0;0;1;1;0;1;1;0;3;3;0;1;1;0;2;2;0;0;0;0;2;2;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5122000;Solingen;insg.;29;22;7;0;0;0;2;1;1;2;1;1;10;8;2;2;2;0;13;9;4;2;2;0;15;11;4
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8111000;Stuttgart;voll.;190;164;26;0;0;0;9;6;3;9;6;3;26;24;2;34;31;3;112;96;16;9;7;2;121;103;18
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8111000;Stuttgart;vers.;73;64;9;0;0;0;2;1;1;2;1;1;12;11;1;14;14;0;41;35;6;4;3;1;45;38;7
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8111000;Stuttgart;insg.;263;228;35;0;0;0;11;7;4;11;7;4;38;35;3;48;45;3;153;131;22;13;10;3;166;141;25
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;7211000;Trier;voll.;15;12;3;0;0;0;2;2;0;2;2;0;0;0;0;1;1;0;12;9;3;0;0;0;12;9;3
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;7211000;Trier;vers.;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;4;4;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;7211000;Trier;insg.;19;16;3;0;0;0;2;2;0;2;2;0;0;0;0;1;1;0;16;13;3;0;0;0;16;13;3
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8421000;Ulm;voll.;27;22;5;0;0;0;1;1;0;1;1;0;6;4;2;3;3;0;17;14;3;0;0;0;17;14;3
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8421000;Ulm;vers.;9;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;2;0;0;0;9;7;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;8421000;Ulm;insg.;36;29;7;0;0;0;1;1;0;1;1;0;6;4;2;3;3;0;26;21;5;0;0;0;26;21;5
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;6414000;Wiesbaden;voll.;70;60;10;0;0;0;8;8;0;8;8;0;20;15;5;7;6;1;32;29;3;3;2;1;35;31;4
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;6414000;Wiesbaden;vers.;24;19;5;0;0;0;3;1;2;3;1;2;14;13;1;1;1;0;4;3;1;2;1;1;6;4;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;6414000;Wiesbaden;insg.;94;79;15;0;0;0;11;9;2;11;9;2;34;28;6;8;7;1;36;32;4;5;3;2;41;35;6
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3103000;Wolfsburg;voll.;9;8;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;6;6;0;1;0;1;7;6;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3103000;Wolfsburg;vers.;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;5;4;1;0;0;0;5;4;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;3103000;Wolfsburg;insg.;16;14;2;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;11;10;1;1;0;1;12;10;2
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5124000;Wuppertal;voll.;96;72;24;0;0;0;10;6;4;10;6;4;15;10;5;11;11;0;55;42;13;5;3;2;60;45;15
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5124000;Wuppertal;vers.;15;8;7;0;0;0;3;1;2;3;1;2;1;1;0;1;1;0;10;5;5;0;0;0;10;5;5
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;5124000;Wuppertal;insg.;111;80;31;0;0;0;13;7;6;13;7;6;16;11;5;12;12;0;65;47;18;5;3;2;70;50;20
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9663000;W rzburg;voll.;3;3;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;0;1;1;0
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9663000;W rzburg;vers.;4;3;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;1;0;0;0;2;1;1
217000;Sonstige Raub berf lle auf Stra en, Wegen oder Pl tzen;9663000;W rzburg;insg.;7;6;1;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;3;2;1;0;0;0;3;2;1
219000;Raub berf lle in Wohnungen;5334002;Aachen;voll.;11;8;3;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;5;5;0;4;1;3;9;6;3
219000;Raub berf lle in Wohnungen;5334002;Aachen;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0
219000;Raub berf lle in Wohnungen;5334002;Aachen;insg.;12;9;3;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;5;5;0;5;2;3;10;7;3
219000;Raub berf lle in Wohnungen;9761000;Augsburg;voll.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;0;0;0;0;2;2;0
219000;Raub berf lle in Wohnungen;9761000;Augsburg;vers.;2;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;9761000;Augsburg;insg.;5;3;2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;3;3;0;0;0;0;3;3;0
219000;Raub berf lle in Wohnungen;5378004;Bergisch Gladbach;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;1
219000;Raub berf lle in Wohnungen;5378004;Bergisch Gladbach;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
219000;Raub berf lle in Wohnungen;5378004;Bergisch Gladbach;insg.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;3;1;2
219000;Raub berf lle in Wohnungen;11000000;Berlin;voll.;187;125;62;1;1;0;1;1;0;2;2;0;3;3;0;9;9;0;128;88;40;45;23;22;173;111;62
219000;Raub berf lle in Wohnungen;11000000;Berlin;vers.;60;33;27;0;0;0;0;0;0;0;0;0;3;2;1;3;3;0;36;23;13;18;5;13;54;28;26
219000;Raub berf lle in Wohnungen;11000000;Berlin;insg.;247;158;89;1;1;0;1;1;0;2;2;0;6;5;1;12;12;0;164;111;53;63;28;35;227;139;88
219000;Raub berf lle in Wohnungen;5711000;Bielefeld;voll.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;5711000;Bielefeld;vers.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;3;2;1
219000;Raub berf lle in Wohnungen;5711000;Bielefeld;insg.;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4;3;1;0;0;0;4;3;1
219000;Raub berf lle in Wohnungen;5911000;Bochum;voll.;17;10;7;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;11;9;2;4;1;3;15;10;5
219000;Raub berf lle in Wohnungen;5911000;Bochum;vers.;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;0;1;4;2;2
219000;Raub berf lle in Wohnungen;5911000;Bochum;insg.;21;12;9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;14;11;3;5;1;4;19;12;7
219000;Raub berf lle in Wohnungen;5314000;Bonn;voll.;16;10;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;13;9;4;2;1;1;15;10;5
219000;Raub berf lle in Wohnungen;5314000;Bonn;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;5314000;Bonn;insg.;17;11;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;14;10;4;2;1;1;16;11;5
219000;Raub berf lle in Wohnungen;5512000;Bottrop;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
219000;Raub berf lle in Wohnungen;5512000;Bottrop;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5512000;Bottrop;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
219000;Raub berf lle in Wohnungen;3101000;Braunschweig;voll.;10;4;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;1;3;5;2;3;9;3;6
219000;Raub berf lle in Wohnungen;3101000;Braunschweig;vers.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;3;2;1
219000;Raub berf lle in Wohnungen;3101000;Braunschweig;insg.;13;6;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;2;4;6;3;3;12;5;7
219000;Raub berf lle in Wohnungen;4011000;Bremen;voll.;23;17;6;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;12;9;3;7;4;3;19;13;6
219000;Raub berf lle in Wohnungen;4011000;Bremen;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;4011000;Bremen;insg.;24;17;7;0;0;0;0;0;0;0;0;0;2;2;0;3;2;1;12;9;3;7;4;3;19;13;6
219000;Raub berf lle in Wohnungen;4012000;Bremerhaven;voll.;13;10;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;5;3;2;6;5;1;11;8;3
219000;Raub berf lle in Wohnungen;4012000;Bremerhaven;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;4012000;Bremerhaven;insg.;14;11;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;6;4;2;6;5;1;12;9;3
219000;Raub berf lle in Wohnungen;14511000;Chemnitz;voll.;17;9;8;2;1;1;0;0;0;2;1;1;1;1;0;1;1;0;10;6;4;3;0;3;13;6;7
219000;Raub berf lle in Wohnungen;14511000;Chemnitz;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;14511000;Chemnitz;insg.;17;9;8;2;1;1;0;0;0;2;1;1;1;1;0;1;1;0;10;6;4;3;0;3;13;6;7
219000;Raub berf lle in Wohnungen;12052000;Cottbus;voll.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;0;1;4;3;1
219000;Raub berf lle in Wohnungen;12052000;Cottbus;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;12052000;Cottbus;insg.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;1;0;1;5;4;1
219000;Raub berf lle in Wohnungen;6411000;Darmstadt;voll.;4;3;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;2;1;3;2;1
219000;Raub berf lle in Wohnungen;6411000;Darmstadt;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;6411000;Darmstadt;insg.;4;3;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;2;1;3;2;1
219000;Raub berf lle in Wohnungen;5913000;Dortmund;voll.;34;12;22;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;20;11;9;11;1;10;31;12;19
219000;Raub berf lle in Wohnungen;5913000;Dortmund;vers.;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;3;2;1;2;0;2;5;2;3
219000;Raub berf lle in Wohnungen;5913000;Dortmund;insg.;41;16;25;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;23;13;10;13;1;12;36;14;22
219000;Raub berf lle in Wohnungen;14612000;Dresden;voll.;30;23;7;0;0;0;0;0;0;0;0;0;1;1;0;4;3;1;23;17;6;2;2;0;25;19;6
219000;Raub berf lle in Wohnungen;14612000;Dresden;vers.;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;4;0;0;0;7;3;4
219000;Raub berf lle in Wohnungen;14612000;Dresden;insg.;37;26;11;0;0;0;0;0;0;0;0;0;1;1;0;4;3;1;30;20;10;2;2;0;32;22;10
219000;Raub berf lle in Wohnungen;5112000;Duisburg;voll.;18;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;6;7;2;5;18;7;11
