Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
219000;Raub berf lle in Wohnungen;5112000;Duisburg;vers.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;3;1;2
219000;Raub berf lle in Wohnungen;5112000;Duisburg;insg.;21;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;7;9;3;6;21;8;13
219000;Raub berf lle in Wohnungen;5111000;D sseldorf;voll.;12;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;4;4;1;3;12;5;7
219000;Raub berf lle in Wohnungen;5111000;D sseldorf;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
219000;Raub berf lle in Wohnungen;5111000;D sseldorf;insg.;14;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;5;4;1;3;14;6;8
219000;Raub berf lle in Wohnungen;16051000;Erfurt;voll.;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;4;4;0
219000;Raub berf lle in Wohnungen;16051000;Erfurt;vers.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;16051000;Erfurt;insg.;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;1;1;0;5;5;0
219000;Raub berf lle in Wohnungen;9562000;Erlangen;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
219000;Raub berf lle in Wohnungen;9562000;Erlangen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;9562000;Erlangen;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
219000;Raub berf lle in Wohnungen;5113000;Essen;voll.;26;14;12;0;0;0;1;1;0;1;1;0;1;1;0;3;1;2;12;6;6;9;5;4;21;11;10
219000;Raub berf lle in Wohnungen;5113000;Essen;vers.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;3;1;2
219000;Raub berf lle in Wohnungen;5113000;Essen;insg.;29;15;14;0;0;0;1;1;0;1;1;0;1;1;0;3;1;2;13;7;6;11;5;6;24;12;12
219000;Raub berf lle in Wohnungen;6412000;Frankfurt am Main;voll.;27;13;14;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;19;11;8;6;1;5;25;12;13
219000;Raub berf lle in Wohnungen;6412000;Frankfurt am Main;vers.;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;0;0;0;6;4;2
219000;Raub berf lle in Wohnungen;6412000;Frankfurt am Main;insg.;33;17;16;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;25;15;10;6;1;5;31;16;15
219000;Raub berf lle in Wohnungen;8311000;Freiburg im Breisgau;voll.;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;3;3;0;0;0;0;3;3;0
219000;Raub berf lle in Wohnungen;8311000;Freiburg im Breisgau;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
219000;Raub berf lle in Wohnungen;8311000;Freiburg im Breisgau;insg.;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;3;3;0;1;0;1;4;3;1
219000;Raub berf lle in Wohnungen;9563000;F rth;voll.;3;0;3;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
219000;Raub berf lle in Wohnungen;9563000;F rth;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;9563000;F rth;insg.;4;1;3;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;3;1;2;0;0;0;3;1;2
219000;Raub berf lle in Wohnungen;5513000;Gelsenkirchen;voll.;13;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;5;5;4;1;13;7;6
219000;Raub berf lle in Wohnungen;5513000;Gelsenkirchen;vers.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;5513000;Gelsenkirchen;insg.;15;9;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9;4;5;5;4;1;14;8;6
219000;Raub berf lle in Wohnungen;3159016;G ttingen;voll.;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;1;1;0;8;6;2
219000;Raub berf lle in Wohnungen;3159016;G ttingen;vers.;4;3;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;2;1;1;0;0;0;2;1;1
219000;Raub berf lle in Wohnungen;3159016;G ttingen;insg.;12;9;3;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;9;6;3;1;1;0;10;7;3
219000;Raub berf lle in Wohnungen;5754008;G tersloh;voll.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;3;2;1
219000;Raub berf lle in Wohnungen;5754008;G tersloh;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5754008;G tersloh;insg.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;3;2;1
219000;Raub berf lle in Wohnungen;5914000;Hagen;voll.;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;1;0;1;6;2;4
219000;Raub berf lle in Wohnungen;5914000;Hagen;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;5914000;Hagen;insg.;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;1;0;1;7;3;4
219000;Raub berf lle in Wohnungen;15002000;Halle (Saale);voll.;15;10;5;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;9;5;4;2;1;1;11;6;5
219000;Raub berf lle in Wohnungen;15002000;Halle (Saale);vers.;3;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;1;0;0;0;2;1;1
219000;Raub berf lle in Wohnungen;15002000;Halle (Saale);insg.;18;11;7;0;0;0;0;0;0;0;0;0;4;3;1;1;1;0;11;6;5;2;1;1;13;7;6
219000;Raub berf lle in Wohnungen;2000000;Hamburg;voll.;55;30;25;0;0;0;1;1;0;1;1;0;3;3;0;6;4;2;31;14;17;14;8;6;45;22;23
219000;Raub berf lle in Wohnungen;2000000;Hamburg;vers.;16;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;4;5;4;1;16;11;5
219000;Raub berf lle in Wohnungen;2000000;Hamburg;insg.;71;41;30;0;0;0;1;1;0;1;1;0;3;3;0;6;4;2;42;21;21;19;12;7;61;33;28
219000;Raub berf lle in Wohnungen;5915000;Hamm;voll.;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;2;3;1;1;0;6;3;3
219000;Raub berf lle in Wohnungen;5915000;Hamm;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;5915000;Hamm;insg.;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;3;3;1;1;0;7;4;3
219000;Raub berf lle in Wohnungen;3241001;Hannover;voll.;21;8;13;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;13;7;6;6;1;5;19;8;11
219000;Raub berf lle in Wohnungen;3241001;Hannover;vers.;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;5;2;3;8;4;4
219000;Raub berf lle in Wohnungen;3241001;Hannover;insg.;29;12;17;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;16;9;7;11;3;8;27;12;15
219000;Raub berf lle in Wohnungen;8221000;Heidelberg;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1
219000;Raub berf lle in Wohnungen;8221000;Heidelberg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;8221000;Heidelberg;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1
219000;Raub berf lle in Wohnungen;8121000;Heilbronn;voll.;2;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;8121000;Heilbronn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;8121000;Heilbronn;insg.;2;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;5916000;Herne;voll.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;3;1;2
219000;Raub berf lle in Wohnungen;5916000;Herne;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5916000;Herne;insg.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;3;1;2
219000;Raub berf lle in Wohnungen;3254021;Hildesheim;voll.;9;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;3;1;2;9;6;3
219000;Raub berf lle in Wohnungen;3254021;Hildesheim;vers.;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;2;1;1;3;1;2
219000;Raub berf lle in Wohnungen;3254021;Hildesheim;insg.;14;9;5;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;7;5;2;5;2;3;12;7;5
219000;Raub berf lle in Wohnungen;9161000;Ingolstadt;voll.;5;2;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;3;2;1;4;2;2
219000;Raub berf lle in Wohnungen;9161000;Ingolstadt;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;9161000;Ingolstadt;insg.;5;2;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;3;2;1;4;2;2
219000;Raub berf lle in Wohnungen;16053000;Jena;voll.;4;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;1;1;0;3;3;0
219000;Raub berf lle in Wohnungen;16053000;Jena;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;16053000;Jena;insg.;4;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;1;1;0;3;3;0
219000;Raub berf lle in Wohnungen;8212000;Karlsruhe;voll.;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;5;0;5;9;4;5
219000;Raub berf lle in Wohnungen;8212000;Karlsruhe;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1
219000;Raub berf lle in Wohnungen;8212000;Karlsruhe;insg.;12;6;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;4;1;6;1;5;11;5;6
219000;Raub berf lle in Wohnungen;6611000;Kassel;voll.;16;9;7;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;7;4;3;7;4;3;14;8;6
219000;Raub berf lle in Wohnungen;6611000;Kassel;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;6611000;Kassel;insg.;17;10;7;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;8;5;3;7;4;3;15;9;6
219000;Raub berf lle in Wohnungen;1002000;Kiel;voll.;15;8;7;0;0;0;0;0;0;0;0;0;2;2;0;2;1;1;8;4;4;3;1;2;11;5;6
219000;Raub berf lle in Wohnungen;1002000;Kiel;vers.;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;4;1;1;1;0;6;5;1
219000;Raub berf lle in Wohnungen;1002000;Kiel;insg.;22;14;8;0;0;0;0;0;0;0;0;0;2;2;0;3;2;1;13;8;5;4;2;2;17;10;7
219000;Raub berf lle in Wohnungen;7111000;Koblenz;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;7111000;Koblenz;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
219000;Raub berf lle in Wohnungen;7111000;Koblenz;insg.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;3;2;1
219000;Raub berf lle in Wohnungen;5315000;K ln;voll.;57;25;32;0;0;0;2;1;1;2;1;1;0;0;0;6;2;4;43;19;24;6;3;3;49;22;27
219000;Raub berf lle in Wohnungen;5315000;K ln;vers.;12;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;5;3;1;2;12;5;7
219000;Raub berf lle in Wohnungen;5315000;K ln;insg.;69;30;39;0;0;0;2;1;1;2;1;1;0;0;0;6;2;4;52;23;29;9;4;5;61;27;34
219000;Raub berf lle in Wohnungen;5114000;Krefeld;voll.;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;2;0;2;6;1;5
219000;Raub berf lle in Wohnungen;5114000;Krefeld;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
219000;Raub berf lle in Wohnungen;5114000;Krefeld;insg.;8;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;2;0;2;8;2;6
219000;Raub berf lle in Wohnungen;14713000;Leipzig;voll.;34;21;13;0;0;0;1;0;1;1;0;1;0;0;0;6;3;3;26;17;9;1;1;0;27;18;9
219000;Raub berf lle in Wohnungen;14713000;Leipzig;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
219000;Raub berf lle in Wohnungen;14713000;Leipzig;insg.;35;21;14;0;0;0;1;0;1;1;0;1;0;0;0;6;3;3;27;17;10;1;1;0;28;18;10
219000;Raub berf lle in Wohnungen;5316000;Leverkusen;voll.;13;9;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;9;7;2;3;2;1;12;9;3
219000;Raub berf lle in Wohnungen;5316000;Leverkusen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5316000;Leverkusen;insg.;13;9;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;9;7;2;3;2;1;12;9;3
219000;Raub berf lle in Wohnungen;1003000;L beck;voll.;9;7;2;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;6;4;2;1;1;0;7;5;2
219000;Raub berf lle in Wohnungen;1003000;L beck;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;1003000;L beck;insg.;10;8;2;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;7;5;2;1;1;0;8;6;2
219000;Raub berf lle in Wohnungen;7314000;Ludwigshafen am Rhein;voll.;10;6;4;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;5;2;3;3;2;1;8;4;4
219000;Raub berf lle in Wohnungen;7314000;Ludwigshafen am Rhein;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;7314000;Ludwigshafen am Rhein;insg.;11;7;4;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;6;3;3;3;2;1;9;5;4
219000;Raub berf lle in Wohnungen;15003000;Magdeburg;voll.;14;10;4;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;11;8;3;0;0;0;11;8;3
219000;Raub berf lle in Wohnungen;15003000;Magdeburg;vers.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;0;0;0;2;2;0
219000;Raub berf lle in Wohnungen;15003000;Magdeburg;insg.;17;13;4;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;13;10;3;0;0;0;13;10;3
219000;Raub berf lle in Wohnungen;7315000;Mainz;voll.;6;4;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;4;2;2;0;0;0;4;2;2
219000;Raub berf lle in Wohnungen;7315000;Mainz;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
219000;Raub berf lle in Wohnungen;7315000;Mainz;insg.;7;4;3;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;5;2;3;0;0;0;5;2;3
219000;Raub berf lle in Wohnungen;8222000;Mannheim;voll.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;3;2;1
219000;Raub berf lle in Wohnungen;8222000;Mannheim;vers.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0
219000;Raub berf lle in Wohnungen;8222000;Mannheim;insg.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;2;1;1;5;4;1
219000;Raub berf lle in Wohnungen;5170024;Moers;voll.;4;2;2;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;5170024;Moers;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5170024;Moers;insg.;4;2;2;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;5116000;M nchengladbach;voll.;17;12;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;12;10;2;4;1;3;16;11;5
219000;Raub berf lle in Wohnungen;5116000;M nchengladbach;vers.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0
219000;Raub berf lle in Wohnungen;5116000;M nchengladbach;insg.;19;14;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;12;10;2;6;3;3;18;13;5
219000;Raub berf lle in Wohnungen;5117000;M lheim an der Ruhr;voll.;8;2;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;0;5;2;1;1;7;1;6
219000;Raub berf lle in Wohnungen;5117000;M lheim an der Ruhr;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5117000;M lheim an der Ruhr;insg.;8;2;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;0;5;2;1;1;7;1;6
219000;Raub berf lle in Wohnungen;9162000;M nchen;voll.;8;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;1;1;1;0;8;7;1
219000;Raub berf lle in Wohnungen;9162000;M nchen;vers.;11;7;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;10;6;4;0;0;0;10;6;4
219000;Raub berf lle in Wohnungen;9162000;M nchen;insg.;19;14;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;17;12;5;1;1;0;18;13;5
219000;Raub berf lle in Wohnungen;5515000;M nster;voll.;10;8;2;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;8;6;2;0;0;0;8;6;2
219000;Raub berf lle in Wohnungen;5515000;M nster;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5515000;M nster;insg.;11;9;2;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;8;6;2;0;0;0;8;6;2
219000;Raub berf lle in Wohnungen;5162024;Neuss;voll.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;0;5;4;1
219000;Raub berf lle in Wohnungen;5162024;Neuss;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5162024;Neuss;insg.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;0;5;4;1
219000;Raub berf lle in Wohnungen;9564000;N rnberg;voll.;16;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8;5;3;1;2;16;9;7
219000;Raub berf lle in Wohnungen;9564000;N rnberg;vers.;6;2;4;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;3;1;2;1;0;1;4;1;3
219000;Raub berf lle in Wohnungen;9564000;N rnberg;insg.;22;11;11;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;16;9;7;4;1;3;20;10;10
219000;Raub berf lle in Wohnungen;5119000;Oberhausen;voll.;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;4;1;2;0;2;7;4;3
219000;Raub berf lle in Wohnungen;5119000;Oberhausen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5119000;Oberhausen;insg.;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;4;1;2;0;2;7;4;3
219000;Raub berf lle in Wohnungen;6413000;Offenbach am Main;voll.;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;5;0;0;0;7;2;5
219000;Raub berf lle in Wohnungen;6413000;Offenbach am Main;vers.;3;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;2;0;0;0;2;0;2
219000;Raub berf lle in Wohnungen;6413000;Offenbach am Main;insg.;10;3;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;9;2;7;0;0;0;9;2;7
219000;Raub berf lle in Wohnungen;3403000;Oldenburg (Oldenburg);voll.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;2;1;1
219000;Raub berf lle in Wohnungen;3403000;Oldenburg (Oldenburg);vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0
219000;Raub berf lle in Wohnungen;3403000;Oldenburg (Oldenburg);insg.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;2;0;3;2;1
219000;Raub berf lle in Wohnungen;3404000;Osnabr ck;voll.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0
219000;Raub berf lle in Wohnungen;3404000;Osnabr ck;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1
219000;Raub berf lle in Wohnungen;3404000;Osnabr ck;insg.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;1;1;0;3;2;1
219000;Raub berf lle in Wohnungen;5774032;Paderborn;voll.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;0
219000;Raub berf lle in Wohnungen;5774032;Paderborn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;5774032;Paderborn;insg.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;0
219000;Raub berf lle in Wohnungen;8231000;Pforzheim;voll.;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;1;4;1;1;0;6;2;4
219000;Raub berf lle in Wohnungen;8231000;Pforzheim;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raub berf lle in Wohnungen;8231000;Pforzheim;insg.;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;1;4;1;1;0;6;2;4
219000;Raub berf lle in Wohnungen;12054000;Potsdam;voll.;11;8;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9;6;3;1;1;0;10;7;3
219000;Raub berf lle in Wohnungen;12054000;Potsdam;vers.;8;7;1;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;4;3;1;0;0;0;4;3;1
219000;Raub berf lle in Wohnungen;12054000;Potsdam;insg.;19;15;4;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;13;9;4;1;1;0;14;10;4
219000;Raub berf lle in Wohnungen;5562032;Recklinghausen;voll.;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;3;2;1;8;5;3
219000;Raub berf lle in Wohnungen;5562032;Recklinghausen;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
219000;Raub berf lle in Wohnungen;5562032;Recklinghausen;insg.;9;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;3;2;1;9;5;4
219000;Raub berf lle in Wohnungen;9362000;Regensburg;voll.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;3;0;0;0;0;3;3;0
219000;Raub berf lle in Wohnungen;9362000;Regensburg;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
219000;Raub berf lle in Wohnungen;9362000;Regensburg;insg.;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;4;1;0;0;0;5;4;1
219000;Raub berf lle in Wohnungen;5120000;Remscheid;voll.;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;2;2;0;6;6;0
