Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt maennlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre maennlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre maennlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre maennlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre maennlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre maennlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt maennlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre maennlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre maennlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - maennlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre maennlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - maennlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre maennlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre maennlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - maennlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - maennlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - maennlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - maennlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - maennlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - maennlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - maennlich;Erwachsene ab 21 Jahre - weiblich
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;16053000;Jena;voll.;8;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;2;1;1;0;0;0;3;3;0;3;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;8212000;Karlsruhe;voll.;93;80;13;1;0;1;0;0;0;0;0;0;0;0;0;3;3;0;4;3;1;3;1;2;3;3;0;6;4;2;10;9;1;20;16;4;10;10;0;10;10;0;20;20;0;14;10;4;18;17;1;10;8;2;3;3;0;8;6;2;73;64;9
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;6611000;Kassel;voll.;51;41;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;1;1;0;6;6;0;8;8;0;7;7;0;1;1;0;8;8;0;10;9;1;11;7;4;5;3;2;5;4;1;4;2;2;43;33;10
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;1002000;Kiel;voll.;122;99;23;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;1;2;2;0;12;10;2;14;12;2;24;18;6;40;31;9;12;10;2;8;7;1;20;17;3;22;22;0;18;16;2;9;6;3;6;3;3;7;4;3;82;68;14
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;7111000;Koblenz;voll.;38;26;12;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;2;2;0;2;2;0;4;3;1;7;6;1;6;3;3;3;3;0;9;6;3;5;3;2;6;5;1;7;3;4;0;0;0;4;3;1;31;20;11
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5315000;Koeln;voll.;673;529;144;0;0;0;1;1;0;0;0;0;11;11;0;12;10;2;24;22;2;43;34;9;49;39;10;92;73;19;110;80;30;226;175;51;47;35;12;39;32;7;86;67;19;78;66;12;100;83;17;77;59;18;48;43;5;58;36;22;447;354;93
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5114000;Krefeld;voll.;70;53;17;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;3;3;0;1;0;1;8;6;2;9;6;3;6;6;0;18;15;3;6;4;2;3;2;1;9;6;3;5;5;0;13;10;3;8;7;1;10;9;1;7;1;6;52;38;14
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;14713000;Leipzig;voll.;296;245;51;0;0;0;1;1;0;1;0;1;6;2;4;7;6;1;15;9;6;12;10;2;12;12;0;24;22;2;26;22;4;65;53;12;14;12;2;18;15;3;32;27;5;60;55;5;70;57;13;27;23;4;22;19;3;20;11;9;231;192;39
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5316000;Leverkusen;voll.;52;43;9;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;3;3;0;3;2;1;10;8;2;13;10;3;12;10;2;28;23;5;3;3;0;1;1;0;4;4;0;7;6;1;4;3;1;3;3;0;2;1;1;4;3;1;24;20;4
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;1003000;Luebeck;voll.;88;80;8;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;4;4;0;10;10;0;9;8;1;19;18;1;18;18;0;41;40;1;7;6;1;5;3;2;12;9;3;12;12;0;10;10;0;6;5;1;4;3;1;3;1;2;47;40;7
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;7314000;Ludwigshafen am Rhein;voll.;53;42;11;0;0;0;0;0;0;0;0;0;3;2;1;3;2;1;6;4;2;2;2;0;4;4;0;6;6;0;10;10;0;22;20;2;1;1;0;2;2;0;3;3;0;8;7;1;5;4;1;7;5;2;4;2;2;4;1;3;31;22;9
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;15003000;Magdeburg;voll.;84;76;8;0;0;0;0;0;0;0;0;0;1;1;0;9;7;2;10;8;2;6;5;1;4;4;0;10;9;1;8;8;0;28;25;3;8;8;0;5;5;0;13;13;0;16;16;0;9;8;1;10;8;2;4;4;0;4;2;2;56;51;5
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;7315000;Mainz;voll.;46;40;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;11;11;0;12;11;1;4;4;0;17;16;1;7;6;1;6;5;1;13;11;2;8;6;2;4;3;1;1;1;0;2;2;0;1;1;0;29;24;5
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;8222000;Mannheim;voll.;106;83;23;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;3;3;0;4;4;0;10;10;0;15;14;1;13;12;1;8;6;2;21;18;3;13;9;4;24;24;0;11;9;2;9;5;4;13;4;9;91;69;22
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5170024;Moers;voll.;37;31;6;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;5;5;0;4;4;0;3;3;0;7;7;0;6;6;0;18;18;0;5;3;2;1;1;0;6;4;2;2;1;1;8;7;1;0;0;0;0;0;0;3;1;2;19;13;6
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5116000;Moenchengladbach;voll.;123;93;30;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;4;4;0;7;5;2;14;11;3;21;16;5;22;21;1;47;41;6;10;5;5;3;2;1;13;7;6;13;11;2;21;16;5;12;8;4;7;5;2;10;5;5;76;52;24
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5117000;Muelheim an der Ruhr;voll.;35;24;11;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2;2;0;3;2;1;5;4;1;4;3;1;10;8;2;0;0;0;6;5;1;6;5;1;4;4;0;7;4;3;1;0;1;4;2;2;3;1;2;25;16;9
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;9162000;Muenchen;voll.;126;109;17;0;0;0;0;0;0;0;0;0;3;3;0;8;5;3;11;8;3;7;7;0;8;8;0;15;15;0;22;20;2;48;43;5;8;6;2;8;7;1;16;13;3;12;11;1;17;16;1;14;13;1;13;10;3;6;3;3;78;66;12
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5515000;Muenster;voll.;80;68;12;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;3;3;0;3;3;0;9;8;1;12;11;1;10;10;0;25;24;1;3;3;0;8;7;1;11;10;1;16;13;3;14;10;4;4;3;1;8;7;1;2;1;1;55;44;11
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5162024;Neuss;voll.;41;27;14;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;6;4;2;7;5;2;8;7;1;16;13;3;2;2;0;7;5;2;9;7;2;3;1;2;7;4;3;0;0;0;1;1;0;5;1;4;25;14;11
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;9564000;Nuernberg;voll.;73;60;13;1;1;0;0;0;0;0;0;0;1;1;0;2;2;0;4;4;0;4;3;1;5;4;1;9;7;2;13;10;3;26;21;5;5;4;1;4;4;0;9;8;1;11;10;1;8;5;3;8;7;1;7;7;0;4;2;2;47;39;8
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5119000;Oberhausen;voll.;95;86;9;0;0;0;0;0;0;0;0;0;2;2;0;6;6;0;8;8;0;13;13;0;5;5;0;18;18;0;21;19;2;47;45;2;2;2;0;4;4;0;6;6;0;10;8;2;7;6;1;19;16;3;2;2;0;4;3;1;48;41;7
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;6413000;Offenbach am Main;voll.;40;36;4;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;3;3;0;3;3;0;4;4;0;7;7;0;10;9;1;20;19;1;3;3;0;2;2;0;5;5;0;3;3;0;3;2;1;5;4;1;1;1;0;3;2;1;20;17;3
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;3403000;Oldenburg (Oldenburg);voll.;32;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;8;8;0;9;9;0;8;6;2;17;15;2;1;1;0;2;2;0;3;3;0;3;2;1;0;0;0;1;0;1;5;2;3;3;1;2;15;8;7
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;3404000;Osnabrueck;voll.;50;47;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;4;3;1;8;8;0;12;11;1;2;2;0;5;5;0;7;7;0;5;5;0;13;11;2;4;4;0;6;6;0;3;3;0;38;36;2
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5774032;Paderborn;voll.;32;26;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;4;1;6;4;2;4;4;0;10;8;2;1;1;0;1;1;0;2;2;0;2;0;2;11;11;0;4;4;0;1;0;1;2;1;1;22;18;4
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;8231000;Pforzheim;voll.;25;23;2;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;2;2;0;1;1;0;3;3;0;3;3;0;8;8;0;2;2;0;0;0;0;2;2;0;2;2;0;4;3;1;6;5;1;1;1;0;2;2;0;17;15;2
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;12054000;Potsdam;voll.;52;48;4;0;0;0;0;0;0;1;1;0;0;0;0;4;4;0;5;5;0;14;14;0;8;6;2;22;20;2;7;7;0;34;32;2;3;3;0;0;0;0;3;3;0;5;4;1;5;5;0;4;4;0;0;0;0;1;0;1;18;16;2
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5562032;Recklinghausen;voll.;56;47;9;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;4;3;1;10;10;0;14;13;1;10;9;1;25;23;2;1;1;0;1;1;0;2;2;0;7;5;2;7;5;2;4;4;0;5;5;0;6;3;3;31;24;7
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;9362000;Regensburg;voll.;13;10;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;1;0;1;2;1;1;1;1;0;4;2;2;0;0;0;0;0;0;0;0;0;1;1;0;5;4;1;0;0;0;2;2;0;1;1;0;9;8;1
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5120000;Remscheid;voll.;21;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;4;3;1;4;4;0;8;7;1;0;0;0;0;0;0;0;0;0;2;2;0;3;2;1;2;1;1;3;1;2;3;2;1;13;8;5
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;8415061;Reutlingen;voll.;10;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;0;2;1;1;3;2;1;2;2;0;0;0;0;0;0;0;1;0;1;2;1;1;8;5;3
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;13003000;Rostock;voll.;65;56;9;0;0;0;0;0;0;1;1;0;4;4;0;0;0;0;5;5;0;3;3;0;4;3;1;7;6;1;7;5;2;19;16;3;4;4;0;2;1;1;6;5;1;7;6;1;15;14;1;8;6;2;7;7;0;3;2;1;46;40;6
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;10041100;Saarbruecken;voll.;96;75;21;0;0;0;0;0;0;0;0;0;2;2;0;4;4;0;6;6;0;13;13;0;11;9;2;24;22;2;14;12;2;44;40;4;7;4;3;7;5;2;14;9;5;11;6;5;12;8;4;8;5;3;3;3;0;4;4;0;52;35;17
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;3102000;Salzgitter;voll.;19;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;4;2;2;0;0;0;4;2;2;1;1;0;0;0;0;1;1;0;3;3;0;1;1;0;2;0;2;4;3;1;4;1;3;15;9;6
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;13004000;Schwerin;voll.;15;11;4;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;2;2;0;1;0;1;0;0;0;1;0;1;2;2;0;5;4;1;1;1;0;0;0;0;1;1;0;1;1;0;4;3;1;1;1;0;1;1;0;2;0;2;10;7;3
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5970040;Siegen;voll.;23;16;7;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;0;0;0;4;3;1;4;3;1;4;2;2;10;6;4;2;1;1;4;2;2;6;3;3;3;3;0;2;2;0;2;2;0;0;0;0;0;0;0;13;10;3
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5122000;Solingen;voll.;50;41;9;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;4;3;1;4;4;0;9;9;0;13;13;0;4;4;0;21;20;1;0;0;0;2;1;1;2;1;1;7;7;0;9;6;3;3;3;0;3;2;1;5;2;3;29;21;8
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;8111000;Stuttgart;voll.;212;175;37;0;0;0;0;0;0;3;3;0;2;1;1;2;2;0;7;6;1;14;11;3;18;13;5;32;24;8;40;31;9;79;61;18;23;22;1;16;12;4;39;34;5;23;22;1;36;32;4;15;13;2;9;7;2;11;6;5;133;114;19
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;7211000;Trier;voll.;31;27;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;3;3;0;5;4;1;5;5;0;10;9;1;4;4;0;4;4;0;8;8;0;5;4;1;3;2;1;4;4;0;0;0;0;1;0;1;21;18;3
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;8421000;Ulm;voll.;30;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;4;2;7;5;2;4;3;1;11;8;3;2;2;0;2;2;0;4;4;0;2;2;0;10;10;0;1;1;0;2;2;0;0;0;0;19;19;0
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;6414000;Wiesbaden;voll.;68;61;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;10;10;0;9;9;0;19;19;0;12;10;2;32;29;3;10;10;0;5;4;1;15;14;1;5;5;0;5;5;0;3;3;0;4;3;1;4;2;2;36;32;4
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;3103000;Wolfsburg;voll.;24;21;3;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;3;3;0;4;4;0;5;5;0;9;9;0;2;2;0;14;14;0;1;1;0;0;0;0;1;1;0;5;3;2;3;2;1;1;1;0;0;0;0;0;0;0;10;7;3
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5124000;Wuppertal;voll.;185;148;37;0;0;0;0;0;0;0;0;0;2;2;0;9;7;2;11;9;2;19;19;0;10;9;1;29;28;1;24;17;7;64;54;10;10;8;2;9;9;0;19;17;2;24;21;3;24;19;5;16;14;2;27;17;10;11;6;5;121;94;27
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;9663000;Wuerzburg;voll.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5334002;Aachen;vers.;33;26;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;1;0;4;2;2;7;7;0;11;9;2;3;3;0;3;3;0;6;6;0;2;2;0;5;4;1;3;2;1;4;1;3;2;2;0;22;17;5
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;9761000;Augsburg;vers.;10;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;2;2;0;1;0;1;1;1;0;2;1;1;1;1;0;1;0;1;1;0;1;3;3;0;0;0;0;8;5;3
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5378004;Bergisch Gladbach;vers.;5;5;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;2;2;0;2;2;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;11000000;Berlin;vers.;526;421;105;0;0;0;2;1;1;3;2;1;8;7;1;29;22;7;42;32;10;39;31;8;62;56;6;101;87;14;56;48;8;199;167;32;33;27;6;19;14;5;52;41;11;60;49;11;78;62;16;59;47;12;40;32;8;38;23;15;327;254;73
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5711000;Bielefeld;vers.;50;38;12;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;3;2;1;0;0;0;3;2;1;3;2;1;5;5;0;11;9;2;4;2;2;5;4;1;9;6;3;11;7;4;11;9;2;3;3;0;1;1;0;4;3;1;39;29;10
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5911000;Bochum;vers.;45;29;16;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;1;1;0;7;6;1;8;7;1;7;5;2;17;13;4;2;2;0;3;2;1;5;4;1;6;3;3;5;3;2;3;2;1;3;2;1;6;2;4;28;16;12
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5314000;Bonn;vers.;44;36;8;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;4;4;0;0;0;0;3;2;1;3;2;1;5;5;0;12;11;1;3;2;1;1;0;1;4;2;2;3;2;1;9;8;1;8;6;2;6;6;0;2;1;1;32;25;7
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5512000;Bottrop;vers.;12;8;4;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;0;0;0;1;1;0;1;1;0;3;2;1;6;5;1;3;0;3;0;0;0;3;0;3;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;6;3;3
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;3101000;Braunschweig;vers.;13;11;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;1;1;0;1;1;0;3;3;0;0;0;0;2;1;1;2;1;1;5;5;0;0;0;0;0;0;0;2;1;1;1;1;0;10;8;2
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;4011000;Bremen;vers.;80;49;31;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;4;4;0;6;5;1;10;9;1;12;7;5;24;18;6;4;3;1;2;2;0;6;5;1;5;4;1;16;7;9;13;9;4;7;4;3;9;2;7;56;31;25
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;4012000;Bremerhaven;vers.;20;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;4;2;2;3;3;0;7;5;2;3;3;0;0;0;0;3;3;0;2;1;1;1;1;0;4;2;2;1;1;0;2;1;1;13;9;4
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;14511000;Chemnitz;vers.;13;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;3;2;1;3;3;0;3;1;2;0;0;0;2;1;1;11;7;4
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;6411000;Darmstadt;vers.;9;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1;2;2;0;4;3;1;1;1;0;1;0;1;2;1;1;0;0;0;2;1;1;0;0;0;1;1;0;0;0;0;5;3;2
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5913000;Dortmund;vers.;86;70;16;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;10;7;3;12;9;3;10;8;2;23;18;5;5;5;0;1;1;0;6;6;0;15;13;2;16;13;3;14;12;2;6;5;1;6;3;3;63;52;11
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;14612000;Dresden;vers.;33;29;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;8;7;1;12;11;1;3;3;0;15;14;1;0;0;0;0;0;0;0;0;0;5;4;1;7;5;2;4;4;0;1;1;0;1;1;0;18;15;3
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5112000;Duisburg;vers.;102;72;30;0;0;0;1;1;0;1;0;1;5;3;2;11;8;3;18;12;6;7;4;3;11;8;3;18;12;6;4;4;0;40;28;12;6;6;0;2;2;0;8;8;0;12;10;2;12;7;5;4;3;1;9;7;2;17;9;8;62;44;18
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5111000;Duesseldorf;vers.;78;50;28;0;0;0;0;0;0;1;1;0;0;0;0;3;2;1;4;3;1;1;1;0;3;1;2;4;2;2;8;7;1;16;12;4;2;2;0;7;3;4;9;5;4;9;4;5;8;7;1;15;13;2;8;6;2;13;3;10;62;38;24
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;16051000;Erfurt;vers.;9;8;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;4;4;0;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;3;3;0
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;9562000;Erlangen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5113000;Essen;vers.;83;52;31;0;0;0;2;2;0;1;1;0;2;2;0;4;3;1;9;8;1;8;6;2;7;3;4;15;9;6;7;4;3;31;21;10;7;6;1;3;0;3;10;6;4;9;6;3;12;8;4;9;5;4;5;3;2;7;3;4;52;31;21
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;6412000;Frankfurt am Main;vers.;99;73;26;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2;2;0;2;1;1;4;3;1;7;5;2;12;9;3;5;4;1;6;5;1;11;9;2;17;13;4;21;19;2;11;9;2;9;6;3;18;8;10;87;64;23
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;8311000;Freiburg im Breisgau;vers.;16;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;1;1;0;3;2;1;3;1;2;0;0;0;3;1;2;3;3;0;3;3;0;2;2;0;0;0;0;2;0;2;13;9;4
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;9563000;Fuerth;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217000;Sonstige Raubueberfaelle auf Stra en, Wegen oder Plaetzen;5513000;Gelsenkirchen;vers.;39;32;7;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;5;5;0;7;7;0;12;12;0;6;6;0;19;18;1;0;0;0;2;2;0;2;2;0;6;6;0;2;1;1;3;2;1;0;0;0;7;3;4;20;14;6
