Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt maennlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre maennlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre maennlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre maennlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre maennlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre maennlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt maennlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre maennlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre maennlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - maennlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre maennlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - maennlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre maennlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre maennlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - maennlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - maennlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - maennlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - maennlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - maennlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - maennlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - maennlich;Erwachsene ab 21 Jahre - weiblich
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;16051000;Erfurt;voll.;22;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;2;0;2;6;0;6;3;0;3;9;0;9;2;0;2;0;0;0;2;0;2;6;1;5;4;1;3;1;0;1;0;0;0;0;0;0;13;2;11
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;9562000;Erlangen;voll.;12;0;12;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;0;0;0;0;0;0;0;0;0;3;0;3;5;0;5;2;0;2;0;0;0;2;0;2;0;0;0;2;0;2;2;0;2;1;0;1;0;0;0;7;0;7
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5113000;Essen;voll.;92;9;83;0;0;0;1;0;1;0;0;0;1;0;1;2;1;1;4;1;3;10;1;9;12;1;11;22;2;20;18;3;15;44;6;38;4;0;4;6;0;6;10;0;10;10;0;10;11;2;9;7;0;7;6;0;6;4;1;3;48;3;45
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;6412000;Frankfurt am Main;voll.;58;1;57;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;3;0;3;6;0;6;9;0;9;6;0;6;17;0;17;7;0;7;2;0;2;9;0;9;7;0;7;16;1;15;7;0;7;2;0;2;0;0;0;41;1;40
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;8311000;Freiburg im Breisgau;voll.;17;1;16;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;2;0;2;3;0;3;6;0;6;1;0;1;2;1;1;3;1;2;1;0;1;3;0;3;1;0;1;1;0;1;2;0;2;11;1;10
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;9563000;Fuerth;voll.;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;3;0;3;0;0;0;3;0;3;1;0;1;0;0;0;1;0;1;1;0;1;2;0;2;3;0;3;0;0;0;0;0;0;7;0;7
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5513000;Gelsenkirchen;voll.;35;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;0;5;6;1;5;7;0;7;13;1;12;3;0;3;1;0;1;4;0;4;5;0;5;6;0;6;4;0;4;2;0;2;1;0;1;22;0;22
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;3152012;Goettingen;voll.;13;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;3;0;3;1;0;1;4;0;4;2;0;2;1;0;1;4;1;3;1;0;1;0;0;0;12;1;11
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5914000;Hagen;voll.;23;2;21;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;4;0;4;3;0;3;2;0;2;5;0;5;4;1;3;13;1;12;0;0;0;1;0;1;1;0;1;4;0;4;3;1;2;2;0;2;0;0;0;0;0;0;10;1;9
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;15002000;Halle (Saale);voll.;24;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;2;0;2;5;0;5;3;1;2;8;1;7;2;0;2;1;0;1;3;0;3;5;0;5;4;0;4;0;0;0;4;0;4;0;0;0;16;0;16
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;2000000;Hamburg;voll.;164;2;162;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;2;0;2;9;0;9;10;0;10;19;0;19;44;0;44;65;0;65;30;2;28;10;0;10;40;2;38;24;0;24;23;0;23;4;0;4;5;0;5;3;0;3;99;2;97
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5915000;Hamm;voll.;18;1;17;0;0;0;0;0;0;1;0;1;0;0;0;2;1;1;3;1;2;2;0;2;1;0;1;3;0;3;3;0;3;9;1;8;1;0;1;1;0;1;2;0;2;2;0;2;4;0;4;0;0;0;1;0;1;0;0;0;9;0;9
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;3241001;Hannover;voll.;58;2;56;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;3;4;0;4;6;0;6;10;0;10;6;0;6;19;0;19;10;1;9;5;1;4;15;2;13;9;0;9;9;0;9;3;0;3;2;0;2;1;0;1;39;2;37
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;8221000;Heidelberg;voll.;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;5;0;5;6;0;6;0;0;0;1;0;1;1;0;1;2;0;2;1;0;1;2;0;2;0;0;0;1;0;1;7;0;7
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;8121000;Heilbronn;voll.;8;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;1;2;0;2;4;1;3;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;4;0;4
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5916000;Herne;voll.;19;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;6;0;6;10;1;9;3;0;3;13;1;12;0;0;0;0;0;0;0;0;0;3;0;3;3;1;2;0;0;0;0;0;0;0;0;0;6;1;5
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;3254021;Hildesheim;voll.;19;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;5;1;4;7;2;5;5;2;3;12;4;8;0;0;0;1;0;1;1;0;1;1;0;1;4;0;4;1;0;1;0;0;0;0;0;0;7;0;7
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;9161000;Ingolstadt;voll.;18;2;16;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;3;1;2;2;0;2;5;1;4;4;0;4;10;1;9;0;0;0;1;0;1;1;0;1;2;0;2;3;0;3;0;0;0;2;1;1;0;0;0;8;1;7
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;16053000;Jena;voll.;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;4;0;4;1;0;1;0;0;0;1;0;1;0;0;0;7;0;7
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;8212000;Karlsruhe;voll.;21;1;20;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;4;0;4;4;0;4;2;1;1;7;1;6;0;0;0;3;0;3;3;0;3;3;0;3;2;0;2;5;0;5;1;0;1;0;0;0;14;0;14
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;6611000;Kassel;voll.;37;2;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;2;1;1;6;1;5;8;1;7;14;2;12;3;0;3;2;0;2;5;0;5;6;0;6;6;0;6;4;0;4;2;0;2;0;0;0;23;0;23
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;1002000;Kiel;voll.;36;2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;0;2;4;1;3;7;0;7;11;1;10;6;0;6;2;0;2;8;0;8;2;0;2;7;0;7;4;1;3;3;0;3;1;0;1;25;1;24
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;7111000;Koblenz;voll.;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;3;0;3;1;0;1;4;0;4;1;0;1;1;0;1;2;0;2;4;0;4;2;0;2;1;0;1;0;0;0;0;0;0;9;0;9
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5315000;Koeln;voll.;427;43;384;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;18;1;17;38;2;36;56;3;53;123;9;114;180;13;167;63;6;57;23;2;21;86;8;78;71;8;63;54;12;42;20;1;19;14;1;13;2;0;2;247;30;217
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5114000;Krefeld;voll.;29;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;6;0;6;9;0;9;5;0;5;14;0;14;2;1;1;2;0;2;4;1;3;2;0;2;4;0;4;3;0;3;2;0;2;0;0;0;15;1;14
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;14713000;Leipzig;voll.;27;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3;5;0;5;8;0;8;0;0;0;3;1;2;3;1;2;4;0;4;5;1;4;4;0;4;1;0;1;2;0;2;19;2;17
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5316000;Leverkusen;voll.;21;1;20;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;3;0;3;4;0;4;8;0;8;1;0;1;1;0;1;2;0;2;4;0;4;3;0;3;2;0;2;2;1;1;0;0;0;13;1;12
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;1003000;Luebeck;voll.;26;1;25;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;6;0;6;7;0;7;4;1;3;0;0;0;4;1;3;5;0;5;5;0;5;2;0;2;3;0;3;0;0;0;19;1;18
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;7314000;Ludwigshafen am Rhein;voll.;33;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;6;0;6;7;0;7;5;0;5;12;0;12;2;0;2;7;0;7;9;0;9;4;0;4;5;0;5;2;0;2;1;0;1;0;0;0;21;0;21
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;15003000;Magdeburg;voll.;37;3;34;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;1;4;0;4;6;1;5;4;0;4;11;2;9;3;0;3;2;0;2;5;0;5;10;0;10;5;1;4;4;0;4;1;0;1;1;0;1;26;1;25
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;7315000;Mainz;voll.;25;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;3;0;3;1;0;1;4;0;4;1;0;1;3;0;3;4;0;4;8;0;8;6;1;5;1;0;1;2;0;2;0;0;0;21;1;20
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;8222000;Mannheim;voll.;37;1;36;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;5;1;4;0;0;0;5;1;4;4;0;4;10;1;9;3;0;3;7;0;7;10;0;10;9;0;9;4;0;4;3;0;3;1;0;1;0;0;0;27;0;27
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5170024;Moers;voll.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;2;0;2;3;0;3;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5116000;Moenchengladbach;voll.;33;1;32;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;6;0;6;5;0;5;11;0;11;4;0;4;16;0;16;2;0;2;0;0;0;2;0;2;4;0;4;6;1;5;3;0;3;2;0;2;0;0;0;17;1;16
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5117000;Muelheim an der Ruhr;voll.;21;1;20;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;3;0;3;1;0;1;4;0;4;2;0;2;7;0;7;4;0;4;5;1;4;9;1;8;2;0;2;2;0;2;0;0;0;1;0;1;0;0;0;14;1;13
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;9162000;Muenchen;voll.;139;6;133;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;3;0;3;9;1;8;13;3;10;22;4;18;20;1;19;45;5;40;11;0;11;8;0;8;19;0;19;15;0;15;35;0;35;15;0;15;7;1;6;3;0;3;94;1;93
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5515000;Muenster;voll.;27;1;26;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;3;0;3;4;0;4;5;1;4;10;1;9;2;0;2;7;0;7;9;0;9;5;0;5;1;0;1;0;0;0;2;0;2;0;0;0;17;0;17
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5162024;Neuss;voll.;8;1;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0;2;0;2;0;0;0;3;0;3;0;0;0;1;0;1;1;0;1;0;0;0;1;1;0;2;0;2;1;0;1;0;0;0;5;1;4
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;9564000;Nuernberg;voll.;44;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;4;0;4;9;0;9;8;0;8;17;0;17;3;0;3;1;0;1;4;0;4;7;0;7;9;0;9;3;0;3;3;0;3;1;0;1;27;0;27
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5119000;Oberhausen;voll.;26;0;26;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;3;0;3;4;0;4;7;0;7;5;0;5;14;0;14;0;0;0;2;0;2;2;0;2;4;0;4;5;0;5;1;0;1;0;0;0;0;0;0;12;0;12
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;6413000;Offenbach am Main;voll.;17;1;16;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;2;0;2;2;0;2;5;0;5;8;0;8;2;0;2;1;0;1;3;0;3;2;1;1;1;0;1;2;0;2;1;0;1;0;0;0;9;1;8
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;3403000;Oldenburg (Oldenburg);voll.;26;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;4;5;0;5;10;0;10;15;0;15;2;0;2;0;0;0;2;0;2;3;0;3;3;0;3;1;0;1;2;0;2;0;0;0;11;0;11
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;3404000;Osnabrueck;voll.;27;0;27;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;4;0;4;6;0;6;4;0;4;11;0;11;1;0;1;0;0;0;1;0;1;4;0;4;7;0;7;1;0;1;2;0;2;1;0;1;16;0;16
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5774032;Paderborn;voll.;24;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;0;2;4;1;3;5;0;5;9;1;8;2;0;2;2;0;2;4;0;4;6;0;6;4;0;4;0;0;0;0;0;0;1;0;1;15;0;15
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;8231000;Pforzheim;voll.;13;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;0;1;4;1;3;3;0;3;7;1;6;0;0;0;0;0;0;0;0;0;3;0;3;3;1;2;0;0;0;0;0;0;0;0;0;6;1;5
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;12054000;Potsdam;voll.;12;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;2;0;2;1;0;1;2;0;2;3;0;3;3;0;3;3;1;2;1;0;1;0;0;0;0;0;0;10;1;9
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5562032;Recklinghausen;voll.;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;2;0;2;6;0;6;2;0;2;8;0;8;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0;0;0;0;0;0;0;3;0;3
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;9362000;Regensburg;voll.;10;1;9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;0;0;0;1;0;1;1;0;1;1;0;1;4;0;4;2;0;2;0;0;0;2;0;2;0;0;0;3;1;2;1;0;1;0;0;0;0;0;0;6;1;5
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5120000;Remscheid;voll.;9;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;3;1;2;1;0;1;4;1;3;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;0;1;0;0;0;2;0;2;5;0;5
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;8415061;Reutlingen;voll.;9;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;2;0;2;3;1;2;2;0;2;0;0;0;0;0;0;7;1;6
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;13003000;Rostock;voll.;10;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;1;0;1;3;0;3;1;0;1;0;0;0;1;0;1;0;0;0;3;1;2;2;0;2;0;0;0;1;0;1;7;1;6
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;10041100;Saarbruecken;voll.;17;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;3;2;0;2;2;0;2;4;0;4;2;0;2;4;0;4;2;1;1;2;0;2;0;0;0;14;1;13
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;3102000;Salzgitter;voll.;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;3;0;3;7;0;7;0;0;0;7;0;7;1;0;1;0;0;0;1;0;1;3;0;3;2;0;2;2;0;2;0;0;0;0;0;0;8;0;8
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;13004000;Schwerin;voll.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5970040;Siegen;voll.;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;2;0;2;0;0;0;2;0;2;1;0;1;0;0;0;0;0;0;5;0;5
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5122000;Solingen;voll.;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;2;0;2;5;0;5;3;0;3;8;0;8;0;0;0;1;0;1;1;0;1;1;0;1;2;0;2;0;0;0;0;0;0;0;0;0;4;0;4
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;8111000;Stuttgart;voll.;93;7;86;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;7;0;7;5;0;5;12;0;12;18;1;17;32;1;31;7;2;5;7;1;6;14;3;11;18;2;16;6;1;5;13;0;13;5;0;5;5;0;5;61;6;55
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;7211000;Trier;voll.;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;3;0;3;0;0;0;1;0;1;1;0;1;2;0;2;3;0;3;1;0;1;0;0;0;0;0;0;7;0;7
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;8421000;Ulm;voll.;13;0;13;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;2;0;2;0;0;0;2;0;2;4;0;4;7;0;7;0;0;0;2;0;2;2;0;2;2;0;2;2;0;2;0;0;0;0;0;0;0;0;0;6;0;6
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;6414000;Wiesbaden;voll.;22;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;3;0;3;4;0;4;7;0;7;2;0;2;2;1;1;4;1;3;3;0;3;2;0;2;4;0;4;2;0;2;0;0;0;15;1;14
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;3103000;Wolfsburg;voll.;16;4;12;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;1;1;0;2;1;1;2;1;1;5;3;2;1;0;1;1;0;1;2;0;2;4;1;3;5;0;5;0;0;0;0;0;0;0;0;0;11;1;10
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5124000;Wuppertal;voll.;43;1;42;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;2;0;2;6;0;6;4;1;3;10;1;9;7;0;7;19;1;18;3;0;3;0;0;0;3;0;3;7;0;7;9;0;9;3;0;3;0;0;0;2;0;2;24;0;24
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;9663000;Wuerzburg;voll.;11;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;3;1;2;0;0;0;3;1;2;1;0;1;0;0;0;1;0;1;2;0;2;2;0;2;1;0;1;2;0;2;0;0;0;8;0;8
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5334002;Aachen;vers.;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;4;0;4;6;0;6;1;0;1;0;0;0;1;0;1;1;0;1;2;0;2;0;0;0;0;0;0;0;0;0;4;0;4
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;9761000;Augsburg;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2
111000;Vergewaltigung und sexuelle Noetigung    177 Abs. 2, 3 und 4, 178 StGB;5378004;Bergisch Gladbach;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
