Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8121000;Heilbronn;voll.;242;191;51;0;0;0;3;2;1;3;2;1;15;7;8;25;19;6;186;155;31;13;8;5;199;163;36
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8121000;Heilbronn;vers.;50;41;9;1;1;0;1;1;0;2;2;0;4;4;0;3;3;0;40;32;8;1;0;1;41;32;9
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8121000;Heilbronn;insg.;292;232;60;1;1;0;4;3;1;5;4;1;19;11;8;28;22;6;226;187;39;14;8;6;240;195;45
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5916000;Herne;voll.;299;214;85;1;1;0;20;16;4;21;17;4;31;24;7;44;32;12;186;131;55;17;10;7;203;141;62
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5916000;Herne;vers.;79;43;36;3;1;2;6;1;5;9;2;7;5;3;2;11;9;2;46;24;22;8;5;3;54;29;25
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5916000;Herne;insg.;378;257;121;4;2;2;26;17;9;30;19;11;36;27;9;55;41;14;232;155;77;25;15;10;257;170;87
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;3254021;Hildesheim;voll.;252;168;84;0;0;0;9;4;5;9;4;5;23;11;12;30;17;13;183;132;51;7;4;3;190;136;54
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;3254021;Hildesheim;vers.;45;26;19;0;0;0;1;0;1;1;0;1;4;4;0;2;2;0;37;20;17;1;0;1;38;20;18
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;3254021;Hildesheim;insg.;297;194;103;0;0;0;10;4;6;10;4;6;27;15;12;32;19;13;220;152;68;8;4;4;228;156;72
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9161000;Ingolstadt;voll.;239;172;67;0;0;0;8;5;3;8;5;3;30;19;11;28;25;3;169;122;47;4;1;3;173;123;50
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9161000;Ingolstadt;vers.;79;58;21;1;0;1;12;10;2;13;10;3;2;1;1;5;5;0;50;35;15;9;7;2;59;42;17
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9161000;Ingolstadt;insg.;318;230;88;1;0;1;20;15;5;21;15;6;32;20;12;33;30;3;219;157;62;13;8;5;232;165;67
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;16053000;Jena;voll.;165;128;37;0;0;0;5;2;3;5;2;3;4;1;3;22;16;6;130;106;24;4;3;1;134;109;25
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;16053000;Jena;vers.;66;49;17;7;7;0;0;0;0;7;7;0;1;1;0;5;3;2;50;37;13;3;1;2;53;38;15
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;16053000;Jena;insg.;231;177;54;7;7;0;5;2;3;12;9;3;5;2;3;27;19;8;180;143;37;7;4;3;187;147;40
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7312000;Kaiserslautern;voll.;371;288;83;0;0;0;16;11;5;16;11;5;49;37;12;84;71;13;215;163;52;7;6;1;222;169;53
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7312000;Kaiserslautern;vers.;81;53;28;2;1;1;4;3;1;6;4;2;9;6;3;11;5;6;51;35;16;4;3;1;55;38;17
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7312000;Kaiserslautern;insg.;452;341;111;2;1;1;20;14;6;22;15;7;58;43;15;95;76;19;266;198;68;11;9;2;277;207;70
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8212000;Karlsruhe;voll.;604;464;140;3;3;0;19;11;8;22;14;8;52;36;16;80;62;18;425;331;94;25;21;4;450;352;98
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8212000;Karlsruhe;vers.;132;114;18;34;33;1;2;1;1;36;34;2;1;1;0;5;4;1;84;71;13;6;4;2;90;75;15
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8212000;Karlsruhe;insg.;736;578;158;37;36;1;21;12;9;58;48;10;53;37;16;85;66;19;509;402;107;31;25;6;540;427;113
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;6611000;Kassel;voll.;672;496;176;4;4;0;19;9;10;23;13;10;47;29;18;57;51;6;525;390;135;20;13;7;545;403;142
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;6611000;Kassel;vers.;98;70;28;0;0;0;1;0;1;1;0;1;5;3;2;9;9;0;76;53;23;7;5;2;83;58;25
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;6611000;Kassel;insg.;770;566;204;4;4;0;20;9;11;24;13;11;52;32;20;66;60;6;601;443;158;27;18;9;628;461;167
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;1002000;Kiel;voll.;565;433;132;2;2;0;12;7;5;14;9;5;57;43;14;72;58;14;408;315;93;14;8;6;422;323;99
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;1002000;Kiel;vers.;73;50;23;0;0;0;3;0;3;3;0;3;1;1;0;9;6;3;50;37;13;10;6;4;60;43;17
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;1002000;Kiel;insg.;638;483;155;2;2;0;15;7;8;17;9;8;58;44;14;81;64;17;458;352;106;24;14;10;482;366;116
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7111000;Koblenz;voll.;446;335;111;4;2;2;12;8;4;16;10;6;39;29;10;56;48;8;323;242;81;12;6;6;335;248;87
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7111000;Koblenz;vers.;56;40;16;0;0;0;0;0;0;0;0;0;3;1;2;2;1;1;49;36;13;2;2;0;51;38;13
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7111000;Koblenz;insg.;502;375;127;4;2;2;12;8;4;16;10;6;42;30;12;58;49;9;372;278;94;14;8;6;386;286;100
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5315000;K ln;voll.;3,732;2,680;1,052;13;7;6;120;86;34;133;93;40;302;206;96;400;290;110;2,744;1,979;765;153;112;41;2,897;2,091;806
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5315000;K ln;vers.;690;464;226;5;3;2;23;18;5;28;21;7;34;20;14;40;29;11;550;371;179;38;23;15;588;394;194
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5315000;K ln;insg.;4,422;3,144;1,278;18;10;8;143;104;39;161;114;47;336;226;110;440;319;121;3,294;2,350;944;191;135;56;3,485;2,485;1,000
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5114000;Krefeld;voll.;510;378;132;2;1;1;40;29;11;42;30;12;50;39;11;60;49;11;335;241;94;23;19;4;358;260;98
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5114000;Krefeld;vers.;92;58;34;0;0;0;1;1;0;1;1;0;6;5;1;9;7;2;70;43;27;6;2;4;76;45;31
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5114000;Krefeld;insg.;602;436;166;2;1;1;41;30;11;43;31;12;56;44;12;69;56;13;405;284;121;29;21;8;434;305;129
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;14713000;Leipzig;voll.;1,313;988;325;7;4;3;38;26;12;45;30;15;106;59;47;143;118;25;975;748;227;44;33;11;1,019;781;238
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;14713000;Leipzig;vers.;226;169;57;2;2;0;3;2;1;5;4;1;5;2;3;8;4;4;195;149;46;13;10;3;208;159;49
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;14713000;Leipzig;insg.;1,539;1,157;382;9;6;3;41;28;13;50;34;16;111;61;50;151;122;29;1,170;897;273;57;43;14;1,227;940;287
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5316000;Leverkusen;voll.;369;248;121;1;0;1;12;8;4;13;8;5;43;26;17;28;20;8;261;178;83;24;16;8;285;194;91
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5316000;Leverkusen;vers.;87;65;22;0;0;0;1;1;0;1;1;0;12;11;1;7;6;1;63;45;18;4;2;2;67;47;20
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5316000;Leverkusen;insg.;456;313;143;1;0;1;13;9;4;14;9;5;55;37;18;35;26;9;324;223;101;28;18;10;352;241;111
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;1003000;L beck;voll.;567;405;162;2;1;1;19;13;6;21;14;7;51;32;19;56;44;12;406;287;119;33;28;5;439;315;124
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;1003000;L beck;vers.;96;67;29;5;4;1;6;5;1;11;9;2;2;1;1;6;3;3;72;50;22;5;4;1;77;54;23
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;1003000;L beck;insg.;663;472;191;7;5;2;25;18;7;32;23;9;53;33;20;62;47;15;478;337;141;38;32;6;516;369;147
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7314000;Ludwigshafen am Rhein;voll.;561;407;154;3;2;1;40;24;16;43;26;17;61;50;11;57;48;9;375;265;110;25;18;7;400;283;117
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7314000;Ludwigshafen am Rhein;vers.;106;83;23;0;0;0;9;7;2;9;7;2;6;4;2;6;6;0;75;59;16;10;7;3;85;66;19
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7314000;Ludwigshafen am Rhein;insg.;667;490;177;3;2;1;49;31;18;52;33;19;67;54;13;63;54;9;450;324;126;35;25;10;485;349;136
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;15003000;Magdeburg;voll.;587;443;144;3;2;1;28;17;11;31;19;12;71;54;17;67;48;19;399;312;87;19;10;9;418;322;96
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;15003000;Magdeburg;vers.;150;102;48;2;1;1;5;3;2;7;4;3;5;2;3;10;5;5;122;87;35;6;4;2;128;91;37
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;15003000;Magdeburg;insg.;737;545;192;5;3;2;33;20;13;38;23;15;76;56;20;77;53;24;521;399;122;25;14;11;546;413;133
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7315000;Mainz;voll.;494;385;109;0;0;0;26;16;10;26;16;10;59;44;15;63;45;18;333;268;65;13;12;1;346;280;66
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7315000;Mainz;vers.;87;62;25;1;1;0;2;2;0;3;3;0;5;4;1;2;1;1;74;53;21;3;1;2;77;54;23
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;7315000;Mainz;insg.;581;447;134;1;1;0;28;18;10;29;19;10;64;48;16;65;46;19;407;321;86;16;13;3;423;334;89
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8222000;Mannheim;voll.;738;538;200;5;3;2;26;17;9;31;20;11;54;39;15;84;68;16;528;386;142;41;25;16;569;411;158
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8222000;Mannheim;vers.;84;62;22;1;1;0;7;6;1;8;7;1;6;5;1;7;5;2;60;43;17;3;2;1;63;45;18
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8222000;Mannheim;insg.;822;600;222;6;4;2;33;23;10;39;27;12;60;44;16;91;73;18;588;429;159;44;27;17;632;456;176
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5170024;Moers;voll.;163;115;48;5;3;2;9;7;2;14;10;4;17;14;3;27;21;6;92;62;30;13;8;5;105;70;35
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5170024;Moers;vers.;45;34;11;0;0;0;3;2;1;3;2;1;2;2;0;6;6;0;30;24;6;4;0;4;34;24;10
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5170024;Moers;insg.;208;149;59;5;3;2;12;9;3;17;12;5;19;16;3;33;27;6;122;86;36;17;8;9;139;94;45
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5116000;M nchengladbach;voll.;602;401;201;2;1;1;23;14;9;25;15;10;54;38;16;71;43;28;426;287;139;26;18;8;452;305;147
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5116000;M nchengladbach;vers.;95;66;29;0;0;0;2;2;0;2;2;0;5;2;3;5;4;1;72;49;23;11;9;2;83;58;25
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5116000;M nchengladbach;insg.;697;467;230;2;1;1;25;16;9;27;17;10;59;40;19;76;47;29;498;336;162;37;27;10;535;363;172
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5117000;M lheim an der Ruhr;voll.;242;156;86;1;0;1;13;7;6;14;7;7;33;25;8;18;11;7;165;107;58;12;6;6;177;113;64
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5117000;M lheim an der Ruhr;vers.;45;28;17;0;0;0;3;2;1;3;2;1;3;2;1;2;2;0;33;19;14;4;3;1;37;22;15
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5117000;M lheim an der Ruhr;insg.;287;184;103;1;0;1;16;9;7;17;9;8;36;27;9;20;13;7;198;126;72;16;9;7;214;135;79
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9162000;M nchen;voll.;2,820;2,076;744;16;6;10;71;44;27;87;50;37;287;225;62;319;254;65;2,029;1,482;547;98;65;33;2,127;1,547;580
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9162000;M nchen;vers.;671;494;177;8;6;2;10;5;5;18;11;7;20;10;10;36;23;13;565;430;135;32;20;12;597;450;147
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9162000;M nchen;insg.;3,491;2,570;921;24;12;12;81;49;32;105;61;44;307;235;72;355;277;78;2,594;1,912;682;130;85;45;2,724;1,997;727
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5515000;M nster;voll.;557;406;151;5;3;2;26;16;10;31;19;12;46;32;14;73;54;19;394;291;103;13;10;3;407;301;106
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5515000;M nster;vers.;110;76;34;2;2;0;1;0;1;3;2;1;9;7;2;10;6;4;77;54;23;11;7;4;88;61;27
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5515000;M nster;insg.;667;482;185;7;5;2;27;16;11;34;21;13;55;39;16;83;60;23;471;345;126;24;17;7;495;362;133
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5162024;Neuss;voll.;242;170;72;3;2;1;12;9;3;15;11;4;21;14;7;34;24;10;159;110;49;13;11;2;172;121;51
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5162024;Neuss;vers.;40;24;16;3;1;2;5;3;2;8;4;4;5;2;3;1;1;0;22;14;8;4;3;1;26;17;9
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5162024;Neuss;insg.;282;194;88;6;3;3;17;12;5;23;15;8;26;16;10;35;25;10;181;124;57;17;14;3;198;138;60
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9564000;N rnberg;voll.;1,098;820;278;3;2;1;52;38;14;55;40;15;99;71;28;115;95;20;781;579;202;48;35;13;829;614;215
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9564000;N rnberg;vers.;267;202;65;5;4;1;17;15;2;22;19;3;9;5;4;20;18;2;201;150;51;15;10;5;216;160;56
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9564000;N rnberg;insg.;1,365;1,022;343;8;6;2;69;53;16;77;59;18;108;76;32;135;113;22;982;729;253;63;45;18;1,045;774;271
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5119000;Oberhausen;voll.;395;261;134;3;1;2;18;10;8;21;11;10;50;32;18;43;35;8;272;181;91;9;2;7;281;183;98
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5119000;Oberhausen;vers.;57;41;16;0;0;0;3;2;1;3;2;1;6;3;3;4;4;0;41;29;12;3;3;0;44;32;12
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5119000;Oberhausen;insg.;452;302;150;3;1;2;21;12;9;24;13;11;56;35;21;47;39;8;313;210;103;12;5;7;325;215;110
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;6413000;Offenbach am Main;voll.;248;174;74;1;0;1;16;8;8;17;8;9;34;24;10;15;9;6;172;129;43;10;4;6;182;133;49
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;6413000;Offenbach am Main;vers.;36;31;5;1;1;0;5;5;0;6;6;0;3;3;0;1;1;0;23;19;4;3;2;1;26;21;5
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;6413000;Offenbach am Main;insg.;284;205;79;2;1;1;21;13;8;23;14;9;37;27;10;16;10;6;195;148;47;13;6;7;208;154;54
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;3403000;Oldenburg (Oldenburg);voll.;302;230;72;0;0;0;11;8;3;11;8;3;21;12;9;45;37;8;214;167;47;11;6;5;225;173;52
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;3403000;Oldenburg (Oldenburg);vers.;52;36;16;0;0;0;3;1;2;3;1;2;1;0;1;2;2;0;43;30;13;3;3;0;46;33;13
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;3403000;Oldenburg (Oldenburg);insg.;354;266;88;0;0;0;14;9;5;14;9;5;22;12;10;47;39;8;257;197;60;14;9;5;271;206;65
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;3404000;Osnabr ck;voll.;537;401;136;0;0;0;24;12;12;24;12;12;49;32;17;56;37;19;386;308;78;22;12;10;408;320;88
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;3404000;Osnabr ck;vers.;48;37;11;0;0;0;1;0;1;1;0;1;2;1;1;3;2;1;40;33;7;2;1;1;42;34;8
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;3404000;Osnabr ck;insg.;585;438;147;0;0;0;25;12;13;25;12;13;51;33;18;59;39;20;426;341;85;24;13;11;450;354;96
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5774032;Paderborn;voll.;323;247;76;2;1;1;6;5;1;8;6;2;38;29;9;40;33;7;225;171;54;12;8;4;237;179;58
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5774032;Paderborn;vers.;73;47;26;0;0;0;6;3;3;6;3;3;5;4;1;2;1;1;52;34;18;8;5;3;60;39;21
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5774032;Paderborn;insg.;396;294;102;2;1;1;12;8;4;14;9;5;43;33;10;42;34;8;277;205;72;20;13;7;297;218;79
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8231000;Pforzheim;voll.;323;247;76;0;0;0;13;10;3;13;10;3;52;38;14;30;23;7;212;166;46;16;10;6;228;176;52
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8231000;Pforzheim;vers.;51;41;10;1;1;0;0;0;0;1;1;0;5;2;3;7;7;0;37;31;6;1;0;1;38;31;7
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;8231000;Pforzheim;insg.;374;288;86;1;1;0;13;10;3;14;11;3;57;40;17;37;30;7;249;197;52;17;10;7;266;207;59
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;12054000;Potsdam;voll.;236;166;70;1;0;1;6;5;1;7;5;2;18;10;8;30;25;5;174;124;50;7;2;5;181;126;55
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;12054000;Potsdam;vers.;53;43;10;0;0;0;2;2;0;2;2;0;2;2;0;2;2;0;38;31;7;9;6;3;47;37;10
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;12054000;Potsdam;insg.;289;209;80;1;0;1;8;7;1;9;7;2;20;12;8;32;27;5;212;155;57;16;8;8;228;163;65
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5562032;Recklinghausen;voll.;241;170;71;0;0;0;12;9;3;12;9;3;18;13;5;25;17;8;175;123;52;11;8;3;186;131;55
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5562032;Recklinghausen;vers.;46;26;20;0;0;0;1;1;0;1;1;0;1;1;0;1;0;1;42;24;18;1;0;1;43;24;19
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;5562032;Recklinghausen;insg.;287;196;91;0;0;0;13;10;3;13;10;3;19;14;5;26;17;9;217;147;70;12;8;4;229;155;74
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9362000;Regensburg;voll.;349;268;81;0;0;0;5;5;0;5;5;0;34;30;4;44;41;3;250;182;68;16;10;6;266;192;74
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9362000;Regensburg;vers.;69;53;16;3;3;0;0;0;0;3;3;0;1;1;0;4;4;0;58;45;13;3;0;3;61;45;16
222000;Gef hrliche und schwere K rperverletzung, Verst mmelung weiblicher Genitalien    224, 226, 226a, 231 StGB;9362000;Regensburg;insg.;418;321;97;3;3;0;5;5;0;8;8;0;35;31;4;48;45;3;308;227;81;19;10;9;327;237;90
