Schluessel;Straftat;Gemeindeschluessel;Stadt;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasse Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Aufkaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an Gesamtzahl;
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;9562000;Erlangen;6;5.1;0;0;0;0;6;100;6;5;1;1;16.7;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5113000;Essen;250;42.8;23;9.2;0;0;102;40.8;112;79;33;25;22.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;6412000;Frankfurt am Main;168;21.7;20;11.9;0;0;56;33.3;52;39;13;27;51.9;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;8311000;Freiburg im Breisgau;50;21.2;1;2;0;0;27;54;33;20;13;11;33.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;9563000;Fürth;12;9.1;1;8.3;0;0;8;66.7;7;6;1;2;28.6;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5513000;Gelsenkirchen;83;31.6;6;7.2;0;0;38;45.8;45;30;15;14;31.1;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;3159016;Göttingen;36;30.3;2;5.6;0;0;18;50;24;21;3;7;29.2;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5754008;Gütersloh;13;12.7;7;53.8;0;0;9;69.2;9;9;0;3;33.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5914000;Hagen;48;25.3;6;12.5;0;0;13;27.1;13;8;5;4;30.8;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;15002000;Halle (Saale);88;36.4;11;12.5;0;0;30;34.1;25;21;4;2;8;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;2000000;Hamburg;274;14.5;51;18.6;0;0;101;36.9;120;99;21;33;27.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5915000;Hamm;65;35.9;5;7.7;0;0;35;53.8;37;30;7;9;24.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;6435014;Hanau;58;57.2;3;5.2;0;0;20;34.5;16;14;2;1;6.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;3241001;Hannover;120;22;28;23.3;0;0;52;43.3;59;42;17;18;30.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;8221000;Heidelberg;22;13.6;2;9.1;0;0;8;36.4;8;4;4;1;12.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;8121000;Heilbronn;23;17.9;1;4.3;0;0;12;52.2;14;12;2;6;42.9;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5916000;Herne;30;19.1;3;10;0;0;19;63.3;23;15;8;4;17.4;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;3254021;Hildesheim;18;17.7;1;5.6;0;0;8;44.4;12;10;2;1;8.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;9161000;Ingolstadt;31;22;7;22.6;0;0;25;80.6;21;16;5;6;28.6;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;16053000;Jena;13;11.7;0;0;0;0;7;53.8;7;5;2;0;0;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;7312000;Kaiserslautern;21;20.7;4;19;0;0;11;52.4;11;10;1;2;18.2;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;8212000;Karlsruhe;65;21.1;7;10.8;0;0;44;67.7;21;17;4;4;19;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;6611000;Kassel;49;24;7;14.3;0;0;20;40.8;24;23;1;3;12.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;1002000;Kiel;76;30.7;22;28.9;0;0;30;39.5;33;26;7;7;21.2;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;7111000;Koblenz;37;32.1;4;10.8;0;0;16;43.2;21;18;3;3;14.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5315000;Köln;206;19;34;16.5;0;0;90;43.7;94;63;31;24;25.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5114000;Krefeld;82;35.9;12;14.6;0;0;30;36.6;39;26;13;5;12.8;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;14713000;Leipzig;258;41.9;16;6.2;0;0;78;30.2;97;75;22;20;20.6;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5316000;Leverkusen;23;13.9;1;4.3;0;0;12;52.2;17;15;2;4;23.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;1003000;Lübeck;42;19.3;6;14.3;0;0;16;38.1;17;15;2;4;23.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;7314000;Ludwigshafen am Rhein;52;29.8;3;5.8;0;0;17;32.7;18;15;3;7;38.9;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;15003000;Magdeburg;90;37.6;10;11.1;0;0;27;30;37;30;7;4;10.8;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;7315000;Mainz;21;9.5;2;9.5;0;0;10;47.6;15;12;3;7;46.7;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;8222000;Mannheim;46;14.6;3;6.5;0;0;22;47.8;30;20;10;6;20;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5170024;Moers;14;13.3;2;14.3;0;0;5;35.7;5;3;2;1;20;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5116000;Mönchengladbach;48;17.9;8;16.7;0;0;20;41.7;35;25;10;4;11.4;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5117000;Mülheim an der Ruhr;77;44.7;4;5.2;0;0;43;55.8;50;39;11;18;36;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;9162000;München;121;8;20;16.5;0;0;71;58.7;81;62;19;25;30.9;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5515000;Münster;55;17.1;6;10.9;0;0;21;38.2;23;16;7;4;17.4;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5162024;Neuss;26;16.9;4;15.4;0;0;16;61.5;16;13;3;5;31.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;9564000;Nürnberg;40;7.6;2;5;0;0;23;57.5;28;16;12;11;39.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5119000;Oberhausen;61;28.9;8;13.1;0;0;33;54.1;35;26;9;8;22.9;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;6413000;Offenbach am Main;30;22.4;2;6.7;0;0;8;26.7;9;7;2;1;11.1;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;3403000;Oldenburg (Oldenburg);24;13.9;3;12.5;0;0;14;58.3;17;14;3;4;23.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;3404000;Osnabrück;18;10.8;4;22.2;0;0;12;66.7;10;9;1;1;10;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5774032;Paderborn;67;43.3;14;20.9;0;0;43;64.2;30;26;4;6;20;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;8231000;Pforzheim;28;21.9;3;10.7;0;0;14;50;22;17;5;5;22.7;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;12054000;Potsdam;66;35.5;15;22.7;0;0;32;48.5;35;24;11;4;11.4;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5562032;Recklinghausen;13;11.6;2;15.4;0;0;5;38.5;6;6;0;2;33.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;9362000;Regensburg;16;10.2;0;0;0;0;10;62.5;10;8;2;1;10;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5120000;Remscheid;15;13.3;1;6.7;0;0;7;46.7;8;7;1;3;37.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;8415061;Reutlingen;33;28.1;2;6.1;0;0;17;51.5;23;17;6;6;26.1;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;13003000;Rostock, Hanse- und Universitätsstadt;84;40;11;13.1;0;0;12;14.3;12;9;3;3;25;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;10041100;Saarbrücken;78;42.9;9;11.5;0;0;26;33.3;24;17;7;8;33.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;3102000;Salzgitter;28;26.8;5;17.9;0;0;20;71.4;21;20;1;2;9.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;13004000;Schwerin;52;54.4;3;5.8;0;0;28;53.8;26;18;8;6;23.1;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5970040;Siegen;23;22.4;5;21.7;0;0;11;47.8;12;9;3;2;16.7;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5122000;Solingen;18;11.2;2;11.1;0;0;7;38.9;7;4;3;3;42.9;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;8111000;Stuttgart;106;16.7;14;13.2;0;0;56;52.8;55;43;12;23;41.8;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;7211000;Trier;21;18.7;2;9.5;0;0;15;71.4;14;12;2;2;14.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;8421000;Ulm;22;17.1;4;18.2;0;0;13;59.1;19;13;6;4;21.1;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;6414000;Wiesbaden;39;13.8;1;2.6;0;0;15;38.5;16;13;3;8;50;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;3103000;Wolfsburg;45;35.7;8;17.8;0;0;20;44.4;17;17;0;5;29.4;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5124000;Wuppertal;50;13.9;2;4;0;0;24;48;26;21;5;5;19.2;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;9663000;Würzburg;31;24.3;4;12.9;0;0;20;64.5;18;10;8;6;33.3;2118842
674000;Sachbeschädigung §§ 303-305a StGB;5334002;Aachen;1,792;710.7;18;1;0;0;461;25.7;451;383;68;156;34.6;2187962
674000;Sachbeschädigung §§ 303-305a StGB;9761000;Augsburg;2,352;781.3;96;4.1;0;6;913;38.8;524;436;88;182;34.7;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5378004;Bergisch Gladbach;604;535.9;2;0.3;0;3;174;28.8;150;115;35;37;24.7;2187962
674000;Sachbeschädigung §§ 303-305a StGB;11000000;Berlin;45,434;1,209.90;1,052;2.3;0;28;10,364;22.8;8,126;6,717;1,409;2,779;34.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5711000;Bielefeld;2,480;733;23;0.9;0;3;584;23.5;458;379;79;138;30.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5911000;Bochum;3,312;905.6;37;1.1;0;4;782;23.6;728;597;131;198;27.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5314000;Bonn;2,684;797.7;31;1.2;0;1;573;21.3;524;424;100;144;27.5;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5512000;Bottrop;783;662.9;5;0.6;0;2;165;21.1;150;123;27;36;24;2187962
674000;Sachbeschädigung §§ 303-305a StGB;3101000;Braunschweig;2,657;1,055.20;31;1.2;0;7;688;25.9;441;392;49;72;16.3;2187962
674000;Sachbeschädigung §§ 303-305a StGB;4011000;Bremen;5,099;895.5;55;1.1;0;6;1,158;22.7;986;796;190;350;35.5;2187962
674000;Sachbeschädigung §§ 303-305a StGB;4012000;Bremerhaven;1,265;1,095.50;7;0.6;0;5;320;25.3;296;264;32;76;25.7;2187962
674000;Sachbeschädigung §§ 303-305a StGB;14511000;Chemnitz;2,653;1,067.30;46;1.7;0;3;743;28;502;422;80;125;24.9;2187962
674000;Sachbeschädigung §§ 303-305a StGB;6411000;Darmstadt;1,030;634.9;4;0.4;0;0;185;18;165;145;20;48;29.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5913000;Dortmund;5,548;935.1;88;1.6;0;5;1,332;24;1,115;959;156;348;31.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;14612000;Dresden;4,895;869;71;1.5;0;5;1,117;22.8;985;838;147;230;23.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5112000;Duisburg;4,050;806.4;45;1.1;0;5;920;22.7;880;711;169;291;33.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5111000;Düsseldorf;4,934;784.4;44;0.9;0;2;992;20.1;977;816;161;307;31.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;16051000;Erfurt;2,066;961.1;108;5.2;0;0;510;24.7;416;348;68;88;21.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;9562000;Erlangen;593;508.7;13;2.2;0;2;174;29.3;145;125;20;27;18.6;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5113000;Essen;4,850;829.7;51;1.1;0;6;1,489;30.7;874;722;152;260;29.7;2187962
674000;Sachbeschädigung §§ 303-305a StGB;6412000;Frankfurt am Main;7,041;910.8;53;0.8;0;5;1,354;19.2;1,094;924;170;478;43.7;2187962
674000;Sachbeschädigung §§ 303-305a StGB;8311000;Freiburg im Breisgau;1,737;735.6;16;0.9;0;1;293;16.9;278;249;29;90;32.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;9563000;Fürth;767;583.6;17;2.2;0;0;238;31;211;174;37;81;38.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5513000;Gelsenkirchen;2,138;812.9;19;0.9;0;4;518;24.2;512;432;80;191;37.3;2187962
674000;Sachbeschädigung §§ 303-305a StGB;3159016;Göttingen;1,513;1,272.00;21;1.4;0;0;483;31.9;250;214;36;72;28.8;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5754008;Gütersloh;573;559.6;10;1.7;0;2;150;26.2;141;119;22;43;30.5;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5914000;Hagen;1,745;919.5;22;1.3;0;4;435;24.9;382;310;72;135;35.3;2187962
674000;Sachbeschädigung §§ 303-305a StGB;15002000;Halle (Saale);3,596;1,485.40;84;2.3;0;0;748;20.8;659;559;100;131;19.9;2187962
674000;Sachbeschädigung §§ 303-305a StGB;2000000;Hamburg;17,345;916.7;381;2.2;0;4;3,067;17.7;2,712;2,289;423;952;35.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5915000;Hamm;1,731;957.2;23;1.3;0;37;537;31;346;285;61;104;30.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;6435014;Hanau;542;534.7;6;1.1;0;1;127;23.4;105;87;18;41;39;2187962
674000;Sachbeschädigung §§ 303-305a StGB;3241001;Hannover;5,827;1,069.10;108;1.9;0;4;1,576;27;1,380;1,160;220;501;36.3;2187962
674000;Sachbeschädigung §§ 303-305a StGB;8221000;Heidelberg;1,079;664.9;14;1.3;0;0;221;20.5;221;193;28;78;35.3;2187962
674000;Sachbeschädigung §§ 303-305a StGB;8121000;Heilbronn;976;760.5;4;0.4;0;2;267;27.4;205;162;43;81;39.5;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5916000;Herne;1,426;906.2;13;0.9;0;2;399;28;382;312;70;119;31.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;3254021;Hildesheim;956;938.6;12;1.3;0;0;225;23.5;198;167;31;53;26.8;2187962
674000;Sachbeschädigung §§ 303-305a StGB;9161000;Ingolstadt;877;621.9;28;3.2;0;0;224;25.5;217;190;27;88;40.6;2187962
674000;Sachbeschädigung §§ 303-305a StGB;16053000;Jena;1,225;1,101.70;28;2.3;0;0;299;24.4;165;142;23;26;15.8;2187962
674000;Sachbeschädigung §§ 303-305a StGB;7312000;Kaiserslautern;1,167;1,152.80;38;3.3;0;0;320;27.4;282;226;56;68;24.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;8212000;Karlsruhe;2,248;728.2;28;1.2;0;1;486;21.6;397;346;51;102;25.7;2187962
674000;Sachbeschädigung §§ 303-305a StGB;6611000;Kassel;1,842;902;6;0.3;0;2;412;22.4;338;286;52;139;41.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;1002000;Kiel;2,501;1,009.60;21;0.8;0;4;462;18.5;470;411;59;104;22.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;7111000;Koblenz;7,151;6,203.80;15;0.2;0;5;221;3.1;221;194;27;65;29.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5315000;Köln;9,392;865.8;103;1.1;0;7;2,217;23.6;1,776;1,473;303;625;35.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5114000;Krefeld;1,625;711.4;16;1;0;1;413;25.4;423;350;73;125;29.6;2187962
674000;Sachbeschädigung §§ 303-305a StGB;14713000;Leipzig;7,670;1,244.90;103;1.3;0;3;1,569;20.5;1,301;1,108;193;267;20.5;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5316000;Leverkusen;920;555.1;6;0.7;0;0;196;21.3;196;169;27;65;33.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;1003000;Lübeck;2,537;1,163.30;106;4.2;0;3;662;26.1;546;442;104;104;19;2187962
674000;Sachbeschädigung §§ 303-305a StGB;7314000;Ludwigshafen am Rhein;1,333;764.9;58;4.4;0;1;318;23.9;286;243;43;113;39.5;2187962
674000;Sachbeschädigung §§ 303-305a StGB;15003000;Magdeburg;3,451;1,441.70;81;2.3;0;2;740;21.4;641;520;121;137;21.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;7315000;Mainz;1,711;775.8;18;1.1;0;0;378;22.1;309;246;63;99;32;2187962
674000;Sachbeschädigung §§ 303-305a StGB;8222000;Mannheim;2,268;718.7;21;0.9;0;0;449;19.8;412;358;54;148;35.9;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5170024;Moers;603;572.7;8;1.3;0;1;132;21.9;138;122;16;35;25.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5116000;Mönchengladbach;2,165;806.4;20;0.9;0;1;601;27.8;571;460;111;157;27.5;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5117000;Mülheim an der Ruhr;1,029;596.9;12;1.2;0;1;203;19.7;204;168;36;71;34.8;2187962
674000;Sachbeschädigung §§ 303-305a StGB;9162000;München;9,198;608.1;142;1.5;0;3;1,892;20.6;1,739;1,487;252;685;39.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5515000;Münster;2,796;871.2;49;1.8;0;3;689;24.6;489;416;73;138;28.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5162024;Neuss;927;601.4;11;1.2;0;0;244;26.3;223;180;43;61;27.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;9564000;Nürnberg;3,832;732.7;124;3.2;0;7;1,080;28.2;881;745;136;365;41.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5119000;Oberhausen;1,650;782.6;11;0.7;0;8;335;20.3;351;285;66;109;31.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;6413000;Offenbach am Main;751;559.7;5;0.7;0;0;170;22.6;148;115;33;65;43.9;2187962
674000;Sachbeschädigung §§ 303-305a StGB;3403000;Oldenburg (Oldenburg);1,392;805.4;10;0.7;0;0;328;23.6;270;223;47;55;20.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;3404000;Osnabrück;1,913;1,143.00;11;0.6;0;3;527;27.5;393;323;70;113;28.8;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5774032;Paderborn;1,173;758;28;2.4;0;4;350;29.8;273;223;50;47;17.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;8231000;Pforzheim;1,225;958.2;8;0.7;0;2;227;18.5;213;165;48;86;40.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;12054000;Potsdam;1,618;871.1;15;0.9;0;0;286;17.7;260;216;44;61;23.5;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5562032;Recklinghausen;943;844;4;0.4;0;5;220;23.3;185;149;36;63;34.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;9362000;Regensburg;1,304;828.2;37;2.8;0;1;278;21.3;240;207;33;70;29.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5120000;Remscheid;900;799.2;15;1.7;0;0;242;26.9;209;179;30;65;31.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;8415061;Reutlingen;869;739.3;10;1.2;0;0;164;18.9;141;115;26;38;27;2187962
674000;Sachbeschädigung §§ 303-305a StGB;13003000;Rostock, Hanse- und Universitätsstadt;2,545;1,212.40;23;0.9;0;0;496;19.5;463;396;67;58;12.5;2187962
674000;Sachbeschädigung §§ 303-305a StGB;10041100;Saarbrücken;2,188;1,202.50;46;2.1;0;1;533;24.4;460;371;89;136;29.6;2187962
674000;Sachbeschädigung §§ 303-305a StGB;3102000;Salzgitter;834;797.7;7;0.8;0;4;272;32.6;228;191;37;92;40.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;13004000;Schwerin;1,019;1,065.80;12;1.2;0;0;301;29.5;273;236;37;59;21.6;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5970040;Siegen;904;881.4;7;0.8;0;3;235;26;175;141;34;41;23.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5122000;Solingen;1,119;696.6;9;0.8;0;3;237;21.2;232;185;47;66;28.4;2187962
674000;Sachbeschädigung §§ 303-305a StGB;8111000;Stuttgart;4,510;712.6;53;1.2;0;1;854;18.9;784;659;125;326;41.6;2187962
674000;Sachbeschädigung §§ 303-305a StGB;7211000;Trier;1,107;986.7;10;0.9;0;1;269;24.3;239;209;30;69;28.9;2187962
674000;Sachbeschädigung §§ 303-305a StGB;8421000;Ulm;908;704.3;13;1.4;0;1;152;16.7;146;117;29;52;35.6;2187962
674000;Sachbeschädigung §§ 303-305a StGB;6414000;Wiesbaden;2,138;755.3;26;1.2;0;2;601;28.1;438;356;82;136;31.1;2187962
674000;Sachbeschädigung §§ 303-305a StGB;3103000;Wolfsburg;1,184;940;6;0.5;0;1;193;16.3;191;170;21;65;34;2187962
674000;Sachbeschädigung §§ 303-305a StGB;5124000;Wuppertal;2,896;807;30;1;0;2;628;21.7;573;471;102;213;37.2;2187962
674000;Sachbeschädigung §§ 303-305a StGB;9663000;Würzburg;1,249;977.2;34;2.7;0;1;492;39.4;231;212;19;64;27.7;2187962
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5334002;Aachen;3,386;1,342.90;6;0.2;0;0;3,378;99.8;3,470;3,127;343;3,428;98.8;2334842
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9761000;Augsburg;2,092;694.9;1;0;0;0;2,090;99.9;2,090;1,608;482;2,090;100;2334842
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5378004;Bergisch Gladbach;39;34.6;0;0;0;0;39;100;41;34;7;41;100;2334842
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;11000000;Berlin;21,569;574.4;20;0.1;0;0;20,857;96.7;18,482;14,132;4,350;18,382;99.5;2334842
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5711000;Bielefeld;372;110;1;0.3;0;0;372;100;352;292;60;352;100;2334842
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5911000;Bochum;969;264.9;1;0.1;0;0;963;99.4;967;682;285;965;99.8;2334842
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5314000;Bonn;383;113.8;0;0;0;0;382;99.7;398;320;78;389;97.7;2334842
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5512000;Bottrop;9;7.6;0;0;0;0;9;100;8;8;0;8;100;2334842
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3101000;Braunschweig;334;132.6;0;0;0;0;332;99.4;330;246;84;330;100;2334842
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;4011000;Bremen;2,127;373.6;32;1.5;0;0;2,119;99.6;2,038;1,721;317;2,036;99.9;2334842
