Schluessel;Straftat;Gemeindeschluessel;Stadt;erfasste Faelle;HZ nach Zensus;Versuche - Anzahl;Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;aufgeklaerte Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in %
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;09663000;Würzburg;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0.0
219000;Raubüberfälle in Wohnungen;05334002;Aachen;28;11;5;17.9;2;0;22;78.6;25;22;3;6;24.0
219000;Raubüberfälle in Wohnungen;09761000;Augsburg;5;2;3;60.0;0;0;5;100.0;12;12;0;8;66.7
219000;Raubüberfälle in Wohnungen;05378004;Bergisch Gladbach;10;9;2;20.0;0;0;8;80.0;17;16;1;9;52.9
219000;Raubüberfälle in Wohnungen;11000000;Berlin;197;5;33;16.8;8;0;133;67.5;182;162;20;83;45.6
219000;Raubüberfälle in Wohnungen;05711000;Bielefeld;18;5;6;33.3;0;0;18;100.0;24;23;1;10;41.7
219000;Raubüberfälle in Wohnungen;05911000;Bochum;13;4;1;7.7;1;0;12;92.3;15;15;0;4;26.7
219000;Raubüberfälle in Wohnungen;05314000;Bonn;11;3;1;9.1;0;0;11;100.0;12;12;0;5;41.7
219000;Raubüberfälle in Wohnungen;05512000;Bottrop;3;3;1;33.3;0;0;1;33.3;1;1;0;1;100.0
219000;Raubüberfälle in Wohnungen;03101000;Braunschweig;11;4;4;36.4;1;0;9;81.8;15;13;2;7;46.7
219000;Raubüberfälle in Wohnungen;04011000;Bremen;30;5;7;23.3;0;0;18;60.0;20;20;0;11;55.0
219000;Raubüberfälle in Wohnungen;04012000;Bremerhaven;11;10;3;27.3;1;0;7;63.6;18;16;2;4;22.2
219000;Raubüberfälle in Wohnungen;14511000;Chemnitz;8;3;0;0.0;0;0;8;100.0;13;10;3;2;15.4
219000;Raubüberfälle in Wohnungen;12052000;Cottbus;6;6;1;16.7;0;0;5;83.3;4;4;0;0;0.0
219000;Raubüberfälle in Wohnungen;06411000;Darmstadt;8;5;1;12.5;1;0;6;75.0;8;7;1;4;50.0
219000;Raubüberfälle in Wohnungen;05913000;Dortmund;33;6;8;24.2;0;0;26;78.8;37;30;7;9;24.3
219000;Raubüberfälle in Wohnungen;14612000;Dresden;13;2;1;7.7;0;0;10;76.9;20;17;3;14;70.0
219000;Raubüberfälle in Wohnungen;05112000;Duisburg;41;8;4;9.8;1;0;29;70.7;37;31;6;18;48.6
219000;Raubüberfälle in Wohnungen;05111000;Düsseldorf;24;4;3;12.5;0;0;19;79.2;24;22;2;13;54.2
219000;Raubüberfälle in Wohnungen;16051000;Erfurt;5;2;1;20.0;0;0;4;80.0;6;6;0;0;0.0
219000;Raubüberfälle in Wohnungen;09562000;Erlangen;1;1;0;0.0;0;0;1;100.0;1;1;0;1;100.0
219000;Raubüberfälle in Wohnungen;05113000;Essen;36;6;4;11.1;2;0;23;63.9;40;32;8;18;45.0
219000;Raubüberfälle in Wohnungen;06412000;Frankfurt am Main;24;3;7;29.2;1;0;23;95.8;28;27;1;16;57.1
219000;Raubüberfälle in Wohnungen;08311000;Freiburg im Breisgau;9;4;3;33.3;1;0;8;88.9;6;6;0;1;16.7
219000;Raubüberfälle in Wohnungen;09563000;Fürth;3;2;0;0.0;0;0;3;100.0;5;5;0;1;20.0
219000;Raubüberfälle in Wohnungen;05513000;Gelsenkirchen;18;7;2;11.1;0;0;10;55.6;16;13;3;2;12.5
219000;Raubüberfälle in Wohnungen;03159016;Göttingen;17;14;3;17.6;2;0;13;76.5;24;24;0;10;41.7
219000;Raubüberfälle in Wohnungen;05914000;Hagen;18;10;5;27.8;1;0;13;72.2;13;12;1;5;38.5
219000;Raubüberfälle in Wohnungen;15002000;Halle (Saale);14;6;0;0.0;1;0;8;57.1;13;12;1;1;7.7
219000;Raubüberfälle in Wohnungen;02000000;Hamburg;57;3;11;19.3;3;0;45;78.9;57;47;10;19;33.3
219000;Raubüberfälle in Wohnungen;05915000;Hamm;8;4;0;0.0;0;0;7;87.5;10;8;2;2;20.0
219000;Raubüberfälle in Wohnungen;03241001;Hannover;32;6;7;21.9;2;0;27;84.4;49;46;3;11;22.4
219000;Raubüberfälle in Wohnungen;08221000;Heidelberg;2;1;2;100.0;0;0;2;100.0;6;6;0;6;100.0
219000;Raubüberfälle in Wohnungen;08121000;Heilbronn;3;2;1;33.3;1;0;3;100.0;18;17;1;17;94.4
219000;Raubüberfälle in Wohnungen;05916000;Herne;5;3;0;0.0;0;0;2;40.0;3;3;0;1;33.3
219000;Raubüberfälle in Wohnungen;03254021;Hildesheim;6;6;2;33.3;0;0;5;83.3;10;10;0;4;40.0
219000;Raubüberfälle in Wohnungen;09161000;Ingolstadt;1;1;1;100.0;0;0;1;100.0;1;1;0;1;100.0
219000;Raubüberfälle in Wohnungen;16053000;Jena;2;2;0;0.0;0;0;1;50.0;1;1;0;1;100.0
219000;Raubüberfälle in Wohnungen;08212000;Karlsruhe;3;1;0;0.0;0;0;2;66.7;2;2;0;1;50.0
219000;Raubüberfälle in Wohnungen;06611000;Kassel;13;6;1;7.7;1;0;10;76.9;15;14;1;7;46.7
219000;Raubüberfälle in Wohnungen;01002000;Kiel;20;8;5;25.0;1;0;16;80.0;25;20;5;4;16.0
219000;Raubüberfälle in Wohnungen;07111000;Koblenz;3;3;1;33.3;0;0;3;100.0;5;5;0;0;0.0
219000;Raubüberfälle in Wohnungen;05315000;Köln;73;7;10;13.7;4;1;56;76.7;74;64;10;33;44.6
219000;Raubüberfälle in Wohnungen;05114000;Krefeld;12;5;2;16.7;1;0;11;91.7;17;14;3;6;35.3
219000;Raubüberfälle in Wohnungen;14713000;Leipzig;23;4;0;0.0;2;0;19;82.6;26;23;3;8;30.8
219000;Raubüberfälle in Wohnungen;05316000;Leverkusen;2;1;0;0.0;0;0;2;100.0;3;3;0;0;0.0
219000;Raubüberfälle in Wohnungen;01003000;Lübeck;16;7;6;37.5;1;0;15;93.8;24;23;1;7;29.2
219000;Raubüberfälle in Wohnungen;07314000;Ludwigshafen am Rhein;7;4;1;14.3;1;0;6;85.7;9;9;0;3;33.3
219000;Raubüberfälle in Wohnungen;15003000;Magdeburg;12;5;0;0.0;0;0;9;75.0;19;17;2;6;31.6
219000;Raubüberfälle in Wohnungen;07315000;Mainz;4;2;1;25.0;0;0;2;50.0;2;2;0;0;0.0
219000;Raubüberfälle in Wohnungen;08222000;Mannheim;3;1;0;0.0;0;0;3;100.0;4;3;1;2;50.0
219000;Raubüberfälle in Wohnungen;05170024;Moers;5;5;0;0.0;0;0;4;80.0;4;3;1;1;25.0
219000;Raubüberfälle in Wohnungen;05116000;Mönchengladbach;20;8;4;20.0;0;0;12;60.0;14;14;0;1;7.1
219000;Raubüberfälle in Wohnungen;05117000;Mülheim an der Ruhr;7;4;0;0.0;0;0;4;57.1;7;5;2;4;57.1
219000;Raubüberfälle in Wohnungen;09162000;München;22;2;4;18.2;2;0;19;86.4;29;27;2;16;55.2
219000;Raubüberfälle in Wohnungen;05515000;Münster;4;1;0;0.0;0;0;3;75.0;3;3;0;1;33.3
219000;Raubüberfälle in Wohnungen;05162024;Neuss;7;5;1;14.3;0;0;2;28.6;3;3;0;0;0.0
219000;Raubüberfälle in Wohnungen;09564000;Nürnberg;20;4;5;25.0;0;0;17;85.0;16;15;1;10;62.5
219000;Raubüberfälle in Wohnungen;05119000;Oberhausen;12;6;1;8.3;0;0;6;50.0;7;7;0;3;42.9
219000;Raubüberfälle in Wohnungen;06413000;Offenbach am Main;4;3;0;0.0;0;0;2;50.0;4;3;1;4;100.0
219000;Raubüberfälle in Wohnungen;03403000;Oldenburg (Oldenburg);7;4;1;14.3;0;0;7;100.0;11;8;3;3;27.3
219000;Raubüberfälle in Wohnungen;03404000;Osnabrück;5;3;1;20.0;0;0;5;100.0;7;6;1;2;28.6
219000;Raubüberfälle in Wohnungen;05774032;Paderborn;1;1;0;0.0;0;0;1;100.0;1;1;0;0;0.0
219000;Raubüberfälle in Wohnungen;08231000;Pforzheim;3;2;1;33.3;0;0;2;66.7;4;4;0;2;50.0
219000;Raubüberfälle in Wohnungen;12054000;Potsdam;11;6;2;18.2;2;0;10;90.9;18;17;1;7;38.9
219000;Raubüberfälle in Wohnungen;05562032;Recklinghausen;3;3;0;0.0;0;1;3;100.0;4;4;0;1;25.0
219000;Raubüberfälle in Wohnungen;09362000;Regensburg;6;4;1;16.7;0;0;6;100.0;9;9;0;5;55.6
219000;Raubüberfälle in Wohnungen;05120000;Remscheid;4;4;0;0.0;0;0;4;100.0;6;6;0;4;66.7
219000;Raubüberfälle in Wohnungen;08415061;Reutlingen;3;3;2;66.7;0;0;3;100.0;4;4;0;2;50.0
219000;Raubüberfälle in Wohnungen;13003000;Rostock;7;3;1;14.3;0;0;6;85.7;15;15;0;9;60.0
219000;Raubüberfälle in Wohnungen;10041100;Saarbrücken;10;6;0;0.0;0;0;8;80.0;15;14;1;3;20.0
219000;Raubüberfälle in Wohnungen;03102000;Salzgitter;4;4;2;50.0;0;0;3;75.0;5;4;1;0;0.0
219000;Raubüberfälle in Wohnungen;13004000;Schwerin;5;5;0;0.0;0;0;5;100.0;8;7;1;2;25.0
219000;Raubüberfälle in Wohnungen;05970040;Siegen;5;5;0;0.0;0;0;4;80.0;10;9;1;4;40.0
219000;Raubüberfälle in Wohnungen;05122000;Solingen;5;3;1;20.0;0;0;4;80.0;7;7;0;5;71.4
219000;Raubüberfälle in Wohnungen;08111000;Stuttgart;16;3;1;6.3;2;0;14;87.5;24;19;5;17;70.8
219000;Raubüberfälle in Wohnungen;07211000;Trier;4;4;2;50.0;0;0;3;75.0;4;4;0;1;25.0
219000;Raubüberfälle in Wohnungen;08421000;Ulm;1;1;0;0.0;0;0;1;100.0;2;2;0;2;100.0
219000;Raubüberfälle in Wohnungen;06414000;Wiesbaden;9;3;3;33.3;1;0;9;100.0;12;12;0;7;58.3
219000;Raubüberfälle in Wohnungen;03103000;Wolfsburg;3;2;0;0.0;0;0;0;0.0;0;0;0;0;0.0
219000;Raubüberfälle in Wohnungen;05124000;Wuppertal;13;4;1;7.7;3;0;8;61.5;15;14;1;7;46.7
219000;Raubüberfälle in Wohnungen;09663000;Würzburg;2;2;0;0.0;0;0;1;50.0;3;3;0;3;100.0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05334002;Aachen;636;258;94;14.8;0;3;489;76.9;767;640;127;315;41.1
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;09761000;Augsburg;736;251;152;20.7;1;1;616;83.7;782;643;139;359;45.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05378004;Bergisch Gladbach;137;123;19;13.9;0;1;118;86.1;201;168;33;81;40.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;11000000;Berlin;10,813;299;2,018;18.7;11;59;7,722;71.4;9,388;7,671;1,717;4,221;45.0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05711000;Bielefeld;558;168;78;14.0;0;4;468;83.9;626;543;83;205;32.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05911000;Bochum;960;263;139;14.5;0;1;734;76.5;990;853;137;332;33.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05314000;Bonn;732;225;84;11.5;1;1;577;78.8;767;640;127;253;33.0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05512000;Bottrop;197;168;27;13.7;0;1;162;82.2;229;184;45;65;28.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;03101000;Braunschweig;570;230;72;12.6;1;0;464;81.4;536;449;87;162;30.2
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;04011000;Bremen;1,449;255;153;10.6;4;4;1,097;75.7;1,478;1,293;185;679;45.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;04012000;Bremerhaven;352;311;26;7.4;0;3;265;75.3;370;306;64;126;34.1
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;14511000;Chemnitz;510;207;71;13.9;0;1;405;79.4;508;445;63;246;48.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;12052000;Cottbus;283;280;44;15.5;1;2;245;86.6;299;260;39;118;39.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;06411000;Darmstadt;321;203;26;8.1;0;0;262;81.6;352;301;51;196;55.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05913000;Dortmund;1,893;323;251;13.3;3;9;1,432;75.6;1,970;1,670;300;791;40.2
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;14612000;Dresden;1,077;195;170;15.8;1;7;794;73.7;983;870;113;459;46.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05112000;Duisburg;1,198;241;151;12.6;0;5;935;78.0;1,351;1,117;234;512;37.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05111000;Düsseldorf;1,582;256;291;18.4;3;3;1,101;69.6;1,655;1,464;191;702;42.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16051000;Erfurt;524;246;112;21.4;0;7;433;82.6;516;436;80;167;32.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;09562000;Erlangen;154;139;18;11.7;0;0;134;87.0;167;136;31;69;41.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05113000;Essen;1,155;198;137;11.9;0;1;927;80.3;1,318;1,121;197;496;37.6
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;06412000;Frankfurt am Main;2,246;301;256;11.4;2;8;1,703;75.8;2,130;1,774;356;1,157;54.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;08311000;Freiburg im Breisgau;602;262;117;19.4;0;1;481;79.9;612;522;90;277;45.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;09563000;Fürth;150;119;13;8.7;0;0;136;90.7;176;129;47;77;43.8
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05513000;Gelsenkirchen;604;232;71;11.8;0;3;468;77.5;700;588;112;242;34.6
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;03159016;Göttingen;321;269;44;13.7;0;1;253;78.8;330;287;43;136;41.2
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05914000;Hagen;353;188;47;13.3;1;2;295;83.6;409;338;71;181;44.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;15002000;Halle (Saale);868;363;154;17.7;2;4;620;71.4;707;597;110;265;37.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;02000000;Hamburg;5,405;295;692;12.8;11;12;4,076;75.4;5,196;4,251;945;2,469;47.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05915000;Hamm;373;208;58;15.5;0;0;324;86.9;462;379;83;182;39.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;03241001;Hannover;1,771;331;253;14.3;2;2;1,411;79.7;1,830;1,576;254;765;41.8
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;08221000;Heidelberg;403;251;50;12.4;0;0;314;77.9;437;373;64;233;53.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;08121000;Heilbronn;277;221;31;11.2;0;1;231;83.4;291;245;46;169;58.1
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05916000;Herne;354;226;61;17.2;1;3;292;82.5;361;292;69;124;34.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;03254021;Hildesheim;277;272;30;10.8;1;1;245;88.4;308;250;58;91;29.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;09161000;Ingolstadt;333;246;56;16.8;0;1;271;81.4;343;289;54;189;55.1
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16053000;Jena;209;188;54;25.8;0;1;156;74.6;208;192;16;84;40.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;08212000;Karlsruhe;584;187;78;13.4;1;4;479;82.0;606;522;84;303;50.0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;06611000;Kassel;538;268;58;10.8;1;3;434;80.7;548;467;81;232;42.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;01002000;Kiel;621;250;64;10.3;0;4;475;76.5;635;540;95;239;37.6
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;07111000;Koblenz;335;294;36;10.7;0;1;261;77.9;362;316;46;112;30.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05315000;Köln;3,523;326;585;16.6;4;7;2,591;73.5;4,046;3,341;705;1,591;39.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05114000;Krefeld;447;197;71;15.9;0;0;377;84.3;526;434;92;184;35.0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;14713000;Leipzig;1,283;220;169;13.2;0;5;936;73.0;1,100;937;163;457;41.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05316000;Leverkusen;397;243;75;18.9;0;0;329;82.9;535;441;94;167;31.2
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;01003000;Lübeck;647;299;95;14.7;1;3;539;83.3;619;523;96;215;34.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;07314000;Ludwigshafen am Rhein;572;339;74;12.9;0;3;470;82.2;599;488;111;278;46.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;15003000;Magdeburg;649;272;106;16.3;0;4;470;72.4;550;469;81;147;26.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;07315000;Mainz;581;270;89;15.3;0;4;474;81.6;658;554;104;282;42.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;08222000;Mannheim;859;279;115;13.4;1;2;701;81.6;971;817;154;449;46.2
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05170024;Moers;185;178;21;11.4;0;0;150;81.1;218;191;27;67;30.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05116000;Mönchengladbach;535;204;53;9.9;0;2;421;78.7;558;470;88;193;34.6
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05117000;Mülheim an der Ruhr;262;153;40;15.3;0;0;215;82.1;326;262;64;134;41.1
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;09162000;München;2,855;196;462;16.2;2;2;2,327;81.5;3,078;2,581;497;1,783;57.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05515000;Münster;499;159;86;17.2;0;0;393;78.8;561;481;80;224;39.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05162024;Neuss;284;185;28;9.9;0;0;236;83.1;371;313;58;137;36.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;09564000;Nürnberg;1,394;271;179;12.8;2;7;1,168;83.8;1,459;1,162;297;690;47.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05119000;Oberhausen;374;177;56;15.0;1;1;293;78.3;452;381;71;158;35.0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;06413000;Offenbach am Main;295;233;32;10.8;0;1;252;85.4;362;308;54;214;59.1
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;03403000;Oldenburg (Oldenburg);332;199;37;11.1;0;1;276;83.1;367;302;65;139;37.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;03404000;Osnabrück;611;372;52;8.5;0;0;504;82.5;617;530;87;225;36.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05774032;Paderborn;308;207;46;14.9;0;0;235;76.3;293;252;41;95;32.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;08231000;Pforzheim;285;229;24;8.4;1;3;221;77.5;302;264;38;180;59.6
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;12054000;Potsdam;295;168;59;20.0;0;1;231;78.3;279;242;37;97;34.8
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05562032;Recklinghausen;327;288;45;13.8;1;1;271;82.9;355;296;59;112;31.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;09362000;Regensburg;362;240;57;15.7;0;0;267;73.8;306;258;48;153;50.0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05120000;Remscheid;206;186;32;15.5;1;1;167;81.1;225;184;41;78;34.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;08415061;Reutlingen;242;209;23;9.5;0;1;199;82.2;245;216;29;143;58.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;13003000;Rostock;469;225;96;20.5;0;2;384;81.9;462;391;71;125;27.1
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;10041100;Saarbrücken;708;391;94;13.3;0;3;556;78.5;723;563;160;299;41.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;03102000;Salzgitter;215;206;23;10.7;1;1;189;87.9;261;231;30;127;48.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;13004000;Schwerin;265;277;37;14.0;0;0;219;82.6;308;265;43;128;41.6
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05970040;Siegen;221;216;29;13.1;0;3;180;81.4;241;212;29;102;42.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05122000;Solingen;247;156;25;10.1;0;2;198;80.2;316;251;65;118;37.3
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;08111000;Stuttgart;1,758;278;389;22.1;1;3;1,320;75.1;1,786;1,550;236;946;53.0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;07211000;Trier;251;228;32;12.7;0;1;212;84.5;291;239;52;87;29.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;08421000;Ulm;260;207;29;11.2;0;2;198;76.2;273;240;33;146;53.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;06414000;Wiesbaden;786;282;60;7.6;1;2;679;86.4;805;655;150;349;43.4
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;03103000;Wolfsburg;217;175;31;14.3;1;0;179;82.5;224;201;23;80;35.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;05124000;Wuppertal;876;248;121;13.8;1;1;716;81.7;935;779;156;381;40.7
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;09663000;Würzburg;294;232;38;12.9;0;3;235;79.9;303;269;34;129;42.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;05334002;Aachen;1,355;550;51;3.8;0;0;1,167;86.1;1,343;1,075;268;481;35.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;09761000;Augsburg;2,365;808;186;7.9;0;0;2,182;92.3;1,849;1,477;372;690;37.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;05378004;Bergisch Gladbach;412;369;11;2.7;0;0;381;92.5;472;344;128;147;31.1
