Schluessel;Straftat;Gemeindeschluessel;Stadt;erfasste Faelle;HZ nach Zensus;Versuche - Anzahl;Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;aufgeklaerte Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in %
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;16053000;Jena;556;508;32;5.8;0;0;488;87.8;428;353;75;89;20.8
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;8212000;Karlsruhe;1,553;505;78;5;1;0;1,389;89.4;1,287;1,084;203;498;38.7
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;6611000;Kassel;1,059;535;36;3.4;0;0;968;91.4;938;780;158;325;34.6
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;1002000;Kiel;1,774;720;50;2.8;0;0;1,564;88.2;1,567;1,311;256;376;24
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;7111000;Koblenz;965;857;57;5.9;1;0;866;89.7;824;655;169;188;22.8
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5315000;Koeln;8,553;806;411;4.8;1;0;7,201;84.2;8,780;6,941;1,839;3,239;36.9
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5114000;Krefeld;1,542;685;48;3.1;0;0;1,384;89.8;1,504;1,210;294;494;32.8
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;14713000;Leipzig;3,096;552;118;3.8;0;0;2,630;84.9;2,357;1,954;403;619;26.3
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5316000;Leverkusen;938;574;57;6.1;0;0;829;88.4;963;758;205;285;29.6
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;1003000;Luebeck;2,158;998;176;8.2;0;0;1,934;89.6;1,726;1,366;360;372;21.6
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;7314000;Ludwigshafen am Rhein;1,627;988;113;6.9;0;0;1,500;92.2;1,348;1,053;295;502;37.2
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;15003000;Magdeburg;1,479;627;60;4.1;1;0;1,309;88.5;1,088;876;212;157;14.4
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;7315000;Mainz;1,753;836;140;8;0;0;1,576;89.9;1,385;1,126;259;532;38.4
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;8222000;Mannheim;1,919;628;106;5.5;0;0;1,732;90.3;1,608;1,337;271;723;45
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5170024;Moers;591;565;23;3.9;1;0;540;91.4;520;402;118;129;24.8
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5116000;Moenchengladbach;1,434;552;45;3.1;0;0;1,289;89.9;1,313;1,076;237;371;28.3
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5117000;Muelheim an der Ruhr;634;375;26;4.1;0;0;583;92;684;538;146;240;35.1
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;9162000;Muenchen;8,070;556;674;8.4;4;0;7,264;90;6,444;5,286;1,158;3,354;52
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5515000;Muenster;1,584;511;61;3.9;1;0;1,388;87.6;1,556;1,262;294;491;31.6
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5162024;Neuss;828;533;17;2.1;0;0;748;90.3;828;662;166;237;28.6
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;9564000;Nuernberg;4,142;812;348;8.4;2;0;3,738;90.2;3,142;2,566;576;1,340;42.6
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5119000;Oberhausen;1,091;517;44;4;0;0;948;86.9;1,148;907;241;309;26.9
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;6413000;Offenbach am Main;527;426;15;2.8;1;0;498;94.5;494;431;63;286;57.9
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;3403000;Oldenburg (Oldenburg);831;507;53;6.4;0;0;751;90.4;721;580;141;170;23.6
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;3404000;Osnabrueck;1,033;636;49;4.7;2;0;921;89.2;868;744;124;232;26.7
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5774032;Paderborn;830;560;40;4.8;0;0;699;84.2;728;611;117;246;33.8
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;8231000;Pforzheim;923;755;38;4.1;0;0;855;92.6;728;599;129;296;40.7
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;12054000;Potsdam;802;478;38;4.7;0;0;702;87.5;636;525;111;159;25
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5562032;Recklinghausen;855;748;35;4.1;0;0;776;90.8;779;604;175;223;28.6
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;9362000;Regensburg;1,204;828;100;8.3;0;0;1,044;86.7;884;757;127;318;36
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5120000;Remscheid;647;591;19;2.9;1;0;587;90.7;652;505;147;214;32.8
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;8415061;Reutlingen;640;560;25;3.9;0;0;588;91.9;516;424;92;202;39.1
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;13003000;Rostock;956;464;46;4.8;0;0;823;86.1;748;609;139;104;13.9
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;10041100;Saarbruecken;1,723;967;116;6.7;1;0;1,524;88.5;1,375;1,045;330;354;25.7
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;3102000;Salzgitter;520;514;21;4;1;0;496;95.4;475;388;87;125;26.3
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;13004000;Schwerin;575;594;43;7.5;0;0;517;89.9;494;408;86;71;14.4
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5970040;Siegen;689;673;23;3.3;0;0;617;89.6;664;540;124;216;32.5
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5122000;Solingen;733;462;28;3.8;0;0;673;91.8;728;585;143;222;30.5
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;8111000;Stuttgart;5,257;843;431;8.2;0;0;4,692;89.3;4,099;3,365;734;1,861;45.4
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;7211000;Trier;913;795;42;4.6;1;0;827;90.6;743;605;138;182;24.5
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;8421000;Ulm;731;596;30;4.1;0;0;669;91.5;614;509;105;267;43.5
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;6414000;Wiesbaden;1,741;630;62;3.6;0;0;1,576;90.5;1,412;1,100;312;580;41.1
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;3103000;Wolfsburg;625;504;19;3;2;0;567;90.7;535;433;102;171;32
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;5124000;Wuppertal;2,760;788;100;3.6;1;0;2,437;88.3;2,451;1,911;540;848;34.6
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;9663000;Wuerzburg;905;725;41;4.5;0;0;819;90.5;718;599;119;215;29.9
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;5334002;Aachen;7,569;3,078;212;2.8;0;0;2,730;36.1;1,956;1,362;594;942;48.2
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;9761000;Augsburg;3,925;1,371;86;2.2;0;0;1,881;47.9;1,619;1,023;596;612;37.8
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;5378004;Bergisch Gladbach;1,767;1,587;38;2.2;0;0;621;35.1;565;401;164;205;36.3
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;11000000;Berlin;158,481;4,502;3,464;2.2;0;0;42,519;26.8;28,339;19,593;8,746;14,804;52.2
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;5711000;Bielefeld;7,081;2,126;151;2.1;0;0;3,017;42.6;2,541;1,832;709;1,303;51.3
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;5911000;Bochum;8,269;2,267;270;3.3;0;0;2,660;32.2;2,245;1,514;731;973;43.3
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;5314000;Bonn;8,611;2,701;260;3;0;0;2,518;29.2;2,096;1,459;637;1,029;49.1
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;5512000;Bottrop;1,861;1,589;53;2.8;0;0;678;36.4;621;423;198;271;43.6
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;3101000;Braunschweig;4,702;1,871;120;2.6;0;0;2,103;44.7;1,883;1,364;519;834;44.3
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;4011000;Bremen;16,919;3,035;445;2.6;0;0;6,842;40.4;4,725;3,256;1,469;2,269;48
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;4012000;Bremerhaven;2,918;2,559;109;3.7;0;0;1,479;50.7;1,208;817;391;427;35.3
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;14511000;Chemnitz;5,052;2,032;73;1.4;0;0;2,488;49.2;1,854;1,401;453;727;39.2
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;6411000;Darmstadt;2,768;1,782;61;2.2;0;0;1,395;50.4;1,120;726;394;511;45.6
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;5913000;Dortmund;18,981;3,238;454;2.4;0;0;7,740;40.8;5,617;4,036;1,581;3,000;53.4
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;14612000;Dresden;12,307;2,263;273;2.2;0;0;5,452;44.3;3,683;2,621;1,062;1,284;34.9
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;5112000;Duisburg;11,526;2,346;343;3;0;0;4,503;39.1;3,808;2,616;1,192;2,040;53.6
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;5111000;Duesseldorf;24,131;3,942;467;1.9;0;0;5,429;22.5;4,900;3,329;1,571;2,555;52.1
3***00;Diebstahl ohne erschwerende Umstaende ßß 242, 247, 248a-c StGB und zwar:;16051000;Erfurt;4,740;2,256;68;1.4;0;0;2,378;50.2;1,842;1,294;548;506;27.5
