Schluessel;Straftat;Gemeindeschluessel;Stadt;erfasste Faelle;HZ nach Zensus;Versuche - Anzahl;Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;aufgeklaerte Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in %
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5314000;Bonn;178;56;42;23.6;3;0;57;32;75;71;4;34;45.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5512000;Bottrop;36;31;12;33.3;0;0;10;27.8;20;20;0;11;55
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;3101000;Braunschweig;70;28;12;17.1;1;1;24;34.3;47;39;8;27;57.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;4011000;Bremen;412;74;75;18.2;6;0;100;24.3;128;123;5;81;63.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;4012000;Bremerhaven;82;72;18;22;7;0;33;40.2;41;41;0;13;31.7
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;14511000;Chemnitz;73;29;11;15.1;1;1;36;49.3;54;48;6;26;48.1
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;6411000;Darmstadt;46;30;7;15.2;0;0;23;50;34;34;0;11;32.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5913000;Dortmund;473;81;83;17.5;4;0;177;37.4;243;235;8;144;59.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;14612000;Dresden;179;33;27;15.1;0;0;62;34.6;110;103;7;45;40.9
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5112000;Duisburg;300;61;87;29;9;2;137;45.7;199;177;22;106;53.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5111000;Duesseldorf;425;69;74;17.4;1;0;99;23.3;154;148;6;77;50
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;16051000;Erfurt;39;19;8;20.5;0;0;16;41;36;32;4;12;33.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;9562000;Erlangen;0;0;0;0;0;0;0;0;0;0;0;0;0
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5113000;Essen;376;65;78;20.7;7;1;123;32.7;192;173;19;78;40.6
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;6412000;Frankfurt am Main;521;71;88;16.9;10;1;166;31.9;226;208;18;142;62.8
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;8311000;Freiburg im Breisgau;116;51;16;13.8;4;0;40;34.5;51;50;1;29;56.9
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;9563000;Fuerth;4;3;0;0;0;0;4;100;3;3;0;1;33.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5513000;Gelsenkirchen;164;63;34;20.7;0;0;38;23.2;53;49;4;15;28.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;3152012;Goettingen;56;47;12;21.4;1;0;26;46.4;35;34;1;18;51.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5914000;Hagen;77;41;12;15.6;1;0;33;42.9;41;37;4;19;46.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;15002000;Halle (Saale);124;52;22;17.7;1;1;39;31.5;56;54;2;8;14.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;2000000;Hamburg;1,397;78;254;18.2;28;2;401;28.7;562;514;48;300;53.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5915000;Hamm;82;46;16;19.5;0;0;25;30.5;40;36;4;19;47.5
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;3241001;Hannover;311;58;62;19.9;6;0;133;42.8;183;176;7;90;49.2
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;8221000;Heidelberg;26;17;4;15.4;0;0;13;50;20;20;0;13;65
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;8121000;Heilbronn;21;17;2;9.5;0;0;6;28.6;9;9;0;4;44.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5916000;Herne;78;50;25;32.1;0;0;35;44.9;62;53;9;27;43.5
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;3254021;Hildesheim;26;26;8;30.8;0;0;12;46.2;15;15;0;9;60
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;9161000;Ingolstadt;10;8;1;10;0;0;6;60;8;8;0;1;12.5
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;16053000;Jena;3;3;0;0;0;0;3;100;8;8;0;0;0
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;8212000;Karlsruhe;111;36;24;21.6;1;0;44;39.6;65;57;8;40;61.5
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;6611000;Kassel;67;34;16;23.9;1;0;20;29.9;28;26;2;12;42.9
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;1002000;Kiel;138;56;26;18.8;2;1;47;34.1;73;65;8;18;24.7
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;7111000;Koblenz;45;40;10;22.2;0;0;15;33.3;24;23;1;7;29.2
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5315000;Koeln;784;74;165;21;8;1;248;31.6;333;302;31;158;47.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5114000;Krefeld;82;36;15;18.3;0;0;20;24.4;34;32;2;10;29.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;14713000;Leipzig;318;57;45;14.2;7;2;112;35.2;166;157;9;71;42.8
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5316000;Leverkusen;60;37;12;20;1;0;29;48.3;43;40;3;14;32.6
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;1003000;Luebeck;107;49;30;28;7;1;55;51.4;75;71;4;27;36
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;7314000;Ludwigshafen am Rhein;72;44;21;29.2;1;0;28;38.9;33;31;2;12;36.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;15003000;Magdeburg;105;45;28;26.7;3;0;47;44.8;68;64;4;6;8.8
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;7315000;Mainz;53;25;11;20.8;4;0;34;64.2;39;38;1;21;53.8
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;8222000;Mannheim;128;42;24;18.8;3;0;32;25;53;53;0;41;77.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5170024;Moers;46;44;11;23.9;2;0;23;50;33;29;4;10;30.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5116000;Moenchengladbach;136;52;25;18.4;0;0;63;46.3;89;84;5;32;36
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5117000;Muelheim an der Ruhr;47;28;12;25.5;0;0;16;34;28;26;2;14;50
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;9162000;Muenchen;162;11;44;27.2;1;0;73;45.1;137;130;7;97;70.8
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5515000;Muenster;90;29;14;15.6;2;1;33;36.7;52;52;0;20;38.5
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5162024;Neuss;51;33;13;25.5;1;0;18;35.3;25;23;2;3;12
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;9564000;Nuernberg;79;15;14;17.7;7;0;31;39.2;57;52;5;30;52.6
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5119000;Oberhausen;110;52;27;24.5;3;2;49;44.5;70;67;3;19;27.1
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;6413000;Offenbach am Main;48;39;10;20.8;1;0;20;41.7;28;27;1;18;64.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;3403000;Oldenburg (Oldenburg);34;21;8;23.5;1;0;13;38.2;27;26;1;6;22.2
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;3404000;Osnabrueck;52;32;6;11.5;1;0;22;42.3;40;37;3;16;40
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5774032;Paderborn;42;28;11;26.2;0;1;13;31;20;19;1;7;35
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;8231000;Pforzheim;27;22;5;18.5;0;0;13;48.1;31;30;1;7;22.6
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;12054000;Potsdam;52;31;8;15.4;2;0;29;55.8;42;41;1;5;11.9
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5562032;Recklinghausen;66;58;15;22.7;1;0;21;31.8;31;31;0;7;22.6
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;9362000;Regensburg;20;14;8;40;2;0;11;55;17;13;4;7;41.2
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5120000;Remscheid;22;20;3;13.6;0;0;7;31.8;7;7;0;5;71.4
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;8415061;Reutlingen;14;12;4;28.6;0;0;4;28.6;6;6;0;2;33.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;13003000;Rostock;65;32;10;15.4;0;0;34;52.3;66;60;6;10;15.2
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;10041100;Saarbruecken;114;64;26;22.8;2;0;41;36;64;59;5;25;39.1
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;3102000;Salzgitter;21;21;6;28.6;0;1;4;19;13;11;2;6;46.2
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;13004000;Schwerin;19;20;5;26.3;0;0;9;47.4;15;15;0;2;13.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5970040;Siegen;25;24;2;8;0;0;13;52;17;15;2;2;11.8
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5122000;Solingen;57;36;11;19.3;3;0;23;40.4;36;34;2;13;36.1
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;8111000;Stuttgart;234;38;48;20.5;2;0;95;40.6;155;142;13;110;71
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;7211000;Trier;33;29;8;24.2;0;0;19;57.6;26;25;1;9;34.6
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;8421000;Ulm;33;27;4;12.1;1;0;15;45.5;24;21;3;9;37.5
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;6414000;Wiesbaden;81;29;16;19.8;0;0;37;45.7;49;42;7;15;30.6
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;3103000;Wolfsburg;27;22;5;18.5;0;0;15;55.6;16;16;0;5;31.3
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;5124000;Wuppertal;216;62;42;19.4;0;1;62;28.7;88;81;7;48;54.5
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;9663000;Wuerzburg;3;2;0;0;0;0;3;100;7;7;0;2;28.6
219000;Raubueberfaelle in Wohnungen;5334002;Aachen;23;9;3;13;1;0;16;69.6;18;14;4;5;27.8
219000;Raubueberfaelle in Wohnungen;9761000;Augsburg;11;4;7;63.6;0;0;10;90.9;17;14;3;8;47.1
219000;Raubueberfaelle in Wohnungen;5378004;Bergisch Gladbach;7;6;2;28.6;1;0;6;85.7;7;6;1;3;42.9
219000;Raubueberfaelle in Wohnungen;11000000;Berlin;245;7;48;19.6;4;0;165;67.3;228;203;25;91;39.9
219000;Raubueberfaelle in Wohnungen;5711000;Bielefeld;11;3;1;9.1;2;0;11;100;18;18;0;7;38.9
219000;Raubueberfaelle in Wohnungen;5911000;Bochum;29;8;4;13.8;0;0;20;69;22;21;1;9;40.9
219000;Raubueberfaelle in Wohnungen;5314000;Bonn;23;7;3;13;2;0;14;60.9;21;15;6;6;28.6
219000;Raubueberfaelle in Wohnungen;5512000;Bottrop;6;5;1;16.7;0;0;3;50;4;4;0;0;0
219000;Raubueberfaelle in Wohnungen;3101000;Braunschweig;9;4;2;22.2;0;0;8;88.9;10;8;2;4;40
219000;Raubueberfaelle in Wohnungen;4011000;Bremen;39;7;9;23.1;1;0;22;56.4;29;27;2;11;37.9
219000;Raubueberfaelle in Wohnungen;4012000;Bremerhaven;8;7;0;0;1;0;6;75;8;7;1;7;87.5
219000;Raubueberfaelle in Wohnungen;14511000;Chemnitz;17;7;3;17.6;1;0;15;88.2;19;18;1;6;31.6
219000;Raubueberfaelle in Wohnungen;6411000;Darmstadt;3;2;0;0;0;0;2;66.7;3;2;1;3;100
219000;Raubueberfaelle in Wohnungen;5913000;Dortmund;68;12;5;7.4;2;0;47;69.1;63;61;2;19;30.2
219000;Raubueberfaelle in Wohnungen;14612000;Dresden;34;6;4;11.8;2;1;28;82.4;49;43;6;15;30.6
219000;Raubueberfaelle in Wohnungen;5112000;Duisburg;33;7;8;24.2;2;0;26;78.8;42;37;5;15;35.7
219000;Raubueberfaelle in Wohnungen;5111000;Duesseldorf;52;8;6;11.5;0;0;20;38.5;33;30;3;10;30.3
219000;Raubueberfaelle in Wohnungen;16051000;Erfurt;15;7;5;33.3;2;0;11;73.3;20;19;1;5;25
219000;Raubueberfaelle in Wohnungen;9562000;Erlangen;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raubueberfaelle in Wohnungen;5113000;Essen;48;8;8;16.7;3;0;33;68.8;47;43;4;19;40.4
219000;Raubueberfaelle in Wohnungen;6412000;Frankfurt am Main;39;5;10;25.6;3;0;30;76.9;56;44;12;22;39.3
219000;Raubueberfaelle in Wohnungen;8311000;Freiburg im Breisgau;9;4;1;11.1;1;0;9;100;11;11;0;7;63.6
219000;Raubueberfaelle in Wohnungen;9563000;Fuerth;4;3;1;25;0;0;3;75;7;7;0;3;42.9
219000;Raubueberfaelle in Wohnungen;5513000;Gelsenkirchen;20;8;3;15;0;0;17;85;26;23;3;9;34.6
219000;Raubueberfaelle in Wohnungen;3152012;Goettingen;12;10;1;8.3;2;0;8;66.7;9;8;1;3;33.3
219000;Raubueberfaelle in Wohnungen;5914000;Hagen;6;3;2;33.3;1;0;6;100;7;7;0;3;42.9
219000;Raubueberfaelle in Wohnungen;15002000;Halle (Saale);11;5;3;27.3;0;0;7;63.6;9;8;1;1;11.1
219000;Raubueberfaelle in Wohnungen;2000000;Hamburg;91;5;18;19.8;8;0;68;74.7;98;83;15;45;45.9
219000;Raubueberfaelle in Wohnungen;5915000;Hamm;14;8;0;0;1;0;10;71.4;16;14;2;2;12.5
219000;Raubueberfaelle in Wohnungen;3241001;Hannover;32;6;3;9.4;0;0;26;81.3;37;33;4;12;32.4
219000;Raubueberfaelle in Wohnungen;8221000;Heidelberg;2;1;1;50;0;0;2;100;5;5;0;5;100
219000;Raubueberfaelle in Wohnungen;8121000;Heilbronn;0;0;0;0;0;0;0;0;0;0;0;0;0
219000;Raubueberfaelle in Wohnungen;5916000;Herne;7;4;2;28.6;2;0;4;57.1;7;7;0;2;28.6
219000;Raubueberfaelle in Wohnungen;3254021;Hildesheim;5;5;0;0;0;0;3;60;4;4;0;0;0
219000;Raubueberfaelle in Wohnungen;9161000;Ingolstadt;2;2;0;0;1;0;1;50;2;2;0;2;100
219000;Raubueberfaelle in Wohnungen;16053000;Jena;3;3;1;33.3;1;0;3;100;5;4;1;1;20
219000;Raubueberfaelle in Wohnungen;8212000;Karlsruhe;5;2;1;20;0;0;1;20;1;1;0;1;100
219000;Raubueberfaelle in Wohnungen;6611000;Kassel;13;7;2;15.4;1;0;11;84.6;16;13;3;4;25
219000;Raubueberfaelle in Wohnungen;1002000;Kiel;24;10;5;20.8;1;0;20;83.3;30;27;3;9;30
219000;Raubueberfaelle in Wohnungen;7111000;Koblenz;7;6;1;14.3;0;0;6;85.7;17;13;4;4;23.5
219000;Raubueberfaelle in Wohnungen;5315000;Koeln;67;6;15;22.4;4;0;54;80.6;63;57;6;32;50.8
219000;Raubueberfaelle in Wohnungen;5114000;Krefeld;18;8;6;33.3;0;0;10;55.6;11;10;1;4;36.4
219000;Raubueberfaelle in Wohnungen;14713000;Leipzig;41;7;4;9.8;4;0;23;56.1;36;30;6;12;33.3
219000;Raubueberfaelle in Wohnungen;5316000;Leverkusen;8;5;1;12.5;0;0;7;87.5;10;9;1;7;70
219000;Raubueberfaelle in Wohnungen;1003000;Luebeck;15;7;2;13.3;3;0;14;93.3;23;21;2;6;26.1
219000;Raubueberfaelle in Wohnungen;7314000;Ludwigshafen am Rhein;8;5;1;12.5;0;0;6;75;8;8;0;5;62.5
219000;Raubueberfaelle in Wohnungen;15003000;Magdeburg;12;5;1;8.3;0;0;8;66.7;11;10;1;1;9.1
219000;Raubueberfaelle in Wohnungen;7315000;Mainz;5;2;1;20;2;0;4;80;5;5;0;1;20
219000;Raubueberfaelle in Wohnungen;8222000;Mannheim;6;2;1;16.7;0;0;3;50;6;5;1;5;83.3
219000;Raubueberfaelle in Wohnungen;5170024;Moers;8;8;4;50;2;0;7;87.5;14;13;1;1;7.1
219000;Raubueberfaelle in Wohnungen;5116000;Moenchengladbach;24;9;3;12.5;1;0;21;87.5;30;23;7;8;26.7
219000;Raubueberfaelle in Wohnungen;5117000;Muelheim an der Ruhr;13;8;2;15.4;0;0;8;61.5;12;10;2;3;25
219000;Raubueberfaelle in Wohnungen;9162000;Muenchen;29;2;7;24.1;1;0;19;65.5;24;22;2;13;54.2
219000;Raubueberfaelle in Wohnungen;5515000;Muenster;9;3;0;0;2;0;5;55.6;6;5;1;1;16.7
219000;Raubueberfaelle in Wohnungen;5162024;Neuss;4;3;2;50;1;0;4;100;9;8;1;4;44.4
219000;Raubueberfaelle in Wohnungen;9564000;Nuernberg;14;3;1;7.1;1;0;13;92.9;21;18;3;10;47.6
219000;Raubueberfaelle in Wohnungen;5119000;Oberhausen;13;6;3;23.1;0;0;10;76.9;15;14;1;6;40
219000;Raubueberfaelle in Wohnungen;6413000;Offenbach am Main;11;9;2;18.2;2;0;9;81.8;17;15;2;5;29.4
219000;Raubueberfaelle in Wohnungen;3403000;Oldenburg (Oldenburg);7;4;3;42.9;0;0;5;71.4;14;12;2;2;14.3
219000;Raubueberfaelle in Wohnungen;3404000;Osnabrueck;8;5;0;0;1;0;4;50;7;6;1;1;14.3
219000;Raubueberfaelle in Wohnungen;5774032;Paderborn;2;1;2;100;0;0;3;150;4;4;0;1;25
219000;Raubueberfaelle in Wohnungen;8231000;Pforzheim;2;2;2;100;0;0;2;100;2;2;0;1;50
219000;Raubueberfaelle in Wohnungen;12054000;Potsdam;5;3;0;0;0;0;6;120;10;10;0;4;40
219000;Raubueberfaelle in Wohnungen;5562032;Recklinghausen;7;6;1;14.3;0;0;4;57.1;4;4;0;3;75
219000;Raubueberfaelle in Wohnungen;9362000;Regensburg;7;5;3;42.9;0;0;6;85.7;11;11;0;5;45.5
219000;Raubueberfaelle in Wohnungen;5120000;Remscheid;7;6;1;14.3;2;0;7;100;10;8;2;4;40
219000;Raubueberfaelle in Wohnungen;8415061;Reutlingen;1;1;0;0;0;0;1;100;3;3;0;3;100
219000;Raubueberfaelle in Wohnungen;13003000;Rostock;12;6;2;16.7;0;0;9;75;17;16;1;0;0
219000;Raubueberfaelle in Wohnungen;10041100;Saarbruecken;13;7;5;38.5;1;0;13;100;25;23;2;10;40
219000;Raubueberfaelle in Wohnungen;3102000;Salzgitter;8;8;0;0;1;0;7;87.5;11;9;2;3;27.3
219000;Raubueberfaelle in Wohnungen;13004000;Schwerin;5;5;0;0;0;0;5;100;6;4;2;3;50
219000;Raubueberfaelle in Wohnungen;5970040;Siegen;3;3;2;66.7;1;0;4;133.3;5;5;0;1;20
219000;Raubueberfaelle in Wohnungen;5122000;Solingen;9;6;1;11.1;1;0;6;66.7;8;7;1;5;62.5
219000;Raubueberfaelle in Wohnungen;8111000;Stuttgart;26;4;9;34.6;0;0;20;76.9;23;20;3;12;52.2
219000;Raubueberfaelle in Wohnungen;7211000;Trier;3;3;1;33.3;0;0;3;100;5;5;0;4;80
219000;Raubueberfaelle in Wohnungen;8421000;Ulm;3;2;0;0;0;0;3;100;3;2;1;1;33.3
219000;Raubueberfaelle in Wohnungen;6414000;Wiesbaden;8;3;2;25;0;0;6;75;14;13;1;7;50
219000;Raubueberfaelle in Wohnungen;3103000;Wolfsburg;3;2;3;100;1;0;1;33.3;1;1;0;0;0
219000;Raubueberfaelle in Wohnungen;5124000;Wuppertal;21;6;1;4.8;2;0;17;81;25;22;3;11;44
219000;Raubueberfaelle in Wohnungen;9663000;Wuerzburg;1;1;0;0;0;0;1;100;3;3;0;0;0
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5334002;Aachen;668;272;84;12.6;0;2;525;78.6;714;613;101;297;41.6
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;9761000;Augsburg;723;252;136;18.8;1;6;629;87;840;688;152;352;41.9
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5378004;Bergisch Gladbach;153;137;29;19;0;0;130;85;198;171;27;71;35.9
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;11000000;Berlin;10,456;297;1,983;19;9;56;7,560;72.3;9,375;7,762;1,613;4,265;45.5
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5711000;Bielefeld;594;178;79;13.3;1;1;487;82;702;609;93;285;40.6
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5911000;Bochum;1,046;287;171;16.3;2;6;833;79.6;1,001;826;175;310;31
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5314000;Bonn;759;238;95;12.5;0;2;586;77.2;805;666;139;298;37
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5512000;Bottrop;208;178;33;15.9;0;2;170;81.7;260;228;32;85;32.7
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;3101000;Braunschweig;738;294;102;13.8;1;4;606;82.1;733;629;104;235;32.1
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;4011000;Bremen;1,775;318;202;11.4;1;10;1,311;73.9;1,755;1,490;265;805;45.9
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;4012000;Bremerhaven;416;365;32;7.7;1;1;342;82.2;414;359;55;153;37
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;14511000;Chemnitz;459;185;62;13.5;0;3;354;77.1;464;422;42;208;44.8
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;6411000;Darmstadt;295;190;24;8.1;0;2;232;78.6;306;266;40;111;36.3
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5913000;Dortmund;2,037;348;275;13.5;5;3;1,565;76.8;2,090;1,803;287;832;39.8
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;14612000;Dresden;980;180;143;14.6;1;9;719;73.4;922;829;93;341;37
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5112000;Duisburg;1,405;286;272;19.4;0;2;1,106;78.7;1,532;1,280;252;597;39
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5111000;Duesseldorf;1,486;243;193;13;0;5;1,123;75.6;1,684;1,404;280;736;43.7
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;16051000;Erfurt;579;276;114;19.7;0;1;429;74.1;525;456;69;129;24.6
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;9562000;Erlangen;160;148;22;13.8;1;4;143;89.4;199;173;26;80;40.2
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5113000;Essen;1,205;207;152;12.6;0;0;946;78.5;1,332;1,102;230;475;35.7
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;6412000;Frankfurt am Main;2,256;308;308;13.7;3;7;1,669;74;2,118;1,760;358;1,091;51.5
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;8311000;Freiburg im Breisgau;686;303;110;16;0;4;542;79;718;621;97;303;42.2
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;9563000;Fuerth;166;134;29;17.5;1;1;143;86.1;204;174;30;108;52.9
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5513000;Gelsenkirchen;695;267;112;16.1;1;1;530;76.3;880;760;120;269;30.6
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;3152012;Goettingen;387;325;53;13.7;0;0;299;77.3;396;340;56;139;35.1
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;5914000;Hagen;332;176;46;13.9;1;2;272;81.9;397;326;71;156;39.3
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;15002000;Halle (Saale);689;291;129;18.7;2;5;521;75.6;556;471;85;138;24.8
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;2000000;Hamburg;5,900;330;708;12;14;39;4,520;76.6;5,999;4,970;1,029;2,741;45.7
